Date,Raw Material,Daily Consumption,Inventory Position,PO Number,PO Status,Expected Delivery Date,Vendor Name,Lead Time (Days),PO Creation Date
11-Jan-22,RM 3,15,952,,,,,,
12-Jan-22,RM 3,14,938,,,,,,
13-Jan-22,RM 3,9,929,,,,,,
14-Jan-22,RM 3,13,916,,,,,,
15-Jan-22,RM 3,12,904,,,,,,
16-Jan-22,RM 3,13,891,,,,,,
17-Jan-22,RM 3,8,883,,,,,,
18-Jan-22,RM 3,11,872,,,,,,
19-Jan-22,RM 3,8,864,,,,,,
20-Jan-22,RM 3,10,854,,,,,,
21-Jan-22,RM 3,17,837,,,,,,
22-Jan-22,RM 3,11,826,,,,,,
23-Jan-22,RM 3,4,822,,,,,,
24-Jan-22,RM 3,25,797,,,,,,
25-Jan-22,RM 3,12,785,,,,,,
26-Jan-22,RM 3,4,781,,,,,,
27-Jan-22,RM 3,14,767,,,,,,
28-Jan-22,RM 3,13,754,,,,,,
29-Jan-22,RM 3,18,736,,,,,,
30-Jan-22,RM 3,18,718,,,,,,
31-Jan-22,RM 3,8,710,,,,,,
1-Feb-22,RM 3,5,705,,,,,,
2-Feb-22,RM 3,28,677,,,,,,
3-Feb-22,RM 3,18,659,,,,,,
4-Feb-22,RM 3,6,653,,,,,,
5-Feb-22,RM 3,4,649,,,,,,
6-Feb-22,RM 3,11,638,,,,,,
7-Feb-22,RM 3,15,623,,,,,,
8-Feb-22,RM 3,0,623,,,,,,
9-Feb-22,RM 3,13,610,,,,,,
10-Feb-22,RM 3,15,595,,,,,,
11-Feb-22,RM 3,16,579,,,,,,
12-Feb-22,RM 3,16,563,,,,,,
13-Feb-22,RM 3,10,553,,,,,,
14-Feb-22,RM 3,2,551,,,,,,
15-Feb-22,RM 3,21,530,,,,,,
16-Feb-22,RM 3,18,512,,,,,,
17-Feb-22,RM 3,16,496,,,,,,
18-Feb-22,RM 3,6,490,,,,,,
19-Feb-22,RM 3,0,490,,,,,,
20-Feb-22,RM 3,9,481,,,,,,
21-Feb-22,RM 3,20,461,,,,,,
22-Feb-22,RM 3,9,452,,,,,,
23-Feb-22,RM 3,14,438,,,,,,
24-Feb-22,RM 3,17,421,,,,,,
25-Feb-22,RM 3,13,408,,,,,,
26-Feb-22,RM 3,7,401,,,,,,
27-Feb-22,RM 3,23,378,,,,,,
28-Feb-22,RM 3,15,363,,,,,,
1-Mar-22,RM 3,12,351,,,,,,
2-Mar-22,RM 3,23,328,,,,,,
3-Mar-22,RM 3,10,318,,,,,,
4-Mar-22,RM 3,11,307,,,,,,
11-Mar-22,RM 3,17,773,,,,,,
12-Mar-22,RM 3,8,765,,,,,,
13-Mar-22,RM 3,14,751,,,,,,
14-Mar-22,RM 3,16,735,,,,,,
15-Mar-22,RM 3,15,720,,,,,,
16-Mar-22,RM 3,17,703,,,,,,
17-Mar-22,RM 3,18,685,,,,,,
18-Mar-22,RM 3,20,665,,,,,,
19-Mar-22,RM 3,9,656,,,,,,
20-Mar-22,RM 3,11,645,,,,,,
21-Mar-22,RM 3,24,621,,,,,,
22-Mar-22,RM 3,7,614,,,,,,
23-Mar-22,RM 3,13,601,,,,,,
24-Mar-22,RM 3,9,592,,,,,,
25-Mar-22,RM 3,20,572,,,,,,
26-Mar-22,RM 3,6,566,,,,,,
27-Mar-22,RM 3,11,555,,,,,,
28-Mar-22,RM 3,11,544,,,,,,
29-Mar-22,RM 3,16,528,,,,,,
30-Mar-22,RM 3,26,502,,,,,,
31-Mar-22,RM 3,3,499,,,,,,
1-Apr-22,RM 3,13,486,,,,,,
2-Apr-22,RM 3,21,465,,,,,,
3-Apr-22,RM 3,19,446,,,,,,
4-Apr-22,RM 3,0,446,,,,,,
5-Apr-22,RM 3,0,446,,,,,,
6-Apr-22,RM 3,13,433,,,,,,
7-Apr-22,RM 3,7,426,,,,,,
8-Apr-22,RM 3,16,410,,,,,,
9-Apr-22,RM 3,2,408,,,,,,
10-Apr-22,RM 3,7,401,,,,,,
11-Apr-22,RM 3,11,390,,,,,,
12-Apr-22,RM 3,14,376,,,,,,
13-Apr-22,RM 3,9,367,,,,,,
14-Apr-22,RM 3,20,347,,,,,,
15-Apr-22,RM 3,16,331,,,,,,
16-Apr-22,RM 3,6,325,,,,,,
17-Apr-22,RM 3,11,314,,,,,,
30-Apr-22,RM 3,6,649,,,,,,
1-May-22,RM 3,13,636,,,,,,
2-May-22,RM 3,12,624,,,,,,
3-May-22,RM 3,0,624,,,,,,
4-May-22,RM 3,10,614,,,,,,
5-May-22,RM 3,14,600,,,,,,
6-May-22,RM 3,17,583,,,,,,
7-May-22,RM 3,17,566,,,,,,
8-May-22,RM 3,10,556,,,,,,
9-May-22,RM 3,0,556,,,,,,
10-May-22,RM 3,27,529,,,,,,
11-May-22,RM 3,24,505,,,,,,
12-May-22,RM 3,11,494,,,,,,
13-May-22,RM 3,14,480,,,,,,
14-May-22,RM 3,21,459,,,,,,
15-May-22,RM 3,15,444,,,,,,
16-May-22,RM 3,6,438,,,,,,
17-May-22,RM 3,28,410,,,,,,
18-May-22,RM 3,17,393,,,,,,
19-May-22,RM 3,20,373,,,,,,
20-May-22,RM 3,21,352,,,,,,
21-May-22,RM 3,14,338,,,,,,
22-May-22,RM 3,8,330,,,,,,
23-May-22,RM 3,8,322,,,,,,
24-May-22,RM 3,10,312,,,,,,
7-Jun-22,RM 3,13,1078,,,,,,
8-Jun-22,RM 3,17,1061,,,,,,
9-Jun-22,RM 3,6,1055,,,,,,
10-Jun-22,RM 3,18,1037,,,,,,
11-Jun-22,RM 3,16,1021,,,,,,
12-Jun-22,RM 3,24,997,,,,,,
13-Jun-22,RM 3,8,989,,,,,,
14-Jun-22,RM 3,7,982,,,,,,
15-Jun-22,RM 3,18,964,,,,,,
16-Jun-22,RM 3,11,953,,,,,,
17-Jun-22,RM 3,9,944,,,,,,
18-Jun-22,RM 3,7,937,,,,,,
19-Jun-22,RM 3,6,931,,,,,,
20-Jun-22,RM 3,3,928,,,,,,
21-Jun-22,RM 3,23,905,,,,,,
22-Jun-22,RM 3,5,900,,,,,,
23-Jun-22,RM 3,15,885,,,,,,
24-Jun-22,RM 3,7,878,,,,,,
25-Jun-22,RM 3,2,876,,,,,,
26-Jun-22,RM 3,7,869,,,,,,
27-Jun-22,RM 3,11,858,,,,,,
28-Jun-22,RM 3,9,849,,,,,,
29-Jun-22,RM 3,22,827,,,,,,
30-Jun-22,RM 3,28,799,,,,,,
1-Jul-22,RM 3,6,793,,,,,,
2-Jul-22,RM 3,9,784,,,,,,
3-Jul-22,RM 3,8,776,,,,,,
4-Jul-22,RM 3,9,767,,,,,,
5-Jul-22,RM 3,13,754,,,,,,
6-Jul-22,RM 3,8,746,,,,,,
7-Jul-22,RM 3,5,741,,,,,,
8-Jul-22,RM 3,8,733,,,,,,
9-Jul-22,RM 3,7,726,,,,,,
10-Jul-22,RM 3,11,715,,,,,,
11-Jul-22,RM 3,8,707,,,,,,
12-Jul-22,RM 3,10,697,,,,,,
13-Jul-22,RM 3,2,695,,,,,,
14-Jul-22,RM 3,9,686,,,,,,
15-Jul-22,RM 3,24,662,,,,,,
16-Jul-22,RM 3,14,648,,,,,,
17-Jul-22,RM 3,8,640,,,,,,
18-Jul-22,RM 3,10,630,,,,,,
19-Jul-22,RM 3,8,622,,,,,,
20-Jul-22,RM 3,8,614,,,,,,
21-Jul-22,RM 3,21,593,,,,,,
22-Jul-22,RM 3,14,579,,,,,,
23-Jul-22,RM 3,2,577,,,,,,
24-Jul-22,RM 3,8,569,,,,,,
25-Jul-22,RM 3,5,564,,,,,,
26-Jul-22,RM 3,12,552,,,,,,
27-Jul-22,RM 3,7,545,,,,,,
28-Jul-22,RM 3,18,527,,,,,,
29-Jul-22,RM 3,3,524,,,,,,
30-Jul-22,RM 3,14,510,,,,,,
31-Jul-22,RM 3,18,492,,,,,,
1-Aug-22,RM 3,4,488,,,,,,
2-Aug-22,RM 3,17,471,,,,,,
3-Aug-22,RM 3,0,471,,,,,,
4-Aug-22,RM 3,16,455,,,,,,
5-Aug-22,RM 3,16,439,,,,,,
6-Aug-22,RM 3,18,421,,,,,,
7-Aug-22,RM 3,18,403,,,,,,
8-Aug-22,RM 3,15,388,,,,,,
9-Aug-22,RM 3,21,367,,,,,,
10-Aug-22,RM 3,18,349,,,,,,
11-Aug-22,RM 3,10,339,,,,,,
12-Aug-22,RM 3,5,334,,,,,,
13-Aug-22,RM 3,25,309,,,,,,
14-Aug-22,RM 3,6,303,,,,,,
20-Aug-22,RM 3,15,776,,,,,,
21-Aug-22,RM 3,10,766,,,,,,
22-Aug-22,RM 3,16,750,,,,,,
23-Aug-22,RM 3,13,737,,,,,,
24-Aug-22,RM 3,20,717,,,,,,
25-Aug-22,RM 3,7,710,,,,,,
26-Aug-22,RM 3,19,691,,,,,,
27-Aug-22,RM 3,21,670,,,,,,
28-Aug-22,RM 3,11,659,,,,,,
29-Aug-22,RM 3,16,643,,,,,,
30-Aug-22,RM 3,26,617,,,,,,
31-Aug-22,RM 3,3,614,,,,,,
1-Sep-22,RM 3,5,609,,,,,,
2-Sep-22,RM 3,18,591,,,,,,
3-Sep-22,RM 3,7,584,,,,,,
4-Sep-22,RM 3,14,570,,,,,,
5-Sep-22,RM 3,10,560,,,,,,
6-Sep-22,RM 3,11,549,,,,,,
7-Sep-22,RM 3,0,549,,,,,,
8-Sep-22,RM 3,2,547,,,,,,
9-Sep-22,RM 3,11,536,,,,,,
10-Sep-22,RM 3,17,519,,,,,,
11-Sep-22,RM 3,7,512,,,,,,
12-Sep-22,RM 3,12,500,,,,,,
13-Sep-22,RM 3,8,492,,,,,,
14-Sep-22,RM 3,16,476,,,,,,
15-Sep-22,RM 3,9,467,,,,,,
16-Sep-22,RM 3,24,443,,,,,,
17-Sep-22,RM 3,18,425,,,,,,
18-Sep-22,RM 3,15,410,,,,,,
19-Sep-22,RM 3,11,399,,,,,,
20-Sep-22,RM 3,20,379,,,,,,
21-Sep-22,RM 3,14,365,,,,,,
22-Sep-22,RM 3,17,348,,,,,,
23-Sep-22,RM 3,6,342,,,,,,
24-Sep-22,RM 3,3,339,,,,,,
25-Sep-22,RM 3,12,327,,,,,,
26-Sep-22,RM 3,8,319,,,,,,
27-Sep-22,RM 3,3,316,,,,,,
28-Sep-22,RM 3,16,300,,,,,,
9-Oct-22,RM 3,14,694,,,,,,
10-Oct-22,RM 3,12,682,,,,,,
11-Oct-22,RM 3,10,672,,,,,,
12-Oct-22,RM 3,10,662,,,,,,
13-Oct-22,RM 3,3,659,,,,,,
14-Oct-22,RM 3,11,648,,,,,,
15-Oct-22,RM 3,18,630,,,,,,
16-Oct-22,RM 3,14,616,,,,,,
17-Oct-22,RM 3,10,606,,,,,,
18-Oct-22,RM 3,8,598,,,,,,
19-Oct-22,RM 3,8,590,,,,,,
20-Oct-22,RM 3,9,581,,,,,,
21-Oct-22,RM 3,7,574,,,,,,
22-Oct-22,RM 3,7,567,,,,,,
23-Oct-22,RM 3,19,548,,,,,,
24-Oct-22,RM 3,12,536,,,,,,
25-Oct-22,RM 3,15,521,,,,,,
26-Oct-22,RM 3,16,505,,,,,,
27-Oct-22,RM 3,12,493,,,,,,
28-Oct-22,RM 3,5,488,,,,,,
29-Oct-22,RM 3,9,479,,,,,,
30-Oct-22,RM 3,1,478,,,,,,
31-Oct-22,RM 3,20,458,,,,,,
1-Nov-22,RM 3,18,440,,,,,,
2-Nov-22,RM 3,10,430,,,,,,
3-Nov-22,RM 3,17,413,,,,,,
4-Nov-22,RM 3,22,391,,,,,,
5-Nov-22,RM 3,17,374,,,,,,
6-Nov-22,RM 3,19,355,,,,,,
7-Nov-22,RM 3,3,352,,,,,,
8-Nov-22,RM 3,9,343,,,,,,
9-Nov-22,RM 3,9,334,,,,,,
10-Nov-22,RM 3,9,325,,,,,,
11-Nov-22,RM 3,16,309,,,,,,
30-Nov-22,RM 3,15,748,,,,,,
1-Dec-22,RM 3,12,736,,,,,,
2-Dec-22,RM 3,10,726,,,,,,
3-Dec-22,RM 3,7,719,,,,,,
4-Dec-22,RM 3,19,700,,,,,,
5-Dec-22,RM 3,18,682,,,,,,
6-Dec-22,RM 3,26,656,,,,,,
7-Dec-22,RM 3,14,642,,,,,,
8-Dec-22,RM 3,16,626,,,,,,
9-Dec-22,RM 3,0,626,,,,,,
10-Dec-22,RM 3,19,607,,,,,,
11-Dec-22,RM 3,9,598,,,,,,
12-Dec-22,RM 3,3,595,,,,,,
13-Dec-22,RM 3,8,587,,,,,,
14-Dec-22,RM 3,5,582,,,,,,
15-Dec-22,RM 3,13,569,,,,,,
16-Dec-22,RM 3,11,558,,,,,,
17-Dec-22,RM 3,0,558,,,,,,
18-Dec-22,RM 3,8,550,,,,,,
19-Dec-22,RM 3,5,545,,,,,,
20-Dec-22,RM 3,10,535,,,,,,
21-Dec-22,RM 3,7,528,,,,,,
22-Dec-22,RM 3,11,517,,,,,,
23-Dec-22,RM 3,10,507,,,,,,
24-Dec-22,RM 3,4,503,,,,,,
25-Dec-22,RM 3,10,493,,,,,,
26-Dec-22,RM 3,16,477,,,,,,
27-Dec-22,RM 3,16,461,,,,,,
28-Dec-22,RM 3,20,441,,,,,,
29-Dec-22,RM 3,0,441,,,,,,
30-Dec-22,RM 3,1,440,,,,,,
31-Dec-22,RM 3,10,430,,,,,,
1-Jan-23,RM 3,23,407,,,,,,
2-Jan-23,RM 3,12,395,,,,,,
3-Jan-23,RM 3,13,382,,,,,,
4-Jan-23,RM 3,13,369,,,,,,
5-Jan-23,RM 3,20,349,,,,,,
6-Jan-23,RM 3,6,343,,,,,,
7-Jan-23,RM 3,12,331,,,,,,
8-Jan-23,RM 3,11,320,,,,,,
9-Jan-23,RM 3,12,308,,,,,,
23-Jan-23,RM 3,5,666,,,,,,
24-Jan-23,RM 3,9,657,,,,,,
25-Jan-23,RM 3,10,647,,,,,,
26-Jan-23,RM 3,13,634,,,,,,
27-Jan-23,RM 3,19,615,,,,,,
28-Jan-23,RM 3,10,605,,,,,,
29-Jan-23,RM 3,12,593,,,,,,
30-Jan-23,RM 3,5,588,,,,,,
31-Jan-23,RM 3,11,577,,,,,,
1-Feb-23,RM 3,8,569,,,,,,
2-Feb-23,RM 3,21,548,,,,,,
3-Feb-23,RM 3,6,542,,,,,,
4-Feb-23,RM 3,22,520,,,,,,
5-Feb-23,RM 3,12,508,,,,,,
6-Feb-23,RM 3,13,495,,,,,,
7-Feb-23,RM 3,6,489,,,,,,
8-Feb-23,RM 3,14,475,,,,,,
9-Feb-23,RM 3,17,458,,,,,,
10-Feb-23,RM 3,2,456,,,,,,
11-Feb-23,RM 3,6,450,,,,,,
12-Feb-23,RM 3,14,436,,,,,,
13-Feb-23,RM 3,19,417,,,,,,
14-Feb-23,RM 3,18,399,,,,,,
15-Feb-23,RM 3,20,379,,,,,,
16-Feb-23,RM 3,0,379,,,,,,
17-Feb-23,RM 3,15,364,,,,,,
18-Feb-23,RM 3,19,345,,,,,,
19-Feb-23,RM 3,12,333,,,,,,
20-Feb-23,RM 3,23,310,,,,,,
12-Mar-23,RM 3,9,856,,,,,,
13-Mar-23,RM 3,7,849,,,,,,
14-Mar-23,RM 3,20,829,,,,,,
15-Mar-23,RM 3,10,819,,,,,,
16-Mar-23,RM 3,19,800,,,,,,
17-Mar-23,RM 3,11,789,,,,,,
18-Mar-23,RM 3,10,779,,,,,,
19-Mar-23,RM 3,11,768,,,,,,
20-Mar-23,RM 3,13,755,,,,,,
21-Mar-23,RM 3,11,744,,,,,,
22-Mar-23,RM 3,2,742,,,,,,
23-Mar-23,RM 3,5,737,,,,,,
24-Mar-23,RM 3,18,719,,,,,,
25-Mar-23,RM 3,12,707,,,,,,
26-Mar-23,RM 3,20,687,,,,,,
27-Mar-23,RM 3,13,674,,,,,,
28-Mar-23,RM 3,19,655,,,,,,
29-Mar-23,RM 3,0,655,,,,,,
30-Mar-23,RM 3,0,655,,,,,,
31-Mar-23,RM 3,4,651,,,,,,
1-Apr-23,RM 3,16,635,,,,,,
2-Apr-23,RM 3,9,626,,,,,,
3-Apr-23,RM 3,10,616,,,,,,
4-Apr-23,RM 3,14,602,,,,,,
5-Apr-23,RM 3,21,581,,,,,,
6-Apr-23,RM 3,15,566,,,,,,
7-Apr-23,RM 3,4,562,,,,,,
8-Apr-23,RM 3,17,545,,,,,,
9-Apr-23,RM 3,12,533,,,,,,
10-Apr-23,RM 3,3,530,,,,,,
11-Apr-23,RM 3,11,519,,,,,,
12-Apr-23,RM 3,12,507,,,,,,
13-Apr-23,RM 3,16,491,,,,,,
14-Apr-23,RM 3,21,470,,,,,,
15-Apr-23,RM 3,6,464,,,,,,
16-Apr-23,RM 3,0,464,,,,,,
17-Apr-23,RM 3,7,457,,,,,,
18-Apr-23,RM 3,8,449,,,,,,
19-Apr-23,RM 3,1,448,,,,,,
20-Apr-23,RM 3,3,445,,,,,,
21-Apr-23,RM 3,15,430,,,,,,
22-Apr-23,RM 3,22,408,,,,,,
23-Apr-23,RM 3,2,406,,,,,,
24-Apr-23,RM 3,9,397,,,,,,
25-Apr-23,RM 3,27,370,,,,,,
26-Apr-23,RM 3,4,366,,,,,,
27-Apr-23,RM 3,32,334,,,,,,
28-Apr-23,RM 3,14,320,,,,,,
29-Apr-23,RM 3,0,320,,,,,,
30-Apr-23,RM 3,0,320,,,,,,
1-May-23,RM 3,9,311,,,,,,
8-May-23,RM 3,18,782,,,,,,
9-May-23,RM 3,17,765,,,,,,
10-May-23,RM 3,30,735,,,,,,
11-May-23,RM 3,17,718,,,,,,
12-May-23,RM 3,3,715,,,,,,
13-May-23,RM 3,6,709,,,,,,
14-May-23,RM 3,15,694,,,,,,
15-May-23,RM 3,18,676,,,,,,
16-May-23,RM 3,11,665,,,,,,
17-May-23,RM 3,11,654,,,,,,
18-May-23,RM 3,8,646,,,,,,
19-May-23,RM 3,15,631,,,,,,
20-May-23,RM 3,6,625,,,,,,
21-May-23,RM 3,13,612,,,,,,
22-May-23,RM 3,8,604,,,,,,
23-May-23,RM 3,3,601,,,,,,
24-May-23,RM 3,16,585,,,,,,
25-May-23,RM 3,8,577,,,,,,
26-May-23,RM 3,8,569,,,,,,
27-May-23,RM 3,7,562,,,,,,
28-May-23,RM 3,8,554,,,,,,
29-May-23,RM 3,5,549,,,,,,
30-May-23,RM 3,14,535,,,,,,
31-May-23,RM 3,11,524,,,,,,
1-Jun-23,RM 3,14,510,,,,,,
2-Jun-23,RM 3,6,504,,,,,,
3-Jun-23,RM 3,5,499,,,,,,
4-Jun-23,RM 3,5,494,,,,,,
5-Jun-23,RM 3,11,483,,,,,,
6-Jun-23,RM 3,14,469,,,,,,
7-Jun-23,RM 3,22,447,,,,,,
8-Jun-23,RM 3,14,433,,,,,,
9-Jun-23,RM 3,6,427,,,,,,
10-Jun-23,RM 3,12,415,,,,,,
11-Jun-23,RM 3,6,409,,,,,,
12-Jun-23,RM 3,17,392,,,,,,
13-Jun-23,RM 3,23,369,,,,,,
14-Jun-23,RM 3,7,362,,,,,,
15-Jun-23,RM 3,12,350,,,,,,
16-Jun-23,RM 3,10,340,,,,,,
17-Jun-23,RM 3,6,334,,,,,,
18-Jun-23,RM 3,0,334,,,,,,
19-Jun-23,RM 3,15,319,,,,,,
20-Jun-23,RM 3,5,314,,,,,,
21-Jun-23,RM 3,13,301,,,,,,
6-Jul-23,RM 3,0,861,,,,,,
7-Jul-23,RM 3,21,840,,,,,,
8-Jul-23,RM 3,4,836,,,,,,
9-Jul-23,RM 3,14,822,,,,,,
10-Jul-23,RM 3,12,810,,,,,,
11-Jul-23,RM 3,5,805,,,,,,
12-Jul-23,RM 3,11,794,,,,,,
13-Jul-23,RM 3,15,779,,,,,,
14-Jul-23,RM 3,10,769,,,,,,
15-Jul-23,RM 3,8,761,,,,,,
16-Jul-23,RM 3,16,745,,,,,,
17-Jul-23,RM 3,0,745,,,,,,
18-Jul-23,RM 3,10,735,,,,,,
19-Jul-23,RM 3,12,723,,,,,,
20-Jul-23,RM 3,4,719,,,,,,
21-Jul-23,RM 3,25,694,,,,,,
22-Jul-23,RM 3,1,693,,,,,,
23-Jul-23,RM 3,6,687,,,,,,
24-Jul-23,RM 3,10,677,,,,,,
25-Jul-23,RM 3,5,672,,,,,,
26-Jul-23,RM 3,13,659,,,,,,
27-Jul-23,RM 3,7,652,,,,,,
28-Jul-23,RM 3,13,639,,,,,,
29-Jul-23,RM 3,8,631,,,,,,
30-Jul-23,RM 3,11,620,,,,,,
31-Jul-23,RM 3,19,601,,,,,,
1-Aug-23,RM 3,23,578,,,,,,
2-Aug-23,RM 3,11,567,,,,,,
3-Aug-23,RM 3,19,548,,,,,,
4-Aug-23,RM 3,10,538,,,,,,
5-Aug-23,RM 3,10,528,,,,,,
6-Aug-23,RM 3,4,524,,,,,,
7-Aug-23,RM 3,12,512,,,,,,
8-Aug-23,RM 3,4,508,,,,,,
9-Aug-23,RM 3,32,476,,,,,,
10-Aug-23,RM 3,9,467,,,,,,
11-Aug-23,RM 3,13,454,,,,,,
12-Aug-23,RM 3,10,444,,,,,,
13-Aug-23,RM 3,13,431,,,,,,
14-Aug-23,RM 3,5,426,,,,,,
15-Aug-23,RM 3,15,411,,,,,,
16-Aug-23,RM 3,9,402,,,,,,
17-Aug-23,RM 3,20,382,,,,,,
18-Aug-23,RM 3,0,382,,,,,,
19-Aug-23,RM 3,18,364,,,,,,
20-Aug-23,RM 3,8,356,,,,,,
21-Aug-23,RM 3,13,343,,,,,,
22-Aug-23,RM 3,5,338,,,,,,
23-Aug-23,RM 3,19,319,,,,,,
24-Aug-23,RM 3,13,306,,,,,,
25-Aug-23,RM 3,6,300,,,,,,
3-Sep-23,RM 3,7,1088,,,,,,
4-Sep-23,RM 3,7,1081,,,,,,
5-Sep-23,RM 3,17,1064,,,,,,
6-Sep-23,RM 3,18,1046,,,,,,
7-Sep-23,RM 3,22,1024,,,,,,
8-Sep-23,RM 3,7,1017,,,,,,
9-Sep-23,RM 3,7,1010,,,,,,
10-Sep-23,RM 3,10,1000,,,,,,
11-Sep-23,RM 3,9,991,,,,,,
12-Sep-23,RM 3,16,975,,,,,,
13-Sep-23,RM 3,5,970,,,,,,
14-Sep-23,RM 3,11,959,,,,,,
15-Sep-23,RM 3,7,952,,,,,,
16-Sep-23,RM 3,2,950,,,,,,
17-Sep-23,RM 3,19,931,,,,,,
18-Sep-23,RM 3,10,921,,,,,,
19-Sep-23,RM 3,14,907,,,,,,
20-Sep-23,RM 3,17,890,,,,,,
21-Sep-23,RM 3,15,875,,,,,,
22-Sep-23,RM 3,20,855,,,,,,
23-Sep-23,RM 3,17,838,,,,,,
24-Sep-23,RM 3,12,826,,,,,,
25-Sep-23,RM 3,6,820,,,,,,
26-Sep-23,RM 3,14,806,,,,,,
27-Sep-23,RM 3,4,802,,,,,,
28-Sep-23,RM 3,16,786,,,,,,
29-Sep-23,RM 3,1,785,,,,,,
30-Sep-23,RM 3,13,772,,,,,,
1-Oct-23,RM 3,10,762,,,,,,
2-Oct-23,RM 3,8,754,,,,,,
3-Oct-23,RM 3,16,738,,,,,,
4-Oct-23,RM 3,21,717,,,,,,
5-Oct-23,RM 3,7,710,,,,,,
6-Oct-23,RM 3,3,707,,,,,,
7-Oct-23,RM 3,1,706,,,,,,
8-Oct-23,RM 3,18,688,,,,,,
9-Oct-23,RM 3,17,671,,,,,,
10-Oct-23,RM 3,15,656,,,,,,
11-Oct-23,RM 3,18,638,,,,,,
12-Oct-23,RM 3,4,634,,,,,,
13-Oct-23,RM 3,1,633,,,,,,
14-Oct-23,RM 3,0,633,,,,,,
15-Oct-23,RM 3,15,618,,,,,,
16-Oct-23,RM 3,5,613,,,,,,
17-Oct-23,RM 3,5,608,,,,,,
18-Oct-23,RM 3,18,590,,,,,,
19-Oct-23,RM 3,3,587,,,,,,
20-Oct-23,RM 3,24,563,,,,,,
21-Oct-23,RM 3,17,546,,,,,,
22-Oct-23,RM 3,8,538,,,,,,
23-Oct-23,RM 3,5,533,,,,,,
24-Oct-23,RM 3,21,512,,,,,,
25-Oct-23,RM 3,13,499,,,,,,
26-Oct-23,RM 3,26,473,,,,,,
27-Oct-23,RM 3,12,461,,,,,,
28-Oct-23,RM 3,0,461,,,,,,
29-Oct-23,RM 3,12,449,,,,,,
30-Oct-23,RM 3,23,426,,,,,,
31-Oct-23,RM 3,8,418,,,,,,
1-Nov-23,RM 3,11,407,,,,,,
2-Nov-23,RM 3,20,387,,,,,,
3-Nov-23,RM 3,11,376,,,,,,
4-Nov-23,RM 3,10,366,,,,,,
5-Nov-23,RM 3,11,355,,,,,,
6-Nov-23,RM 3,15,340,,,,,,
7-Nov-23,RM 3,9,331,,,,,,
8-Nov-23,RM 3,24,307,,,,,,
9-Nov-23,RM 3,3,304,,,,,,
25-Nov-23,RM 3,12,702,,,,,,
26-Nov-23,RM 3,19,683,,,,,,
27-Nov-23,RM 3,3,680,,,,,,
28-Nov-23,RM 3,18,662,,,,,,
29-Nov-23,RM 3,0,662,,,,,,
30-Nov-23,RM 3,4,658,,,,,,
1-Dec-23,RM 3,14,644,,,,,,
2-Dec-23,RM 3,13,631,,,,,,
3-Dec-23,RM 3,1,630,,,,,,
4-Dec-23,RM 3,9,621,,,,,,
5-Dec-23,RM 3,10,611,,,,,,
6-Dec-23,RM 3,13,598,,,,,,
7-Dec-23,RM 3,8,590,,,,,,
8-Dec-23,RM 3,19,571,,,,,,
9-Dec-23,RM 3,17,554,,,,,,
10-Dec-23,RM 3,6,548,,,,,,
11-Dec-23,RM 3,11,537,,,,,,
12-Dec-23,RM 3,5,532,,,,,,
13-Dec-23,RM 3,3,529,,,,,,
14-Dec-23,RM 3,10,519,,,,,,
15-Dec-23,RM 3,18,501,,,,,,
16-Dec-23,RM 3,5,496,,,,,,
17-Dec-23,RM 3,12,484,,,,,,
18-Dec-23,RM 3,8,476,,,,,,
19-Dec-23,RM 3,15,461,,,,,,
20-Dec-23,RM 3,27,434,,,,,,
21-Dec-23,RM 3,3,431,,,,,,
22-Dec-23,RM 3,8,423,,,,,,
23-Dec-23,RM 3,12,411,,,,,,
24-Dec-23,RM 3,0,411,,,,,,
25-Dec-23,RM 3,20,391,,,,,,
26-Dec-23,RM 3,16,375,,,,,,
27-Dec-23,RM 3,18,357,,,,,,
28-Dec-23,RM 3,29,328,,,,,,
29-Dec-23,RM 3,18,310,,,,,,
10-Jan-24,RM 3,17,1122,,,,,,
11-Jan-24,RM 3,7,1115,,,,,,
12-Jan-24,RM 3,16,1099,,,,,,
13-Jan-24,RM 3,12,1087,,,,,,
14-Jan-24,RM 3,8,1079,,,,,,
15-Jan-24,RM 3,12,1067,,,,,,
16-Jan-24,RM 3,15,1052,,,,,,
17-Jan-24,RM 3,15,1037,,,,,,
18-Jan-24,RM 3,12,1025,,,,,,
19-Jan-24,RM 3,15,1010,,,,,,
20-Jan-24,RM 3,4,1006,,,,,,
21-Jan-24,RM 3,19,987,,,,,,
22-Jan-24,RM 3,10,977,,,,,,
23-Jan-24,RM 3,20,957,,,,,,
24-Jan-24,RM 3,13,944,,,,,,
25-Jan-24,RM 3,20,924,,,,,,
26-Jan-24,RM 3,3,921,,,,,,
27-Jan-24,RM 3,13,908,,,,,,
28-Jan-24,RM 3,15,893,,,,,,
29-Jan-24,RM 3,16,877,,,,,,
30-Jan-24,RM 3,7,870,,,,,,
31-Jan-24,RM 3,15,855,,,,,,
1-Feb-24,RM 3,10,845,,,,,,
2-Feb-24,RM 3,11,834,,,,,,
3-Feb-24,RM 3,11,823,,,,,,
4-Feb-24,RM 3,11,812,,,,,,
5-Feb-24,RM 3,4,808,,,,,,
6-Feb-24,RM 3,7,801,,,,,,
7-Feb-24,RM 3,29,772,,,,,,
