Customer,Product,Month,Year,Date,Sales,Financial Year
Customer 8,Product 2,July,2022,01-07-2022,9904965,2022-2023
Customer 8,Product 2,August,2022,01-08-2022,9677420,2022-2023
Customer 8,Product 2,September,2022,01-09-2022,4122001,2022-2023
Customer 8,Product 2,October,2022,01-10-2022,8823910,2022-2023
Customer 8,Product 2,November,2022,01-11-2022,4506977,2022-2023
Customer 8,Product 2,December,2022,01-12-2022,3173721,2022-2023
Customer 8,Product 2,January,2023,01-01-2023,9001914,2022-2023
Customer 8,Product 2,February,2023,01-02-2023,2150596,2022-2023
Customer 8,Product 2,March,2023,01-03-2023,6411607,2022-2023
Customer 8,Product 2,April,2023,01-04-2023,7444414,2023-2024
Customer 8,Product 2,May,2023,01-05-2023,4336221,2023-2024
Customer 8,Product 2,June,2023,01-06-2023,601067,2023-2024
Customer 8,Product 2,July,2023,01-07-2023,6398436,2023-2024
Customer 8,Product 2,August,2023,01-08-2023,7409187,2023-2024
Customer 8,Product 2,September,2023,01-09-2023,8451897,2023-2024
Customer 8,Product 2,October,2023,01-10-2023,6295446,2023-2024
Customer 8,Product 2,November,2023,01-11-2023,,2023-2024
Customer 8,Product 2,December,2023,01-12-2023,,2023-2024
Customer 8,Product 2,January,2024,01-01-2024,,2023-2024
Customer 8,Product 2,February,2024,01-02-2024,,2023-2024
Customer 8,Product 2,March,2024,01-03-2024,,2023-2024
Customer 8,Product 2,April,2024,01-04-2024,,2024-2025
Customer 8,Product 2,May,2024,01-05-2024,,2024-2025
Customer 8,Product 2,June,2024,01-06-2024,,2024-2025
Customer 8,Product 2,July,2024,01-07-2024,,2024-2025
Customer 8,Product 2,August,2024,01-08-2024,,2024-2025
Customer 8,Product 2,September,2024,01-09-2024,,2024-2025
Customer 8,Product 2,October,2024,01-10-2024,,2024-2025
Customer 8,Product 2,November,2024,01-11-2024,,2024-2025
Customer 8,Product 2,December,2024,01-12-2024,,2024-2025
Customer 8,Product 2,January,2025,01-01-2025,,2024-2025
Customer 8,Product 2,February,2025,01-02-2025,,2024-2025
Customer 8,Product 2,March,2025,01-03-2025,,2024-2025
Customer 8,Product 3,April,2021,01-04-2021,,2021-2022
Customer 8,Product 3,May,2021,01-05-2021,,2021-2022
Customer 8,Product 3,June,2021,01-06-2021,,2021-2022
Customer 8,Product 3,July,2021,01-07-2021,,2021-2022
Customer 8,Product 3,August,2021,01-08-2021,,2021-2022
Customer 8,Product 3,September,2021,01-09-2021,,2021-2022
Customer 8,Product 3,October,2021,01-10-2021,,2021-2022
Customer 8,Product 3,November,2021,01-11-2021,,2021-2022
Customer 8,Product 3,December,2021,01-12-2021,,2021-2022
Customer 8,Product 3,January,2022,01-01-2022,7752900,2021-2022
Customer 8,Product 3,February,2022,01-02-2022,8695193,2021-2022
Customer 8,Product 3,March,2022,01-03-2022,2155877,2021-2022
Customer 8,Product 3,April,2022,01-04-2022,6288159,2022-2023
Customer 8,Product 3,May,2022,01-05-2022,2427528,2022-2023
Customer 8,Product 3,June,2022,01-06-2022,9731785,2022-2023
Customer 8,Product 3,July,2022,01-07-2022,5448624,2022-2023
Customer 8,Product 3,August,2022,01-08-2022,1727980,2022-2023
Customer 8,Product 3,September,2022,01-09-2022,8727410,2022-2023
Customer 8,Product 3,October,2022,01-10-2022,6502977,2022-2023
Customer 8,Product 3,November,2022,01-11-2022,6010648,2022-2023
Customer 8,Product 3,December,2022,01-12-2022,1848763,2022-2023
Customer 8,Product 3,January,2023,01-01-2023,262346,2022-2023
Customer 8,Product 3,February,2023,01-02-2023,8693980,2022-2023
Customer 8,Product 3,March,2023,01-03-2023,6739802,2022-2023
Customer 8,Product 3,April,2023,01-04-2023,5929062,2023-2024
Customer 8,Product 3,May,2023,01-05-2023,7304913,2023-2024
Customer 8,Product 3,June,2023,01-06-2023,2326019,2023-2024
Customer 8,Product 3,July,2023,01-07-2023,4258696,2023-2024
Customer 8,Product 3,August,2023,01-08-2023,4356708,2023-2024
Customer 8,Product 3,September,2023,01-09-2023,5507956,2023-2024
Customer 8,Product 3,October,2023,01-10-2023,5939174,2023-2024
Customer 8,Product 3,November,2023,01-11-2023,,2023-2024
Customer 8,Product 3,December,2023,01-12-2023,,2023-2024
Customer 8,Product 3,January,2024,01-01-2024,,2023-2024
Customer 8,Product 3,February,2024,01-02-2024,,2023-2024
Customer 8,Product 3,March,2024,01-03-2024,,2023-2024
Customer 8,Product 3,April,2024,01-04-2024,,2024-2025
Customer 8,Product 3,May,2024,01-05-2024,,2024-2025
Customer 8,Product 3,June,2024,01-06-2024,,2024-2025
Customer 8,Product 3,July,2024,01-07-2024,,2024-2025
Customer 8,Product 3,August,2024,01-08-2024,,2024-2025
Customer 8,Product 3,September,2024,01-09-2024,,2024-2025
Customer 8,Product 3,October,2024,01-10-2024,,2024-2025
Customer 8,Product 3,November,2024,01-11-2024,,2024-2025
Customer 8,Product 3,December,2024,01-12-2024,,2024-2025
Customer 8,Product 3,January,2025,01-01-2025,,2024-2025
Customer 8,Product 3,February,2025,01-02-2025,,2024-2025
Customer 8,Product 3,March,2025,01-03-2025,,2024-2025
Customer 8,Product 4,April,2021,01-04-2021,3952569,2021-2022
Customer 8,Product 4,May,2021,01-05-2021,9114566,2021-2022
Customer 8,Product 4,June,2021,01-06-2021,1741169,2021-2022
Customer 8,Product 4,July,2021,01-07-2021,9871904,2021-2022
Customer 8,Product 4,August,2021,01-08-2021,7132287,2021-2022
Customer 8,Product 4,September,2021,01-09-2021,8354905,2021-2022
Customer 8,Product 4,October,2021,01-10-2021,390455,2021-2022
Customer 8,Product 4,November,2021,01-11-2021,1101809,2021-2022
Customer 8,Product 4,December,2021,01-12-2021,1173668,2021-2022
Customer 8,Product 4,January,2022,01-01-2022,9210660,2021-2022
Customer 8,Product 4,February,2022,01-02-2022,3693980,2021-2022
Customer 8,Product 4,March,2022,01-03-2022,8001710,2021-2022
Customer 8,Product 4,April,2022,01-04-2022,5099685,2022-2023
Customer 8,Product 4,May,2022,01-05-2022,1606057,2022-2023
Customer 8,Product 4,June,2022,01-06-2022,2900772,2022-2023
Customer 8,Product 4,July,2022,01-07-2022,8597479,2022-2023
Customer 8,Product 4,August,2022,01-08-2022,9691432,2022-2023
Customer 8,Product 4,September,2022,01-09-2022,112214,2022-2023
Customer 8,Product 4,October,2022,01-10-2022,1618809,2022-2023
Customer 8,Product 4,November,2022,01-11-2022,3315703,2022-2023
Customer 8,Product 4,December,2022,01-12-2022,4337278,2022-2023
Customer 8,Product 4,January,2023,01-01-2023,4029902,2022-2023
Customer 8,Product 4,February,2023,01-02-2023,1411945,2022-2023
Customer 8,Product 4,March,2023,01-03-2023,1329648,2022-2023
Customer 8,Product 4,April,2023,01-04-2023,6762479,2023-2024
Customer 8,Product 4,May,2023,01-05-2023,6778223,2023-2024
Customer 8,Product 4,June,2023,01-06-2023,1396643,2023-2024
Customer 8,Product 4,July,2023,01-07-2023,,2023-2024
Customer 8,Product 4,August,2023,01-08-2023,,2023-2024
Customer 8,Product 4,September,2023,01-09-2023,,2023-2024
Customer 8,Product 4,October,2023,01-10-2023,,2023-2024
Customer 8,Product 4,November,2023,01-11-2023,,2023-2024
Customer 8,Product 4,December,2023,01-12-2023,,2023-2024
Customer 8,Product 4,January,2024,01-01-2024,,2023-2024
Customer 8,Product 4,February,2024,01-02-2024,,2023-2024
Customer 8,Product 4,March,2024,01-03-2024,,2023-2024
Customer 8,Product 4,April,2024,01-04-2024,,2024-2025
Customer 8,Product 4,May,2024,01-05-2024,,2024-2025
Customer 8,Product 4,June,2024,01-06-2024,,2024-2025
Customer 8,Product 4,July,2024,01-07-2024,,2024-2025
Customer 8,Product 4,August,2024,01-08-2024,,2024-2025
Customer 8,Product 4,September,2024,01-09-2024,,2024-2025
Customer 8,Product 4,October,2024,01-10-2024,,2024-2025
Customer 8,Product 4,November,2024,01-11-2024,,2024-2025
Customer 8,Product 4,December,2024,01-12-2024,,2024-2025
Customer 8,Product 4,January,2025,01-01-2025,,2024-2025
Customer 8,Product 4,February,2025,01-02-2025,,2024-2025
Customer 8,Product 4,March,2025,01-03-2025,,2024-2025
Customer 8,Product 5,April,2021,01-04-2021,4862372,2021-2022
Customer 8,Product 5,May,2021,01-05-2021,1502331,2021-2022
Customer 8,Product 5,June,2021,01-06-2021,3409314,2021-2022
Customer 8,Product 5,July,2021,01-07-2021,8925235,2021-2022
Customer 8,Product 5,August,2021,01-08-2021,129723,2021-2022
Customer 8,Product 5,September,2021,01-09-2021,8276891,2021-2022
Customer 8,Product 5,October,2021,01-10-2021,5169761,2021-2022
Customer 8,Product 5,November,2021,01-11-2021,3019494,2021-2022
Customer 8,Product 5,December,2021,01-12-2021,3484224,2021-2022
Customer 8,Product 5,January,2022,01-01-2022,6972847,2021-2022
Customer 8,Product 5,February,2022,01-02-2022,2901423,2021-2022
Customer 8,Product 5,March,2022,01-03-2022,4886712,2021-2022
Customer 8,Product 5,April,2022,01-04-2022,9547617,2022-2023
Customer 8,Product 5,May,2022,01-05-2022,1739011,2022-2023
Customer 8,Product 5,June,2022,01-06-2022,5540827,2022-2023
Customer 8,Product 5,July,2022,01-07-2022,3940306,2022-2023
Customer 8,Product 5,August,2022,01-08-2022,5480604,2022-2023
Customer 8,Product 5,September,2022,01-09-2022,4631919,2022-2023
Customer 8,Product 5,October,2022,01-10-2022,1119419,2022-2023
Customer 8,Product 5,November,2022,01-11-2022,5003854,2022-2023
Customer 8,Product 5,December,2022,01-12-2022,3031015,2022-2023
Customer 8,Product 5,January,2023,01-01-2023,2861656,2022-2023
Customer 8,Product 5,February,2023,01-02-2023,5260989,2022-2023
Customer 8,Product 5,March,2023,01-03-2023,3061260,2022-2023
Customer 8,Product 5,April,2023,01-04-2023,6135083,2023-2024
Customer 8,Product 5,May,2023,01-05-2023,8984365,2023-2024
Customer 8,Product 5,June,2023,01-06-2023,3476542,2023-2024
Customer 8,Product 5,July,2023,01-07-2023,820542,2023-2024
Customer 8,Product 5,August,2023,01-08-2023,925857,2023-2024
Customer 8,Product 5,September,2023,01-09-2023,1119572,2023-2024
Customer 8,Product 5,October,2023,01-10-2023,1199290,2023-2024
Customer 8,Product 5,November,2023,01-11-2023,9986982,2023-2024
Customer 8,Product 5,December,2023,01-12-2023,7409793,2023-2024
Customer 8,Product 5,January,2024,01-01-2024,,2023-2024
Customer 8,Product 5,February,2024,01-02-2024,,2023-2024
Customer 8,Product 5,March,2024,01-03-2024,,2023-2024
Customer 8,Product 5,April,2024,01-04-2024,,2024-2025
Customer 8,Product 5,May,2024,01-05-2024,,2024-2025
Customer 8,Product 5,June,2024,01-06-2024,,2024-2025
Customer 8,Product 5,July,2024,01-07-2024,,2024-2025
Customer 8,Product 5,August,2024,01-08-2024,,2024-2025
Customer 8,Product 5,September,2024,01-09-2024,,2024-2025
Customer 8,Product 5,October,2024,01-10-2024,,2024-2025
Customer 8,Product 5,November,2024,01-11-2024,,2024-2025
Customer 8,Product 5,December,2024,01-12-2024,,2024-2025
Customer 8,Product 5,January,2025,01-01-2025,,2024-2025
Customer 8,Product 5,February,2025,01-02-2025,,2024-2025
Customer 8,Product 5,March,2025,01-03-2025,,2024-2025
Customer 8,Product 6,April,2021,01-04-2021,,2021-2022
Customer 8,Product 6,May,2021,01-05-2021,,2021-2022
Customer 8,Product 6,June,2021,01-06-2021,,2021-2022
Customer 8,Product 6,July,2021,01-07-2021,,2021-2022
Customer 8,Product 6,August,2021,01-08-2021,,2021-2022
Customer 8,Product 6,September,2021,01-09-2021,,2021-2022
Customer 8,Product 6,October,2021,01-10-2021,,2021-2022
Customer 8,Product 6,November,2021,01-11-2021,,2021-2022
Customer 8,Product 6,December,2021,01-12-2021,,2021-2022
Customer 8,Product 6,January,2022,01-01-2022,3431887,2021-2022
Customer 8,Product 6,February,2022,01-02-2022,6591654,2021-2022
Customer 8,Product 6,March,2022,01-03-2022,3915427,2021-2022
Customer 8,Product 6,April,2022,01-04-2022,6847975,2022-2023
Customer 8,Product 6,May,2022,01-05-2022,3472183,2022-2023
Customer 8,Product 6,June,2022,01-06-2022,2680876,2022-2023
Customer 8,Product 6,July,2022,01-07-2022,5010771,2022-2023
Customer 8,Product 6,August,2022,01-08-2022,6959615,2022-2023
Customer 8,Product 6,September,2022,01-09-2022,3548532,2022-2023
Customer 8,Product 6,October,2022,01-10-2022,9372817,2022-2023
Customer 8,Product 6,November,2022,01-11-2022,487945,2022-2023
Customer 8,Product 6,December,2022,01-12-2022,4237666,2022-2023
Customer 8,Product 6,January,2023,01-01-2023,9679047,2022-2023
Customer 8,Product 6,February,2023,01-02-2023,5524922,2022-2023
Customer 8,Product 6,March,2023,01-03-2023,4292362,2022-2023
Customer 8,Product 6,April,2023,01-04-2023,5728351,2023-2024
Customer 8,Product 6,May,2023,01-05-2023,5801653,2023-2024
Customer 8,Product 6,June,2023,01-06-2023,7343313,2023-2024
Customer 8,Product 6,July,2023,01-07-2023,1364128,2023-2024
Customer 8,Product 6,August,2023,01-08-2023,2575163,2023-2024
Customer 8,Product 6,September,2023,01-09-2023,5847386,2023-2024
Customer 8,Product 6,October,2023,01-10-2023,8684454,2023-2024
Customer 8,Product 6,November,2023,01-11-2023,5662480,2023-2024
Customer 8,Product 6,December,2023,01-12-2023,2462109,2023-2024
Customer 8,Product 6,January,2024,01-01-2024,6830463,2023-2024
Customer 8,Product 6,February,2024,01-02-2024,7425097,2023-2024
Customer 8,Product 6,March,2024,01-03-2024,2458538,2023-2024
Customer 8,Product 6,April,2024,01-04-2024,3839516,2024-2025
Customer 8,Product 6,May,2024,01-05-2024,5389842,2024-2025
Customer 8,Product 6,June,2024,01-06-2024,5015956,2024-2025
Customer 8,Product 6,July,2024,01-07-2024,3957219,2024-2025
Customer 8,Product 6,August,2024,01-08-2024,3046588,2024-2025
Customer 8,Product 6,September,2024,01-09-2024,1089850,2024-2025
Customer 8,Product 6,October,2024,01-10-2024,629504,2024-2025
Customer 8,Product 6,November,2024,01-11-2024,9589561,2024-2025
Customer 8,Product 6,December,2024,01-12-2024,8486717,2024-2025
Customer 8,Product 6,January,2025,01-01-2025,3613561,2024-2025
Customer 8,Product 6,February,2025,01-02-2025,9572329,2024-2025
Customer 8,Product 6,March,2025,01-03-2025,6800022,2024-2025
Customer 8,Product 7,April,2021,01-04-2021,8767880,2021-2022
Customer 8,Product 7,May,2021,01-05-2021,8805896,2021-2022
Customer 8,Product 7,June,2021,01-06-2021,1296467,2021-2022
Customer 8,Product 7,July,2021,01-07-2021,5867700,2021-2022
Customer 8,Product 7,August,2021,01-08-2021,9452224,2021-2022
Customer 8,Product 7,September,2021,01-09-2021,6991073,2021-2022
Customer 8,Product 7,October,2021,01-10-2021,4410858,2021-2022
Customer 8,Product 7,November,2021,01-11-2021,3862367,2021-2022
Customer 8,Product 7,December,2021,01-12-2021,1402242,2021-2022
Customer 8,Product 7,January,2022,01-01-2022,2579817,2021-2022
Customer 8,Product 7,February,2022,01-02-2022,5143491,2021-2022
Customer 8,Product 7,March,2022,01-03-2022,6758506,2021-2022
Customer 8,Product 7,April,2022,01-04-2022,8391581,2022-2023
Customer 8,Product 7,May,2022,01-05-2022,4405777,2022-2023
Customer 8,Product 7,June,2022,01-06-2022,9601982,2022-2023
Customer 8,Product 7,July,2022,01-07-2022,3098834,2022-2023
Customer 8,Product 7,August,2022,01-08-2022,731478,2022-2023
Customer 8,Product 7,September,2022,01-09-2022,1276511,2022-2023
Customer 8,Product 7,October,2022,01-10-2022,7207322,2022-2023
Customer 8,Product 7,November,2022,01-11-2022,3269926,2022-2023
Customer 8,Product 7,December,2022,01-12-2022,2555448,2022-2023
Customer 8,Product 7,January,2023,01-01-2023,4976145,2022-2023
Customer 8,Product 7,February,2023,01-02-2023,3282123,2022-2023
Customer 8,Product 7,March,2023,01-03-2023,528527,2022-2023
Customer 8,Product 7,April,2023,01-04-2023,4886145,2023-2024
Customer 8,Product 7,May,2023,01-05-2023,2746645,2023-2024
Customer 8,Product 7,June,2023,01-06-2023,4105883,2023-2024
Customer 8,Product 7,July,2023,01-07-2023,5250626,2023-2024
Customer 8,Product 7,August,2023,01-08-2023,4236051,2023-2024
Customer 8,Product 7,September,2023,01-09-2023,8518141,2023-2024
Customer 8,Product 7,October,2023,01-10-2023,9234339,2023-2024
Customer 8,Product 7,November,2023,01-11-2023,4931223,2023-2024
Customer 8,Product 7,December,2023,01-12-2023,8385765,2023-2024
Customer 8,Product 7,January,2024,01-01-2024,,2023-2024
Customer 8,Product 7,February,2024,01-02-2024,,2023-2024
Customer 8,Product 7,March,2024,01-03-2024,,2023-2024
Customer 8,Product 7,April,2024,01-04-2024,,2024-2025
Customer 8,Product 7,May,2024,01-05-2024,,2024-2025
Customer 8,Product 7,June,2024,01-06-2024,,2024-2025
Customer 8,Product 7,July,2024,01-07-2024,,2024-2025
Customer 8,Product 7,August,2024,01-08-2024,,2024-2025
Customer 8,Product 7,September,2024,01-09-2024,,2024-2025
Customer 8,Product 7,October,2024,01-10-2024,,2024-2025
Customer 8,Product 7,November,2024,01-11-2024,,2024-2025
Customer 8,Product 7,December,2024,01-12-2024,,2024-2025
Customer 8,Product 7,January,2025,01-01-2025,,2024-2025
Customer 8,Product 7,February,2025,01-02-2025,,2024-2025
Customer 8,Product 7,March,2025,01-03-2025,,2024-2025
Customer 8,Product 8,April,2021,01-04-2021,,2021-2022
Customer 8,Product 8,May,2021,01-05-2021,,2021-2022
Customer 8,Product 8,June,2021,01-06-2021,,2021-2022
Customer 8,Product 8,July,2021,01-07-2021,,2021-2022
Customer 8,Product 8,August,2021,01-08-2021,,2021-2022
Customer 8,Product 8,September,2021,01-09-2021,,2021-2022
Customer 8,Product 8,October,2021,01-10-2021,,2021-2022
Customer 8,Product 8,November,2021,01-11-2021,,2021-2022
Customer 8,Product 8,December,2021,01-12-2021,,2021-2022
Customer 8,Product 8,January,2022,01-01-2022,555426,2021-2022
Customer 8,Product 8,February,2022,01-02-2022,503215,2021-2022
Customer 8,Product 8,March,2022,01-03-2022,8569060,2021-2022
Customer 8,Product 8,April,2022,01-04-2022,7066213,2022-2023
Customer 8,Product 8,May,2022,01-05-2022,4794321,2022-2023
Customer 8,Product 8,June,2022,01-06-2022,1068558,2022-2023
Customer 8,Product 8,July,2022,01-07-2022,4966997,2022-2023
Customer 8,Product 8,August,2022,01-08-2022,4787371,2022-2023
Customer 8,Product 8,September,2022,01-09-2022,1814699,2022-2023
Customer 8,Product 8,October,2022,01-10-2022,4395131,2022-2023
Customer 8,Product 8,November,2022,01-11-2022,4045197,2022-2023
Customer 8,Product 8,December,2022,01-12-2022,6196916,2022-2023
Customer 8,Product 8,January,2023,01-01-2023,6387427,2022-2023
Customer 8,Product 8,February,2023,01-02-2023,548510,2022-2023
Customer 8,Product 8,March,2023,01-03-2023,3808665,2022-2023
Customer 8,Product 8,April,2023,01-04-2023,6296013,2023-2024
Customer 8,Product 8,May,2023,01-05-2023,5081049,2023-2024
Customer 8,Product 8,June,2023,01-06-2023,8579249,2023-2024
Customer 8,Product 8,July,2023,01-07-2023,6621067,2023-2024
Customer 8,Product 8,August,2023,01-08-2023,1713051,2023-2024
Customer 8,Product 8,September,2023,01-09-2023,798631,2023-2024
Customer 8,Product 8,October,2023,01-10-2023,6459951,2023-2024
Customer 8,Product 8,November,2023,01-11-2023,362462,2023-2024
Customer 8,Product 8,December,2023,01-12-2023,5899178,2023-2024
Customer 8,Product 8,January,2024,01-01-2024,9408279,2023-2024
Customer 8,Product 8,February,2024,01-02-2024,5797194,2023-2024
Customer 8,Product 8,March,2024,01-03-2024,3942882,2023-2024
Customer 8,Product 8,April,2024,01-04-2024,6468553,2024-2025
Customer 8,Product 8,May,2024,01-05-2024,4636704,2024-2025
Customer 8,Product 8,June,2024,01-06-2024,5501606,2024-2025
Customer 8,Product 8,July,2024,01-07-2024,9420502,2024-2025
Customer 8,Product 8,August,2024,01-08-2024,3922416,2024-2025
Customer 8,Product 8,September,2024,01-09-2024,9615787,2024-2025
Customer 8,Product 8,October,2024,01-10-2024,9062971,2024-2025
Customer 8,Product 8,November,2024,01-11-2024,2038332,2024-2025
Customer 8,Product 8,December,2024,01-12-2024,786677,2024-2025
Customer 8,Product 8,January,2025,01-01-2025,1097702,2024-2025
Customer 8,Product 8,February,2025,01-02-2025,280396,2024-2025
Customer 8,Product 8,March,2025,01-03-2025,1034985,2024-2025
Customer 8,Product 9,April,2021,01-04-2021,3593728,2021-2022
Customer 8,Product 9,May,2021,01-05-2021,9539858,2021-2022
Customer 8,Product 9,June,2021,01-06-2021,9531067,2021-2022
Customer 8,Product 9,July,2021,01-07-2021,1951666,2021-2022
Customer 8,Product 9,August,2021,01-08-2021,1746737,2021-2022
Customer 8,Product 9,September,2021,01-09-2021,2694943,2021-2022
Customer 8,Product 9,October,2021,01-10-2021,1904632,2021-2022
Customer 8,Product 9,November,2021,01-11-2021,1861223,2021-2022
Customer 8,Product 9,December,2021,01-12-2021,6128392,2021-2022
Customer 8,Product 9,January,2022,01-01-2022,3483338,2021-2022
Customer 8,Product 9,February,2022,01-02-2022,9447155,2021-2022
Customer 8,Product 9,March,2022,01-03-2022,1205364,2021-2022
Customer 8,Product 9,April,2022,01-04-2022,7850401,2022-2023
Customer 8,Product 9,May,2022,01-05-2022,3428879,2022-2023
Customer 8,Product 9,June,2022,01-06-2022,7612508,2022-2023
Customer 8,Product 9,July,2022,01-07-2022,5960938,2022-2023
Customer 8,Product 9,August,2022,01-08-2022,1134303,2022-2023
Customer 8,Product 9,September,2022,01-09-2022,7265516,2022-2023
Customer 8,Product 9,October,2022,01-10-2022,7075788,2022-2023
Customer 8,Product 9,November,2022,01-11-2022,1698200,2022-2023
Customer 8,Product 9,December,2022,01-12-2022,2321861,2022-2023
Customer 8,Product 9,January,2023,01-01-2023,576602,2022-2023
Customer 8,Product 9,February,2023,01-02-2023,3028099,2022-2023
Customer 8,Product 9,March,2023,01-03-2023,4487712,2022-2023
Customer 8,Product 9,April,2023,01-04-2023,4829858,2023-2024
Customer 8,Product 9,May,2023,01-05-2023,2068029,2023-2024
Customer 8,Product 9,June,2023,01-06-2023,8782514,2023-2024
Customer 8,Product 9,July,2023,01-07-2023,2078325,2023-2024
Customer 8,Product 9,August,2023,01-08-2023,5986427,2023-2024
Customer 8,Product 9,September,2023,01-09-2023,,2023-2024
Customer 8,Product 9,October,2023,01-10-2023,,2023-2024
Customer 8,Product 9,November,2023,01-11-2023,,2023-2024
Customer 8,Product 9,December,2023,01-12-2023,,2023-2024
Customer 8,Product 9,January,2024,01-01-2024,,2023-2024
Customer 8,Product 9,February,2024,01-02-2024,,2023-2024
Customer 8,Product 9,March,2024,01-03-2024,,2023-2024
Customer 8,Product 9,April,2024,01-04-2024,,2024-2025
Customer 8,Product 9,May,2024,01-05-2024,,2024-2025
Customer 8,Product 9,June,2024,01-06-2024,,2024-2025
Customer 8,Product 9,July,2024,01-07-2024,,2024-2025
Customer 8,Product 9,August,2024,01-08-2024,,2024-2025
Customer 8,Product 9,September,2024,01-09-2024,,2024-2025
Customer 8,Product 9,October,2024,01-10-2024,,2024-2025
Customer 8,Product 9,November,2024,01-11-2024,,2024-2025
Customer 8,Product 9,December,2024,01-12-2024,,2024-2025
Customer 8,Product 9,January,2025,01-01-2025,,2024-2025
Customer 8,Product 9,February,2025,01-02-2025,,2024-2025
Customer 8,Product 9,March,2025,01-03-2025,,2024-2025
Customer 9,Product 1,April,2021,01-04-2021,,2021-2022
Customer 9,Product 1,May,2021,01-05-2021,,2021-2022
Customer 9,Product 1,June,2021,01-06-2021,,2021-2022
Customer 9,Product 1,July,2021,01-07-2021,,2021-2022
Customer 9,Product 1,August,2021,01-08-2021,,2021-2022
Customer 9,Product 1,September,2021,01-09-2021,,2021-2022
Customer 9,Product 1,October,2021,01-10-2021,,2021-2022
Customer 9,Product 1,November,2021,01-11-2021,,2021-2022
Customer 9,Product 1,December,2021,01-12-2021,,2021-2022
Customer 9,Product 1,January,2022,01-01-2022,7709312,2021-2022
Customer 9,Product 1,February,2022,01-02-2022,2343894,2021-2022
Customer 9,Product 1,March,2022,01-03-2022,1736547,2021-2022
Customer 9,Product 1,April,2022,01-04-2022,2290013,2022-2023
Customer 9,Product 1,May,2022,01-05-2022,8276794,2022-2023
Customer 9,Product 1,June,2022,01-06-2022,6215526,2022-2023
Customer 9,Product 1,July,2022,01-07-2022,1201873,2022-2023
Customer 9,Product 1,August,2022,01-08-2022,9244611,2022-2023
Customer 9,Product 1,September,2022,01-09-2022,5390875,2022-2023
Customer 9,Product 1,October,2022,01-10-2022,1846517,2022-2023
Customer 9,Product 1,November,2022,01-11-2022,8446643,2022-2023
Customer 9,Product 1,December,2022,01-12-2022,6130928,2022-2023
Customer 9,Product 1,January,2023,01-01-2023,7922571,2022-2023
Customer 9,Product 1,February,2023,01-02-2023,2253820,2022-2023
Customer 9,Product 1,March,2023,01-03-2023,2396510,2022-2023
Customer 9,Product 1,April,2023,01-04-2023,9965875,2023-2024
Customer 9,Product 1,May,2023,01-05-2023,3947452,2023-2024
Customer 9,Product 1,June,2023,01-06-2023,7160358,2023-2024
Customer 9,Product 1,July,2023,01-07-2023,8577563,2023-2024
Customer 9,Product 1,August,2023,01-08-2023,3558728,2023-2024
Customer 9,Product 1,September,2023,01-09-2023,,2023-2024
Customer 9,Product 1,October,2023,01-10-2023,,2023-2024
Customer 9,Product 1,November,2023,01-11-2023,,2023-2024
Customer 9,Product 1,December,2023,01-12-2023,,2023-2024
Customer 9,Product 1,January,2024,01-01-2024,,2023-2024
Customer 9,Product 1,February,2024,01-02-2024,,2023-2024
Customer 9,Product 1,March,2024,01-03-2024,,2023-2024
Customer 9,Product 1,April,2024,01-04-2024,,2024-2025
Customer 9,Product 1,May,2024,01-05-2024,,2024-2025
Customer 9,Product 1,June,2024,01-06-2024,,2024-2025
Customer 9,Product 1,July,2024,01-07-2024,,2024-2025
Customer 9,Product 1,August,2024,01-08-2024,,2024-2025
Customer 9,Product 1,September,2024,01-09-2024,,2024-2025
Customer 9,Product 1,October,2024,01-10-2024,,2024-2025
Customer 9,Product 1,November,2024,01-11-2024,,2024-2025
Customer 9,Product 1,December,2024,01-12-2024,,2024-2025
Customer 9,Product 1,January,2025,01-01-2025,,2024-2025
Customer 9,Product 1,February,2025,01-02-2025,,2024-2025
Customer 9,Product 1,March,2025,01-03-2025,,2024-2025
Customer 9,Product 10,April,2021,01-04-2021,,2021-2022
Customer 9,Product 10,May,2021,01-05-2021,,2021-2022
Customer 9,Product 10,June,2021,01-06-2021,,2021-2022
Customer 9,Product 10,July,2021,01-07-2021,,2021-2022
Customer 9,Product 10,August,2021,01-08-2021,,2021-2022
Customer 9,Product 10,September,2021,01-09-2021,,2021-2022
Customer 9,Product 10,October,2021,01-10-2021,,2021-2022
Customer 9,Product 10,November,2021,01-11-2021,,2021-2022
Customer 9,Product 10,December,2021,01-12-2021,,2021-2022
Customer 9,Product 10,January,2022,01-01-2022,,2021-2022
Customer 9,Product 10,February,2022,01-02-2022,,2021-2022
Customer 9,Product 10,March,2022,01-03-2022,,2021-2022
Customer 9,Product 10,April,2022,01-04-2022,,2022-2023
Customer 9,Product 10,May,2022,01-05-2022,,2022-2023
Customer 9,Product 10,June,2022,01-06-2022,,2022-2023
Customer 9,Product 10,July,2022,01-07-2022,,2022-2023
Customer 9,Product 10,August,2022,01-08-2022,,2022-2023
Customer 9,Product 10,September,2022,01-09-2022,,2022-2023
Customer 9,Product 10,October,2022,01-10-2022,,2022-2023
Customer 9,Product 10,November,2022,01-11-2022,,2022-2023
Customer 9,Product 10,December,2022,01-12-2022,,2022-2023
Customer 9,Product 10,January,2023,01-01-2023,1975394,2022-2023
Customer 9,Product 10,February,2023,01-02-2023,2064192,2022-2023
