Month,Depot,SKU,Forecast,Validty,Product Category,Active
01-06-2025,Depot N,SKU-1918,437,Valid,Product D,Active
01-06-2025,Depot N,SKU-1919,723,Valid,Product D,Active
01-06-2025,Depot N,SKU-1899,4239,Valid,Product D,Active
01-06-2025,Depot N,SKU-1920,2392,Valid,Product D,Active
01-06-2025,Depot N,SKU-1921,198,Valid,Product D,Active
01-06-2025,Depot N,SKU-1922,111,Valid,Product D,Not Active
01-06-2025,Depot N,SKU-1923,20,Valid,Product D,Not Active
01-06-2025,Depot N,SKU-1924,265,Valid,Product D,Not Active
01-06-2025,Depot N,SKU-1925,126,Valid,Product D,Not Active
01-06-2025,Depot N,SKU-1926,12,Valid,Product D,Not Active
01-06-2025,Depot N,SKU-1866,6875,Valid,Product D,Active
01-06-2025,Depot N,SKU-1867,782,Valid,Product D,Active
01-06-2025,Depot N,SKU-1927,26,Valid,Product D,Not Active
01-06-2025,Depot N,SKU-1928,161,Valid,Product D,Not Active
01-06-2025,Depot N,SKU-1869,314,Valid,Product D,Active
01-06-2025,Depot N,SKU-1870,163,Valid,Product D,Active
01-06-2025,Depot N,SKU-1871,356,Valid,Product D,Active
01-06-2025,Depot N,SKU-1874,267,Valid,Product D,Active
01-06-2025,Depot N,SKU-1890,777,Valid,Product D,Active
01-06-2025,Depot N,SKU-1900,903,Valid,Product D,Active
01-06-2025,Depot N,SKU-1901,743,Valid,Product D,Active
01-06-2025,Depot O,SKU-1864,7,Valid,Product D,Active
01-06-2025,Depot O,SKU-1865,1680,Valid,Product D,Active
01-06-2025,Depot O,SKU-1888,2040,Valid,Product D,Active
01-06-2025,Depot O,SKU-1889,412,Valid,Product D,Active
01-06-2025,Depot O,SKU-1898,2699,Valid,Product D,Active
01-06-2025,Depot O,SKU-1899,467,Valid,Product D,Active
01-06-2025,Depot O,SKU-1904,27,Valid,Product D,Not Active
01-06-2025,Depot P,SKU-1864,63,Valid,Product D,Active
01-06-2025,Depot P,SKU-1865,83,Valid,Product D,Active
01-06-2025,Depot P,SKU-1888,79,Valid,Product D,Active
01-06-2025,Depot P,SKU-1869,83,Valid,Product D,Active
01-06-2025,Depot P,SKU-1870,204,Valid,Product D,Active
01-06-2025,Depot P,SKU-1929,55,Valid,Product D,Active
01-06-2025,Depot P,SKU-1908,474,Valid,Product D,Active
01-06-2025,Depot P,SKU-1890,522,Valid,Product D,Active
01-06-2025,Depot P,SKU-1886,54,Valid,Product D,Active
01-06-2025,Depot P,SKU-1891,190,Valid,Product D,Active
01-06-2025,Depot P,SKU-1892,166,Valid,Product D,Active
01-06-2025,Depot Q,SKU-1930,570,Valid,Product D,Active
01-06-2025,Depot Q,SKU-1893,12654,Valid,Product D,Active
01-06-2025,Depot Q,SKU-1864,1683,Valid,Product D,Active
01-06-2025,Depot Q,SKU-1894,15630,Valid,Product D,Active
01-06-2025,Depot Q,SKU-1865,2949,Valid,Product D,Active
01-06-2025,Depot Q,SKU-1895,6597,Valid,Product D,Active
01-06-2025,Depot Q,SKU-1888,977,Valid,Product D,Active
01-06-2025,Depot Q,SKU-1896,4960,Valid,Product D,Active
01-06-2025,Depot Q,SKU-1889,2077,Valid,Product D,Active
01-06-2025,Depot Q,SKU-1897,3280,Valid,Product D,Active
01-06-2025,Depot Q,SKU-1898,2328,Valid,Product D,Active
01-06-2025,Depot Q,SKU-1899,245,Valid,Product D,Active
01-06-2025,Depot Q,SKU-1921,103,Valid,Product D,Active
01-06-2025,Depot Q,SKU-1904,15,Valid,Product D,Not Active
01-06-2025,Depot Q,SKU-1866,6492,Valid,Product D,Active
01-06-2025,Depot Q,SKU-1867,5159,Valid,Product D,Active
01-06-2025,Depot Q,SKU-1928,59,Valid,Product D,Not Active
01-06-2025,Depot Q,SKU-1868,78,Valid,Product D,Active
01-06-2025,Depot Q,SKU-1869,113,Valid,Product D,Active
01-06-2025,Depot Q,SKU-1870,189,Valid,Product D,Active
01-06-2025,Depot Q,SKU-1871,23,Valid,Product D,Active
01-06-2025,Depot Q,SKU-1931,8,Valid,Product D,Active
01-06-2025,Depot Q,SKU-1932,38,Valid,Product D,Active
01-06-2025,Depot Q,SKU-1933,22,Valid,Product D,Active
01-06-2025,Depot Q,SKU-1872,11,Valid,Product D,Active
01-06-2025,Depot Q,SKU-1934,14,Valid,Product D,Active
01-06-2025,Depot Q,SKU-1907,38,Valid,Product D,Active
01-06-2025,Depot Q,SKU-1900,238,Valid,Product D,Active
01-06-2025,Depot Q,SKU-1901,61,Valid,Product D,Active
01-06-2025,Depot Q,SKU-1914,1874,Valid,Product D,Active
01-06-2025,Depot Q,SKU-1935,1693,Valid,Product D,Active
01-06-2025,Depot Q,SKU-1936,7449,Valid,Product D,Active
01-06-2025,Depot Q,SKU-1937,8020,Valid,Product D,Active
01-06-2025,Depot Q,SKU-1938,1295,Valid,Product D,Active
01-06-2025,Depot Q,SKU-1939,1388,Valid,Product D,Active
01-06-2025,Depot Q,SKU-1940,506,Valid,Product D,Active
01-06-2025,Depot A,SKU-1887,1287,INvalid,Product D,Active
01-06-2025,Depot A,SKU-1888,1018,INvalid,Product D,Active
01-06-2025,Depot A,SKU-1889,2015,INvalid,Product D,Active
01-06-2025,Depot A,SKU-1898,392,INvalid,Product D,Active
01-06-2025,Depot A,SKU-1941,11,INvalid,Product D,Not Active
01-06-2025,Depot A,SKU-1942,53,INvalid,Product D,Not Active
01-06-2025,Depot A,SKU-1919,28,INvalid,Product D,Active
01-06-2025,Depot A,SKU-1899,203,INvalid,Product D,Active
01-06-2025,Depot A,SKU-1920,34,INvalid,Product D,Active
01-06-2025,Depot A,SKU-1921,50,INvalid,Product D,Active
01-06-2025,Depot A,SKU-1904,23,INvalid,Product D,Not Active
01-06-2025,Depot A,SKU-1924,7,INvalid,Product D,Not Active
01-06-2025,Depot A,SKU-1925,21,INvalid,Product D,Not Active
01-06-2025,Depot A,SKU-1926,12,INvalid,Product D,Not Active
01-06-2025,Depot A,SKU-1943,73,INvalid,Product D,Not Active
01-06-2025,Depot A,SKU-1944,122,INvalid,Product D,Active
01-06-2025,Depot A,SKU-1928,15,INvalid,Product D,Not Active
01-06-2025,Depot A,SKU-1945,24,INvalid,Product D,Active
01-06-2025,Depot A,SKU-1946,48,INvalid,Product D,Active
01-06-2025,Depot A,SKU-1947,7,INvalid,Product D,Active
01-06-2025,Depot A,SKU-1868,113,INvalid,Product D,Active
01-06-2025,Depot A,SKU-1948,29,INvalid,Product D,Active
01-06-2025,Depot A,SKU-1949,14,INvalid,Product D,Active
01-06-2025,Depot A,SKU-1869,37,INvalid,Product D,Active
01-06-2025,Depot A,SKU-1950,13,INvalid,Product D,Active
01-06-2025,Depot A,SKU-1951,18,INvalid,Product D,Active
01-06-2025,Depot A,SKU-1870,19,INvalid,Product D,Active
01-06-2025,Depot A,SKU-1952,39,INvalid,Product D,Active
01-06-2025,Depot A,SKU-1871,11,INvalid,Product D,Active
01-06-2025,Depot A,SKU-1931,20,INvalid,Product D,Active
01-06-2025,Depot A,SKU-1933,26,INvalid,Product D,Active
01-06-2025,Depot A,SKU-1905,108,INvalid,Product D,Active
01-06-2025,Depot A,SKU-1953,4,INvalid,Product D,Not Active
01-06-2025,Depot A,SKU-1906,78,INvalid,Product D,Active
01-06-2025,Depot A,SKU-1907,42,INvalid,Product D,Active
01-06-2025,Depot A,SKU-1954,2,INvalid,Product D,Active
01-06-2025,Depot A,SKU-1955,100,INvalid,Product D,Active
01-06-2025,Depot A,SKU-1956,11,INvalid,Product D,Active
01-06-2025,Depot A,SKU-1957,12,INvalid,Product D,Active
01-06-2025,Depot A,SKU-1901,16,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1887,292,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1894,1168,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1888,95,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1889,13,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1898,13,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1941,8,INvalid,Product D,Not Active
01-06-2025,Depot B,SKU-1958,60,INvalid,Product D,Not Active
01-06-2025,Depot B,SKU-1959,20,INvalid,Product D,Not Active
01-06-2025,Depot B,SKU-1960,321,INvalid,Product D,Not Active
01-06-2025,Depot B,SKU-1961,93,INvalid,Product D,Not Active
01-06-2025,Depot B,SKU-1962,1016,INvalid,Product D,Not Active
01-06-2025,Depot B,SKU-1902,19,INvalid,Product D,Not Active
01-06-2025,Depot B,SKU-1963,269,INvalid,Product D,Not Active
01-06-2025,Depot B,SKU-1964,7,INvalid,Product D,Not Active
01-06-2025,Depot B,SKU-1965,20,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1966,4,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1917,6,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1918,13,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1919,136,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1899,115,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1920,33,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1921,11,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1967,6,INvalid,Product D,Not Active
01-06-2025,Depot B,SKU-1968,13,INvalid,Product D,Not Active
01-06-2025,Depot B,SKU-1969,11,INvalid,Product D,Not Active
01-06-2025,Depot B,SKU-1922,8,INvalid,Product D,Not Active
01-06-2025,Depot B,SKU-1970,6,INvalid,Product D,Not Active
01-06-2025,Depot B,SKU-1923,3,INvalid,Product D,Not Active
01-06-2025,Depot B,SKU-1971,3,INvalid,Product D,Not Active
01-06-2025,Depot B,SKU-1972,9,INvalid,Product D,Not Active
01-06-2025,Depot B,SKU-1903,2,INvalid,Product D,Not Active
01-06-2025,Depot B,SKU-1973,2,INvalid,Product D,Not Active
01-06-2025,Depot B,SKU-1904,131,INvalid,Product D,Not Active
01-06-2025,Depot B,SKU-1974,11,INvalid,Product D,Not Active
01-06-2025,Depot B,SKU-1975,5,INvalid,Product D,Not Active
01-06-2025,Depot B,SKU-1924,2,INvalid,Product D,Not Active
01-06-2025,Depot B,SKU-1925,1,INvalid,Product D,Not Active
01-06-2025,Depot B,SKU-1926,8,INvalid,Product D,Not Active
01-06-2025,Depot B,SKU-1866,6,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1867,5,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1976,9,INvalid,Product D,Not Active
01-06-2025,Depot B,SKU-1977,7,INvalid,Product D,Not Active
01-06-2025,Depot B,SKU-1927,24,INvalid,Product D,Not Active
01-06-2025,Depot B,SKU-1928,1,INvalid,Product D,Not Active
01-06-2025,Depot B,SKU-1978,2,INvalid,Product D,Not Active
01-06-2025,Depot B,SKU-1945,13,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1946,10,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1947,18,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1949,46,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1951,137,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1952,6,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1979,9,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1980,1,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1981,1,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1931,12,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1932,1,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1905,5,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1906,17,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1934,49,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1907,2,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1982,2,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1983,8,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1984,6,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1954,15,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1955,53,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1985,5,INvalid,Product D,Not Active
01-06-2025,Depot B,SKU-1956,9,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1986,29,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1957,3,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1987,24,INvalid,Product D,Not Active
01-06-2025,Depot B,SKU-1988,3,INvalid,Product D,Not Active
01-06-2025,Depot B,SKU-1989,3,INvalid,Product D,Not Active
01-06-2025,Depot B,SKU-1990,59,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1991,5,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1992,112,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1993,33,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1994,30,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1929,123,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1908,148,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1890,42,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1909,8,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1995,55,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1996,154,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1997,54,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1910,310,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1911,9,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1912,9,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1913,9,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1900,15,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1901,3,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1998,20,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1914,51,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1935,52,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1999,5,INvalid,Product D,Active
01-06-2025,Depot B,SKU-2000,2,INvalid,Product D,Active
01-06-2025,Depot B,SKU-2001,13,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1886,6,INvalid,Product D,Active
01-06-2025,Depot B,SKU-2002,20,INvalid,Product D,Active
01-06-2025,Depot B,SKU-2003,13,INvalid,Product D,Active
01-06-2025,Depot B,SKU-2004,38,INvalid,Product D,Active
01-06-2025,Depot B,SKU-2005,94,INvalid,Product D,Active
01-06-2025,Depot B,SKU-2006,6,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1891,1,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1892,6,INvalid,Product D,Active
01-06-2025,Depot B,SKU-2007,110,INvalid,Product D,Active
01-06-2025,Depot B,SKU-2008,3,INvalid,Product D,Active
01-06-2025,Depot B,SKU-2009,1,INvalid,Product D,Active
01-06-2025,Depot B,SKU-2010,9,INvalid,Product D,Active
01-06-2025,Depot B,SKU-2011,516,INvalid,Product D,Active
01-06-2025,Depot B,SKU-2012,139,INvalid,Product D,Active
01-06-2025,Depot B,SKU-2013,45,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1936,208,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1937,150,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1938,48,INvalid,Product D,Active
01-06-2025,Depot B,SKU-2014,109,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1939,79,INvalid,Product D,Active
01-06-2025,Depot B,SKU-2015,21,INvalid,Product D,Active
01-06-2025,Depot B,SKU-2016,33,INvalid,Product D,Active
01-06-2025,Depot B,SKU-2017,9,INvalid,Product D,Active
01-06-2025,Depot B,SKU-2018,24,INvalid,Product D,Active
01-06-2025,Depot B,SKU-2019,4,INvalid,Product D,Active
01-06-2025,Depot B,SKU-2020,101,INvalid,Product D,Active
01-06-2025,Depot B,SKU-2021,91,INvalid,Product D,Active
01-06-2025,Depot B,SKU-2022,55,INvalid,Product D,Active
01-06-2025,Depot B,SKU-2023,5,INvalid,Product D,Active
01-06-2025,Depot B,SKU-2024,12,INvalid,Product D,Active
01-06-2025,Depot B,SKU-2025,6,INvalid,Product D,Active
01-06-2025,Depot B,SKU-2026,106,INvalid,Product D,Active
01-06-2025,Depot B,SKU-2027,13,INvalid,Product D,Active
01-06-2025,Depot B,SKU-1916,158,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1887,5,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1893,175,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1864,76,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1894,182,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1865,178,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1895,24,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1888,585,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1896,296,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1889,577,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1897,192,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1898,131,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1941,194,INvalid,Product D,Not Active
01-06-2025,Depot C,SKU-1942,27,INvalid,Product D,Not Active
01-06-2025,Depot C,SKU-1962,6,INvalid,Product D,Not Active
01-06-2025,Depot C,SKU-1902,5,INvalid,Product D,Not Active
01-06-2025,Depot C,SKU-1963,31,INvalid,Product D,Not Active
01-06-2025,Depot C,SKU-1966,2,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1918,5,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1919,12,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1899,95,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1920,13,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1921,6,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1967,34,INvalid,Product D,Not Active
01-06-2025,Depot C,SKU-1968,4,INvalid,Product D,Not Active
01-06-2025,Depot C,SKU-1969,1,INvalid,Product D,Not Active
01-06-2025,Depot C,SKU-1922,2,INvalid,Product D,Not Active
01-06-2025,Depot C,SKU-1970,1,INvalid,Product D,Not Active
01-06-2025,Depot C,SKU-1923,3,INvalid,Product D,Not Active
01-06-2025,Depot C,SKU-1972,30,INvalid,Product D,Not Active
01-06-2025,Depot C,SKU-1903,3,INvalid,Product D,Not Active
01-06-2025,Depot C,SKU-1973,4,INvalid,Product D,Not Active
01-06-2025,Depot C,SKU-1904,7,INvalid,Product D,Not Active
01-06-2025,Depot C,SKU-1975,2,INvalid,Product D,Not Active
01-06-2025,Depot C,SKU-1924,14,INvalid,Product D,Not Active
01-06-2025,Depot C,SKU-1925,23,INvalid,Product D,Not Active
01-06-2025,Depot C,SKU-1926,56,INvalid,Product D,Not Active
01-06-2025,Depot C,SKU-1944,179,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1866,3,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1867,90,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1976,8,INvalid,Product D,Not Active
01-06-2025,Depot C,SKU-1927,129,INvalid,Product D,Not Active
01-06-2025,Depot C,SKU-1928,8,INvalid,Product D,Not Active
01-06-2025,Depot C,SKU-2028,26,INvalid,Product D,Not Active
01-06-2025,Depot C,SKU-2029,6,INvalid,Product D,Not Active
01-06-2025,Depot C,SKU-2030,12,INvalid,Product D,Not Active
01-06-2025,Depot C,SKU-2031,6,INvalid,Product D,Not Active
01-06-2025,Depot C,SKU-2032,3,INvalid,Product D,Not Active
01-06-2025,Depot C,SKU-2033,2,INvalid,Product D,Not Active
01-06-2025,Depot C,SKU-1946,10,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1868,3,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1948,1,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1869,13,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1950,8,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1952,10,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1871,15,INvalid,Product D,Active
01-06-2025,Depot C,SKU-2034,1,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1932,11,INvalid,Product D,Active
01-06-2025,Depot C,SKU-2035,3,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1872,11,INvalid,Product D,Active
01-06-2025,Depot C,SKU-2036,5,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1906,10,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1934,4,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1907,92,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1982,6,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1984,4,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1954,62,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1955,21,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1956,113,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1986,10,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1957,1,INvalid,Product D,Active
01-06-2025,Depot C,SKU-2037,12,INvalid,Product D,Not Active
01-06-2025,Depot C,SKU-1987,24,INvalid,Product D,Not Active
01-06-2025,Depot C,SKU-2038,12,INvalid,Product D,Not Active
01-06-2025,Depot C,SKU-1991,24,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1908,520,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1890,102,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1909,6,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1913,24,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1900,139,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1901,7,INvalid,Product D,Active
01-06-2025,Depot C,SKU-2000,7,INvalid,Product D,Active
01-06-2025,Depot C,SKU-2001,3,INvalid,Product D,Active
01-06-2025,Depot C,SKU-2005,8,INvalid,Product D,Active
01-06-2025,Depot C,SKU-2006,11,INvalid,Product D,Active
01-06-2025,Depot C,SKU-2039,10,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1891,52,INvalid,Product D,Active
01-06-2025,Depot C,SKU-1892,20,INvalid,Product D,Active
01-06-2025,Depot D,SKU-1893,189,INvalid,Product D,Active
01-06-2025,Depot D,SKU-1898,7,INvalid,Product D,Active
01-06-2025,Depot D,SKU-1941,254,INvalid,Product D,Not Active
01-06-2025,Depot D,SKU-1960,12,INvalid,Product D,Not Active
01-06-2025,Depot D,SKU-1961,12,INvalid,Product D,Not Active
01-06-2025,Depot D,SKU-1902,12,INvalid,Product D,Not Active
01-06-2025,Depot D,SKU-1917,212,INvalid,Product D,Active
01-06-2025,Depot D,SKU-1918,28,INvalid,Product D,Active
01-06-2025,Depot D,SKU-1919,217,INvalid,Product D,Active
01-06-2025,Depot D,SKU-1899,2,INvalid,Product D,Active
01-06-2025,Depot D,SKU-1920,162,INvalid,Product D,Active
01-06-2025,Depot D,SKU-1921,4,INvalid,Product D,Active
01-06-2025,Depot D,SKU-1967,12,INvalid,Product D,Not Active
01-06-2025,Depot D,SKU-1968,40,INvalid,Product D,Not Active
01-06-2025,Depot D,SKU-1969,13,INvalid,Product D,Not Active
01-06-2025,Depot D,SKU-1922,4,INvalid,Product D,Not Active
01-06-2025,Depot D,SKU-1970,14,INvalid,Product D,Not Active
01-06-2025,Depot D,SKU-1923,32,INvalid,Product D,Not Active
01-06-2025,Depot D,SKU-2040,30,INvalid,Product D,Not Active
01-06-2025,Depot D,SKU-1975,31,INvalid,Product D,Not Active
01-06-2025,Depot D,SKU-1924,4,INvalid,Product D,Not Active
01-06-2025,Depot D,SKU-1925,12,INvalid,Product D,Not Active
01-06-2025,Depot D,SKU-1926,33,INvalid,Product D,Not Active
01-06-2025,Depot D,SKU-1944,84,INvalid,Product D,Active
01-06-2025,Depot D,SKU-1867,2,INvalid,Product D,Active
01-06-2025,Depot D,SKU-1927,15,INvalid,Product D,Not Active
01-06-2025,Depot D,SKU-1928,15,INvalid,Product D,Not Active
01-06-2025,Depot D,SKU-1947,10,INvalid,Product D,Active
01-06-2025,Depot D,SKU-1868,30,INvalid,Product D,Active
01-06-2025,Depot D,SKU-1949,159,INvalid,Product D,Active
01-06-2025,Depot D,SKU-1951,1,INvalid,Product D,Active
01-06-2025,Depot D,SKU-1979,8,INvalid,Product D,Active
01-06-2025,Depot D,SKU-1980,10,INvalid,Product D,Active
01-06-2025,Depot D,SKU-1981,2,INvalid,Product D,Active
01-06-2025,Depot D,SKU-2041,1,INvalid,Product D,Active
01-06-2025,Depot D,SKU-1932,22,INvalid,Product D,Active
01-06-2025,Depot D,SKU-2042,10,INvalid,Product D,Active
01-06-2025,Depot D,SKU-2043,7,INvalid,Product D,Active
01-06-2025,Depot D,SKU-2044,6,INvalid,Product D,Active
01-06-2025,Depot D,SKU-1872,271,INvalid,Product D,Active
01-06-2025,Depot D,SKU-2045,1,INvalid,Product D,Active
01-06-2025,Depot D,SKU-2046,1,INvalid,Product D,Active
01-06-2025,Depot D,SKU-1984,6,INvalid,Product D,Active
01-06-2025,Depot D,SKU-1954,142,INvalid,Product D,Active
01-06-2025,Depot D,SKU-1956,39,INvalid,Product D,Active
01-06-2025,Depot D,SKU-1957,8,INvalid,Product D,Active
01-06-2025,Depot D,SKU-2037,6,INvalid,Product D,Not Active
01-06-2025,Depot D,SKU-1874,9,INvalid,Product D,Active
01-06-2025,Depot D,SKU-1991,37,INvalid,Product D,Active
01-06-2025,Depot D,SKU-1909,324,INvalid,Product D,Active
01-06-2025,Depot D,SKU-1900,62,INvalid,Product D,Active
01-06-2025,Depot D,SKU-1901,14,INvalid,Product D,Active
01-06-2025,Depot D,SKU-1914,126,INvalid,Product D,Active
01-06-2025,Depot D,SKU-2001,3,INvalid,Product D,Active
01-06-2025,Depot D,SKU-1886,24,INvalid,Product D,Active
01-06-2025,Depot D,SKU-2009,42,INvalid,Product D,Active
01-06-2025,Depot D,SKU-2010,4,INvalid,Product D,Active
01-06-2025,Depot E,SKU-1930,3760,INvalid,Product D,Active
01-06-2025,Depot E,SKU-1887,398,INvalid,Product D,Active
01-06-2025,Depot E,SKU-2047,110,INvalid,Product D,Not Active
01-06-2025,Depot E,SKU-1941,308,INvalid,Product D,Not Active
01-06-2025,Depot E,SKU-1942,19,INvalid,Product D,Not Active
01-06-2025,Depot E,SKU-1902,154,INvalid,Product D,Not Active
01-06-2025,Depot E,SKU-1963,143,INvalid,Product D,Not Active
01-06-2025,Depot E,SKU-1964,203,INvalid,Product D,Not Active
01-06-2025,Depot E,SKU-1966,31,INvalid,Product D,Active
01-06-2025,Depot E,SKU-1919,46,INvalid,Product D,Active
01-06-2025,Depot E,SKU-1920,13,INvalid,Product D,Active
01-06-2025,Depot E,SKU-1921,234,INvalid,Product D,Active
01-06-2025,Depot E,SKU-1968,4,INvalid,Product D,Not Active
01-06-2025,Depot E,SKU-1969,50,INvalid,Product D,Not Active
01-06-2025,Depot E,SKU-1922,12,INvalid,Product D,Not Active
01-06-2025,Depot E,SKU-1970,217,INvalid,Product D,Not Active
01-06-2025,Depot E,SKU-1923,11,INvalid,Product D,Not Active
01-06-2025,Depot E,SKU-1904,10,INvalid,Product D,Not Active
01-06-2025,Depot E,SKU-1924,5,INvalid,Product D,Not Active
01-06-2025,Depot E,SKU-1926,13,INvalid,Product D,Not Active
01-06-2025,Depot E,SKU-1943,352,INvalid,Product D,Not Active
01-06-2025,Depot E,SKU-1944,228,INvalid,Product D,Active
01-06-2025,Depot E,SKU-1927,81,INvalid,Product D,Not Active
01-06-2025,Depot E,SKU-1928,34,INvalid,Product D,Not Active
01-06-2025,Depot E,SKU-1947,8,INvalid,Product D,Active
01-06-2025,Depot E,SKU-1868,7,INvalid,Product D,Active
01-06-2025,Depot E,SKU-1949,15,INvalid,Product D,Active
