Month,Depot,SKU,Product,Forecast,Accuracy
01-06-2025,Depot B,62DP-C25,MCB,10,78.84
01-06-2025,Depot B,62DP-C32,MCB,58,77.93
01-06-2025,Depot B,62DP-C40,MCB,2,83.65
01-06-2025,Depot B,62DP-C63,MCB,2,83.76
01-06-2025,Depot B,62DP-CO25,MCB,2,75.47
01-06-2025,Depot B,62DP-CO40,MCB,3,78.63
01-06-2025,Depot B,62DP-CO63,MCB,1,83.11
01-06-2025,Depot B,62DP-I32,MCB,4,85.0
01-06-2025,Depot B,62DP-I40,MCB,9,79.26
01-06-2025,Depot B,62DP-I63,MCB,10,82.86
01-06-2025,Depot B,62FP-100-R25,MCB,1,81.28
01-06-2025,Depot B,62FP-100-R32,MCB,0,80.99
01-06-2025,Depot B,62FP-100-R40,MCB,2,78.63
01-06-2025,Depot B,62FP-100-R63,MCB,1,79.82
01-06-2025,Depot B,62FP-300-R25,MCB,4,76.78
01-06-2025,Depot B,62FP-300-R32,MCB,2,75.23
01-06-2025,Depot B,62FP-300-R40,MCB,7,84.48
01-06-2025,Depot B,62FP-300-R63,MCB,17,76.65
01-06-2025,Depot B,62FP-30-R25,MCB,1,75.21
01-06-2025,Depot B,62FP-30-R40,MCB,0,78.23
01-06-2025,Depot B,62FP-30-R63,MCB,1,76.87
01-06-2025,Depot B,62FP-C32,MCB,20,78.18
01-06-2025,Depot B,62FP-CO25,MCB,1,82.01
01-06-2025,Depot B,62FP-CO40,MCB,0,77.57
01-06-2025,Depot B,62FP-CO63,MCB,2,83.03
01-06-2025,Depot B,62FP-I40,MCB,96,82.79
01-06-2025,Depot B,62FP-I63,MCB,26,80.44
01-06-2025,Depot B,62SP-B06,MCB,8,75.38
01-06-2025,Depot B,62SP-B10,MCB,39,83.29
01-06-2025,Depot B,62SP-B16,MCB,28,77.58
01-06-2025,Depot B,62SP-B20,MCB,9,82.84
01-06-2025,Depot B,62SP-B25,MCB,20,82.14
01-06-2025,Depot B,62SP-B32,MCB,15,79.02
01-06-2025,Depot B,62SP-C40,MCB,4,84.26
01-06-2025,Depot B,62SPN-C10,MCB,6,77.32
01-06-2025,Depot B,62TP-C10,MCB,2,79.26
01-06-2025,Depot B,62TP-C16,MCB,4,76.71
01-06-2025,Depot B,62TP-C20,MCB,1,82.57
01-06-2025,Depot B,62TP-C25,MCB,19,76.92
01-06-2025,Depot B,62TP-C40,MCB,17,85.01
01-06-2025,Depot B,62TP-C63,MCB,10,79.32
01-06-2025,Depot B,62TP-I63,MCB,1,83.1
01-06-2025,Depot B,62TPN-C10,MCB,2,78.07
01-06-2025,Depot B,62TPN-C25,MCB,1,81.93
01-06-2025,Depot B,62TPN-C32,MCB,20,76.71
01-06-2025,Depot B,62TPN-C40,MCB,2,78.38
01-06-2025,Depot B,62TPN-C63,MCB,29,84.22
01-06-2025,Depot C,601006MC,MCB,1,84.31
01-06-2025,Depot C,601010MB,MCB,33,79.4
01-06-2025,Depot C,601010MC,MCB,14,84.56
01-06-2025,Depot C,601016MB,MCB,34,82.51
01-06-2025,Depot C,601016MC,MCB,33,77.93
01-06-2025,Depot C,601020MB,MCB,4,84.63
01-06-2025,Depot C,601020MC,MCB,109,82.43
01-06-2025,Depot C,601025MB,MCB,55,79.82
01-06-2025,Depot C,601025MC,MCB,107,78.1
01-06-2025,Depot C,601032MB,MCB,36,80.43
01-06-2025,Depot C,601032MC,MCB,24,84.22
01-06-2025,Depot C,601040MC,MCB,36,76.52
01-06-2025,Depot C,601063MC,MCB,5,76.16
01-06-2025,Depot C,601125MC,MCB,1,81.02
01-06-2025,Depot C,601132MC,MCB,1,84.21
01-06-2025,Depot C,601140MC,MCB,6,80.26
01-06-2025,Depot C,601210MC,MCB,0,84.4
01-06-2025,Depot C,601220MC,MCB,1,84.18
01-06-2025,Depot C,601225MC,MCB,2,80.73
01-06-2025,Depot C,601232MC,MCB,18,76.35
01-06-2025,Depot C,601240MC,MCB,2,79.12
01-06-2025,Depot C,601263MC,MCB,1,76.98
01-06-2025,Depot C,601316MC,MCB,6,83.47
01-06-2025,Depot C,601320MC,MCB,1,81.59
01-06-2025,Depot C,601325MC,MCB,0,80.75
01-06-2025,Depot C,601332MC,MCB,0,84.37
01-06-2025,Depot C,601340MC,MCB,0,76.64
01-06-2025,Depot C,601363MC,MCB,1,76.38
01-06-2025,Depot C,601425MC,MCB,6,82.85
01-06-2025,Depot C,601432MC,MCB,1,84.25
01-06-2025,Depot C,601440MC,MCB,1,79.55
01-06-2025,Depot C,601463MC,MCB,1,78.27
01-06-2025,Depot C,601525MC,MCB,0,75.13
01-06-2025,Depot C,601532MC,MCB,3,81.25
01-06-2025,Depot C,601540MC,MCB,4,80.75
01-06-2025,Depot C,601563MC,MCB,10,82.63
01-06-2025,Depot C,602232IS,MCB,33,81.92
01-06-2025,Depot C,602240IS,MCB,1,83.54
01-06-2025,Depot C,602263IS,MCB,17,83.96
01-06-2025,Depot C,602340IS,MCB,1,76.85
01-06-2025,Depot C,602440IS,MCB,24,76.58
01-06-2025,Depot C,602463IS,MCB,1,82.43
01-06-2025,Depot C,603240100R,MCB,5,76.88
01-06-2025,Depot C,603240300R,MCB,1,79.69
01-06-2025,Depot C,603263100R,MCB,2,82.14
01-06-2025,Depot C,603263300R,MCB,1,79.58
01-06-2025,Depot C,603440100R,MCB,1,80.95
01-06-2025,Depot C,603463100R,MCB,0,78.97
01-06-2025,Depot C,604104SDE,MCB,2,79.71
01-06-2025,Depot C,604106DDE,MCB,1,82.68
01-06-2025,Depot C,604106SDE,MCB,0,82.35
01-06-2025,Depot C,604108DDE,MCB,2,77.59
01-06-2025,Depot C,604108SDE,MCB,1,83.49
01-06-2025,Depot C,604112SDE,MCB,2,82.87
01-06-2025,Depot C,604116DDE,MCB,3,84.45
01-06-2025,Depot C,604116SDE,MCB,0,80.84
01-06-2025,Depot C,604204DDE,MCB,2,78.38
01-06-2025,Depot C,604204SDE,MCB,1,76.62
01-06-2025,Depot C,604206DDE,MCB,2,79.9
01-06-2025,Depot C,604206SDE,MCB,1,78.83
01-06-2025,Depot C,604208DDA,MCB,2,82.51
01-06-2025,Depot C,604208DDE,MCB,1,83.7
01-06-2025,Depot C,604212DDA,MCB,17,81.68
01-06-2025,Depot C,604212DDE,MCB,1,76.89
01-06-2025,Depot C,604220PS,MCB,1,84.37
01-06-2025,Depot C,6042ME,MCB,12,75.92
01-06-2025,Depot C,6042PE,MCB,4,83.99
01-06-2025,Depot C,6044ME,MCB,21,84.5
01-06-2025,Depot C,6044PE,MCB,2,84.23
01-06-2025,Depot C,6046ME,MCB,0,80.78
01-06-2025,Depot C,605225CO,MCB,2,84.65
01-06-2025,Depot C,605240CO,MCB,4,83.87
01-06-2025,Depot C,605263CO,MCB,2,82.0
01-06-2025,Depot C,62DP-100-R63,MCB,4,75.42
01-06-2025,Depot C,62DP-30-R32,MCB,97,75.47
01-06-2025,Depot C,62DP-30-R40,MCB,19,76.05
01-06-2025,Depot C,62DP-30-R63,MCB,1,75.23
01-06-2025,Depot C,62DP-CO25,MCB,4,80.48
01-06-2025,Depot C,62DP-CO40,MCB,26,83.08
01-06-2025,Depot C,62DP-CO63,MCB,1,80.46
01-06-2025,Depot C,62FP-100-R32,MCB,1,77.52
01-06-2025,Depot C,62FP-100-R40,MCB,1,83.3
01-06-2025,Depot C,62FP-300-R63,MCB,1,78.98
01-06-2025,Depot C,62FP-30-R25,MCB,2,82.17
01-06-2025,Depot C,62FP-30-R32,MCB,2,81.15
01-06-2025,Depot C,62FP-30-R40,MCB,10,83.6
01-06-2025,Depot C,62FP-30-R63,MCB,4,81.81
01-06-2025,Depot E,601010MB,MCB,35,80.3
01-06-2025,Depot E,601032MC,MCB,1,84.37
01-06-2025,Depot E,601040MC,MCB,47,78.77
01-06-2025,Depot E,601116MC,MCB,2,84.77
01-06-2025,Depot E,601120MC,MCB,2,75.17
01-06-2025,Depot E,601132MC,MCB,2,81.89
01-06-2025,Depot E,601216MC,MCB,39,82.19
01-06-2025,Depot E,601220MC,MCB,5,80.96
01-06-2025,Depot E,601225MC,MCB,40,77.31
01-06-2025,Depot E,601232MC,MCB,0,75.71
01-06-2025,Depot E,601240MC,MCB,30,77.39
01-06-2025,Depot E,601263MC,MCB,1,75.11
01-06-2025,Depot E,601316MC,MCB,2,81.13
01-06-2025,Depot E,601320MC,MCB,7,77.8
01-06-2025,Depot E,601325MC,MCB,2,82.1
01-06-2025,Depot E,601332MC,MCB,1,79.5
01-06-2025,Depot E,601340MC,MCB,3,75.47
01-06-2025,Depot E,601363MC,MCB,6,81.34
01-06-2025,Depot E,601520MC,MCB,6,81.29
01-06-2025,Depot E,601525MC,MCB,6,78.25
01-06-2025,Depot E,601532MC,MCB,1,84.0
01-06-2025,Depot E,601540MC,MCB,2,75.13
01-06-2025,Depot E,601563MC,MCB,6,76.66
01-06-2025,Depot E,602232IS,MCB,16,79.53
01-06-2025,Depot E,602263IS,MCB,0,80.17
01-06-2025,Depot E,602440IS,MCB,3,80.37
01-06-2025,Depot E,602463IS,MCB,3,75.2
01-06-2025,Depot E,604106DD,MCB,2,76.63
01-06-2025,Depot E,604106DDE,MCB,6,78.58
01-06-2025,Depot E,604108DD,MCB,30,75.16
01-06-2025,Depot E,604112DD,MCB,0,80.0
01-06-2025,Depot E,604116DD,MCB,1,77.4
01-06-2025,Depot E,60420440PS,MCB,2,78.76
01-06-2025,Depot E,60420463PS,MCB,0,81.88
01-06-2025,Depot E,6042048SDD,MCB,0,83.63
01-06-2025,Depot E,604204DDE,MCB,4,77.62
01-06-2025,Depot E,60420640PS,MCB,2,76.77
01-06-2025,Depot E,60420663PS,MCB,1,77.92
01-06-2025,Depot E,6042068SDD,MCB,1,77.13
01-06-2025,Depot E,604206DDE,MCB,50,81.11
01-06-2025,Depot E,60420863PS,MCB,0,78.42
01-06-2025,Depot E,6042088SDD,MCB,0,77.2
01-06-2025,Depot E,604220PS,MCB,1,75.7
01-06-2025,Depot E,6042ME,MCB,26,78.19
01-06-2025,Depot E,6044ME,MCB,7,83.18
01-06-2025,Depot E,6046ME,MCB,1,82.65
01-06-2025,Depot E,605225CO,MCB,1,84.76
01-06-2025,Depot E,62DP-100-R40,MCB,2,80.84
01-06-2025,Depot E,62DP-100-R63,MCB,7,83.75
01-06-2025,Depot E,62DP-30-R63,MCB,60,76.29
01-06-2025,Depot E,62DP-CO40,MCB,12,83.04
01-06-2025,Depot E,62DP-CO63,MCB,3,78.01
01-06-2025,Depot E,62DP-I40,MCB,23,80.13
01-06-2025,Depot E,62FP-100-R40,MCB,1,80.13
01-06-2025,Depot E,62FP-100-R63,MCB,4,76.68
01-06-2025,Depot E,62FP-CO40,MCB,8,81.14
01-06-2025,Depot E,62FP-CO63,MCB,1,77.76
01-06-2025,Depot F,601006MB,MCB,700,76.71
01-06-2025,Depot F,601006MC,MCB,74,76.66
01-06-2025,Depot F,601040MB,MCB,20,76.42
01-06-2025,Depot F,601040MC,MCB,57,78.06
01-06-2025,Depot F,601063MC,MCB,4,75.21
01-06-2025,Depot F,601132MC,MCB,29,83.32
01-06-2025,Depot F,601140MC,MCB,27,81.78
01-06-2025,Depot F,601163MC,MCB,38,79.99
01-06-2025,Depot F,601210MC,MCB,6,84.38
01-06-2025,Depot F,601225MC,MCB,9,76.93
01-06-2025,Depot F,601240MC,MCB,2,82.28
01-06-2025,Depot F,601263MC,MCB,44,81.99
01-06-2025,Depot F,601320MC,MCB,1,82.97
01-06-2025,Depot F,601325MC,MCB,9,75.95
01-06-2025,Depot F,601332MC,MCB,2,80.14
01-06-2025,Depot F,601340MC,MCB,40,78.52
01-06-2025,Depot F,601363MC,MCB,2,83.21
01-06-2025,Depot F,601463MC,MCB,2,75.31
01-06-2025,Depot F,601532MC,MCB,1,77.03
01-06-2025,Depot F,601563MC,MCB,2,83.06
01-06-2025,Depot F,602140IS,MCB,66,80.38
01-06-2025,Depot F,602232IS,MCB,42,77.36
01-06-2025,Depot F,602440IS,MCB,15,82.8
01-06-2025,Depot F,602463IS,MCB,6,82.39
01-06-2025,Depot F,604106DD,MCB,1,78.44
01-06-2025,Depot F,604106DDE,MCB,1,80.44
01-06-2025,Depot F,604108DD,MCB,3,77.58
01-06-2025,Depot F,604108DDE,MCB,5,83.91
01-06-2025,Depot F,604112DD,MCB,7,79.15
01-06-2025,Depot F,604112DDE,MCB,48,80.16
01-06-2025,Depot F,604116DD,MCB,4,80.88
01-06-2025,Depot F,604116DDE,MCB,2,75.36
01-06-2025,Depot F,604204DD8,MCB,2,82.85
01-06-2025,Depot F,604204DDE,MCB,1,76.77
01-06-2025,Depot F,604206DD8,MCB,2,79.18
01-06-2025,Depot F,604206DDA,MCB,0,83.67
01-06-2025,Depot F,604206DDE,MCB,8,84.34
01-06-2025,Depot F,604208DD,MCB,0,76.95
01-06-2025,Depot F,604208DDA,MCB,1,80.17
01-06-2025,Depot F,604212DDA,MCB,1,80.75
01-06-2025,Depot F,604220PS,MCB,1,77.6
01-06-2025,Depot F,605225CO,MCB,5,84.24
01-06-2025,Depot F,605240CO,MCB,2,75.94
01-06-2025,Depot F,605263CO,MCB,26,83.99
01-06-2025,Depot F,62DP-100-R40,MCB,9,76.53
01-06-2025,Depot F,62DP-100-R63,MCB,8,78.61
01-06-2025,Depot F,62DP-30-R40,MCB,1,84.54
01-06-2025,Depot F,62DP-30-R63,MCB,1,78.75
01-06-2025,Depot F,62DP-CO25,MCB,7,80.34
01-06-2025,Depot G,601006MB,MCB,206,83.75
01-06-2025,Depot G,601010MC,MCB,52,78.67
01-06-2025,Depot G,601016MC,MCB,231,79.72
01-06-2025,Depot G,601020MC,MCB,39,83.14
01-06-2025,Depot G,601025MC,MCB,36,76.25
01-06-2025,Depot G,601032MC,MCB,109,84.88
01-06-2025,Depot G,601140MC,MCB,20,80.57
01-06-2025,Depot G,601463MC,MCB,2,76.47
01-06-2025,Depot G,601563MC,MCB,1,79.08
01-06-2025,Depot G,602440IS,MCB,4,84.58
01-06-2025,Depot G,602463IS,MCB,9,81.27
01-06-2025,Depot G,603263300R,MCB,1,77.49
01-06-2025,Depot G,603463300R,MCB,1,80.72
01-06-2025,Depot G,604106DDE,MCB,3,82.67
01-06-2025,Depot G,604108DDE,MCB,3,83.87
01-06-2025,Depot G,604112DD,MCB,1,80.88
01-06-2025,Depot G,604112DDE,MCB,13,83.14
01-06-2025,Depot G,604116DDE,MCB,1,79.56
01-06-2025,Depot G,604204DD8,MCB,1,77.36
01-06-2025,Depot G,604204DDE,MCB,7,80.75
01-06-2025,Depot G,604206DD8,MCB,1,79.33
01-06-2025,Depot G,604206DDE,MCB,0,82.3
01-06-2025,Depot G,604208DD,MCB,1,82.95
01-06-2025,Depot G,605240CO,MCB,7,79.63
01-06-2025,Depot G,605263CO,MCB,7,79.35
01-06-2025,Depot G,62DP-100-R40,MCB,1,81.99
01-06-2025,Depot G,62DP-CO40,MCB,14,77.34
01-06-2025,Depot G,62DP-CO63,MCB,22,80.09
01-06-2025,Depot I,601006MB,MCB,9,77.17
01-06-2025,Depot I,601006MC,MCB,0,78.19
01-06-2025,Depot I,601025MB,MCB,2,80.2
01-06-2025,Depot I,601032MB,MCB,47,82.34
01-06-2025,Depot I,601116MC,MCB,15,84.66
01-06-2025,Depot I,601125MC,MCB,1,80.7
01-06-2025,Depot I,601140MC,MCB,6,76.36
01-06-2025,Depot I,601163MC,MCB,2,79.97
01-06-2025,Depot I,601216MC,MCB,1,79.32
01-06-2025,Depot I,601232MC,MCB,12,79.35
01-06-2025,Depot I,601240MC,MCB,1,83.0
01-06-2025,Depot I,601332MC,MCB,1,78.07
01-06-2025,Depot I,601440MC,MCB,2,76.87
01-06-2025,Depot I,602263IS,MCB,6,80.73
01-06-2025,Depot I,602463IS,MCB,3,83.94
01-06-2025,Depot I,604106DDE,MCB,1,78.92
01-06-2025,Depot I,604108DD,MCB,1,84.48
01-06-2025,Depot I,604108DDE,MCB,1,79.61
01-06-2025,Depot I,604112DD,MCB,1,75.1
01-06-2025,Depot I,604112SDE,MCB,1,79.35
01-06-2025,Depot I,604116DDE,MCB,1,79.23
01-06-2025,Depot I,604204DDE,MCB,8,80.54
01-06-2025,Depot I,604206DD8,MCB,1,76.89
01-06-2025,Depot I,604206DDA,MCB,1,81.01
01-06-2025,Depot I,604208DDA,MCB,1,84.27
01-06-2025,Depot I,604208DDE,MCB,1,78.42
01-06-2025,Depot I,605263CO,MCB,11,84.7
01-06-2025,Depot I,62DP-CO40,MCB,4,79.54
01-06-2025,Depot I,62DP-CO63,MCB,15,85.05
01-06-2025,Depot D,601006MB,MCB,8,84.83
01-06-2025,Depot D,601006MC,MCB,28,76.91
01-06-2025,Depot D,601010MB,MCB,11,81.11
01-06-2025,Depot D,601016MB,MCB,13,83.21
01-06-2025,Depot D,601020MB,MCB,8,82.18
01-06-2025,Depot D,601110MC,MCB,7,83.57
01-06-2025,Depot D,601116MC,MCB,23,79.14
01-06-2025,Depot D,601120MC,MCB,7,84.07
01-06-2025,Depot D,601163MC,MCB,1,78.56
01-06-2025,Depot D,601210MC,MCB,4,84.66
01-06-2025,Depot D,601216MC,MCB,6,81.65
01-06-2025,Depot D,601220MC,MCB,1,76.74
01-06-2025,Depot D,601225MC,MCB,2,78.48
01-06-2025,Depot D,601232MC,MCB,24,75.71
01-06-2025,Depot D,601240MC,MCB,7,81.25
01-06-2025,Depot D,601263MC,MCB,8,82.59
01-06-2025,Depot D,601340MC,MCB,1,83.02
01-06-2025,Depot D,601363MC,MCB,5,80.4
01-06-2025,Depot D,601440MC,MCB,1,79.57
01-06-2025,Depot D,601463MC,MCB,1,79.77
01-06-2025,Depot D,601540MC,MCB,1,81.86
01-06-2025,Depot D,601563MC,MCB,2,75.43
01-06-2025,Depot D,602232IS,MCB,9,84.11
01-06-2025,Depot D,602440IS,MCB,2,83.27
01-06-2025,Depot D,602463IS,MCB,3,76.36
01-06-2025,Depot D,603463030R,MCB,1,83.76
01-06-2025,Depot D,604104DDE,MCB,2,75.61
01-06-2025,Depot D,604106DD,MCB,4,78.31
01-06-2025,Depot D,604106DDE,MCB,1,80.06
01-06-2025,Depot D,604108DD,MCB,1,81.4
01-06-2025,Depot D,604108DDE,MCB,1,81.76
01-06-2025,Depot D,604112DD,MCB,1,76.09
01-06-2025,Depot D,604112DDE,MCB,1,79.25
01-06-2025,Depot D,604116DD,MCB,1,80.89
01-06-2025,Depot D,604116DDE,MCB,0,77.65
01-06-2025,Depot D,60420463PS,MCB,0,81.73
01-06-2025,Depot D,604204DD8,MCB,2,79.89
01-06-2025,Depot D,604204DDE,MCB,15,76.81
01-06-2025,Depot D,60420663PS,MCB,0,78.91
01-06-2025,Depot D,604206DD8,MCB,0,80.13
01-06-2025,Depot D,604208DDE,MCB,8,75.99
01-06-2025,Depot D,604216DDA,MCB,1,79.93
01-06-2025,Depot D,605240CO,MCB,3,81.19
01-06-2025,Depot D,605263CO,MCB,3,79.02
01-06-2025,Depot D,62DP-30-R32,MCB,1,79.89
01-06-2025,Depot D,62DP-30-R63,MCB,5,77.65
01-06-2025,Depot D,62DP-CO25,MCB,5,82.12
01-06-2025,Depot D,62DP-CO40,MCB,17,83.32
01-06-2025,Depot D,62DP-CO63,MCB,19,82.52
01-06-2025,Depot D,62FP-30-R32,MCB,1,84.89
01-06-2025,Depot D,62FP-30-R63,MCB,1,80.05
01-06-2025,Depot J,601006MB,MCB,28,79.75
01-06-2025,Depot J,601006MC,MCB,12,76.3
01-06-2025,Depot J,601010MB,MCB,9,81.48
01-06-2025,Depot J,601016MB,MCB,9,78.49
01-06-2025,Depot J,601020MB,MCB,11,84.13
01-06-2025,Depot J,601020MC,MCB,8,84.99
01-06-2025,Depot J,601025MC,MCB,8,78.53
01-06-2025,Depot J,601032MB,MCB,5,84.56
01-06-2025,Depot J,601032MC,MCB,14,78.95
01-06-2025,Depot J,601125MC,MCB,2,81.02
01-06-2025,Depot J,601240MC,MCB,2,75.4
01-06-2025,Depot J,601363MC,MCB,1,79.58
01-06-2025,Depot J,601540MC,MCB,2,80.17
01-06-2025,Depot J,601563MC,MCB,1,84.21
01-06-2025,Depot J,602240IS,MCB,7,75.27
01-06-2025,Depot J,602340IS,MCB,2,77.88
01-06-2025,Depot J,602440IS,MCB,8,80.48
01-06-2025,Depot J,602463IS,MCB,4,77.15
01-06-2025,Depot J,604104DDE,MCB,2,79.91
01-06-2025,Depot J,604104SDE,MCB,1,79.79
01-06-2025,Depot J,604106DD,MCB,1,81.03
01-06-2025,Depot J,604106DDE,MCB,2,75.62
01-06-2025,Depot J,604106SDE,MCB,1,79.37
01-06-2025,Depot J,604108DD,MCB,1,79.9
01-06-2025,Depot J,604108DDE,MCB,7,77.26
01-06-2025,Depot J,604108SDE,MCB,2,79.89
01-06-2025,Depot J,604112DD,MCB,1,79.0
01-06-2025,Depot J,604112DDE,MCB,1,76.55
01-06-2025,Depot J,604112SDE,MCB,1,77.54
01-06-2025,Depot J,604116DD,MCB,1,77.49
01-06-2025,Depot J,604116DDE,MCB,1,83.4
01-06-2025,Depot J,604116SDE,MCB,1,78.01
01-06-2025,Depot J,60420440PS,MCB,0,84.98
01-06-2025,Depot J,60420463PS,MCB,1,82.09
01-06-2025,Depot J,604204DD8,MCB,1,81.78
01-06-2025,Depot J,604204DDE,MCB,0,84.91
01-06-2025,Depot J,60420640PS,MCB,0,81.97
01-06-2025,Depot J,60420663PS,MCB,1,75.19
01-06-2025,Depot J,604206DD8,MCB,0,76.71
01-06-2025,Depot J,604206DDE,MCB,1,79.91
01-06-2025,Depot J,60420840PS,MCB,0,75.33
01-06-2025,Depot J,60420863PS,MCB,1,84.23
01-06-2025,Depot J,604208DDE,MCB,1,81.64
01-06-2025,Depot J,604212DDA,MCB,1,77.64
01-06-2025,Depot J,604216DDA,MCB,1,84.64
01-06-2025,Depot J,6042ME,MCB,5,79.79
01-06-2025,Depot J,6042PE,MCB,2,77.66
01-06-2025,Depot J,6044ME,MCB,1,75.46
01-06-2025,Depot J,6044PE,MCB,17,80.86
01-06-2025,Depot J,6046ME,MCB,1,80.98
01-06-2025,Depot J,605225CO,MCB,1,78.96
01-06-2025,Depot J,605240CO,MCB,2,78.18
01-06-2025,Depot J,605440CO,MCB,1,77.88
01-06-2025,Depot J,605463CO,MCB,1,75.61
01-06-2025,Depot J,62DP-100-R40,MCB,1,78.0
01-06-2025,Depot J,62DP-30-R63,MCB,1,76.86
01-06-2025,Depot J,62DP-CO40,MCB,4,77.1
01-06-2025,Depot J,62DP-CO63,MCB,1,78.5
01-06-2025,Depot J,62FP-100-R40,MCB,1,75.47
01-06-2025,Depot J,62FP-100-R63,MCB,1,76.31
01-06-2025,Depot J,62FP-30-R40,MCB,0,77.91
01-06-2025,Depot J,62FP-30-R63,MCB,2,78.43
01-06-2025,Depot J,62FP-CO40,MCB,1,76.91
01-06-2025,Depot J,62FP-CO63,MCB,12,82.95
01-06-2025,Depot K,601006MB,MCB,57,79.69
01-06-2025,Depot K,601006MC,MCB,74,75.57
01-06-2025,Depot K,601010MB,MCB,35,77.9
01-06-2025,Depot K,601010MC,MCB,162,77.76
01-06-2025,Depot K,601016MB,MCB,9,84.03
01-06-2025,Depot K,601016MC,MCB,148,81.92
01-06-2025,Depot K,601020MB,MCB,10,81.29
01-06-2025,Depot K,601020MC,MCB,61,80.0
01-06-2025,Depot K,601025MB,MCB,12,77.09
01-06-2025,Depot K,601025MC,MCB,146,76.63
01-06-2025,Depot K,601032MB,MCB,17,83.05
01-06-2025,Depot K,601032MC,MCB,108,82.01
01-06-2025,Depot K,601040MC,MCB,36,81.0
01-06-2025,Depot K,601063MC,MCB,19,76.5
01-06-2025,Depot K,601106MC,MCB,37,83.74
01-06-2025,Depot K,601110MC,MCB,20,77.06
01-06-2025,Depot K,601116MC,MCB,2,79.21
01-06-2025,Depot K,601120MC,MCB,7,83.26
01-06-2025,Depot K,601132MC,MCB,7,78.55
01-06-2025,Depot K,601210MC,MCB,10,77.21
01-06-2025,Depot K,601216MC,MCB,1,77.55
01-06-2025,Depot K,601220MC,MCB,9,84.57
01-06-2025,Depot K,601225MC,MCB,4,77.77
01-06-2025,Depot K,601232MC,MCB,23,78.25
01-06-2025,Depot K,601240MC,MCB,2,80.36
01-06-2025,Depot K,601263MC,MCB,30,83.78
01-06-2025,Depot K,601306MC,MCB,2,79.85
01-06-2025,Depot K,601310MC,MCB,4,83.27
01-06-2025,Depot K,601320MC,MCB,5,82.12
01-06-2025,Depot K,601332MC,MCB,3,83.45
01-06-2025,Depot K,601340MC,MCB,1,81.22
01-06-2025,Depot K,601363MC,MCB,2,77.95
01-06-2025,Depot K,601416MC,MCB,1,84.1
01-06-2025,Depot K,601432MC,MCB,1,84.88
01-06-2025,Depot K,601463MC,MCB,9,77.82
01-06-2025,Depot K,601532MC,MCB,2,76.06
01-06-2025,Depot K,601540MC,MCB,1,83.41
01-06-2025,Depot K,601563MC,MCB,2,80.48
01-06-2025,Depot K,602232IS,MCB,1,79.01
01-06-2025,Depot K,602240IS,MCB,79,79.8
01-06-2025,Depot K,602263IS,MCB,90,76.07
01-06-2025,Depot K,602463IS,MCB,1,83.3
01-06-2025,Depot K,604104DDE,MCB,5,79.38
01-06-2025,Depot K,604104SDE,MCB,2,76.36
01-06-2025,Depot K,604106DD,MCB,2,80.88
01-06-2025,Depot K,604106DDE,MCB,9,82.66
01-06-2025,Depot K,604106SDE,MCB,1,78.62
01-06-2025,Depot K,604108DD,MCB,4,77.97
01-06-2025,Depot K,604108DDE,MCB,8,79.57
01-06-2025,Depot K,604108SDE,MCB,2,84.92
01-06-2025,Depot K,604112DD,MCB,1,77.87
01-06-2025,Depot K,604112DDE,MCB,8,75.81
01-06-2025,Depot K,604112SDE,MCB,1,82.58
01-06-2025,Depot K,604116DD,MCB,1,83.01
01-06-2025,Depot K,604116DDE,MCB,3,81.02
01-06-2025,Depot K,604116SDE,MCB,1,75.11
01-06-2025,Depot K,604204DDE,MCB,3,82.33
01-06-2025,Depot K,604206DDA,MCB,3,84.01
01-06-2025,Depot K,604206DDE,MCB,1,77.64
01-06-2025,Depot K,604208DDA,MCB,3,78.69
01-06-2025,Depot K,604208DDE,MCB,0,78.11
01-06-2025,Depot K,604212DDA,MCB,3,75.41
01-06-2025,Depot K,6042PE,MCB,13,81.45
01-06-2025,Depot K,6044ME,MCB,18,82.63
01-06-2025,Depot K,6044PE,MCB,37,83.2
01-06-2025,Depot K,605225CO,MCB,1,83.25
01-06-2025,Depot K,605240CO,MCB,1,75.09
01-06-2025,Depot K,605263CO,MCB,2,85.02
01-06-2025,Depot K,62DP-100-R32,MCB,1,84.05
01-06-2025,Depot K,62DP-100-R40,MCB,1,80.13
01-06-2025,Depot K,62DP-100-R63,MCB,1,76.75
01-06-2025,Depot K,62DP-30-R32,MCB,3,77.4
01-06-2025,Depot K,62DP-30-R40,MCB,4,80.5
01-06-2025,Depot K,62DP-30-R63,MCB,3,75.57
01-06-2025,Depot K,62DP-CO40,MCB,5,83.06
01-06-2025,Depot K,62FP-30-R32,MCB,1,78.79
01-06-2025,Depot K,62FP-30-R40,MCB,2,83.57
01-06-2025,Depot K,62FP-30-R63,MCB,3,75.11
01-06-2025,Depot L,601006MB,MCB,61,80.06
01-06-2025,Depot L,601006MC,MCB,60,83.27
01-06-2025,Depot L,601010MB,MCB,590,76.43
01-06-2025,Depot L,601010MC,MCB,466,82.87
01-06-2025,Depot L,601016MB,MCB,637,81.14
01-06-2025,Depot L,601016MC,MCB,266,83.12
01-06-2025,Depot L,601020MB,MCB,198,79.77
01-06-2025,Depot L,601020MC,MCB,162,80.96
01-06-2025,Depot L,601025MB,MCB,234,77.11
01-06-2025,Depot L,601025MC,MCB,127,81.12
