Month,Region,SKU,Quantity,Price,Fitted,Revenue,Percentage Change,Projected Revenue,Projected Demand,
01-Jan-22,North,C,267,71,216,18957,5,19905,251,
01-Feb-22,North,C,150,99,131,14850,5,15593,141,
01-Mar-22,North,C,126,94,113,11844,5,12436,118,
01-Apr-22,North,C,293,84,243,24612,5,25843,275,
01-May-22,North,C,275,55,228,15125,5,15881,259,
01-Jun-22,North,C,137,96,121,13152,5,13810,129,
01-Jul-22,North,C,283,67,255,18961,5,19909,266,
01-Aug-22,North,C,290,80,235,23200,5,24360,273,
01-Sep-22,North,C,292,73,242,21316,5,22382,274,
01-Oct-22,North,C,116,70,100,8120,5,8526,109,
01-Nov-22,North,C,150,70,129,10500,5,11025,141,
01-Dec-22,North,C,155,74,129,11470,5,12044,146,
01-Jan-23,North,C,122,57,100,6954,5,7302,115,
01-Feb-23,North,C,232,85,188,19720,5,20706,218,
01-Mar-23,North,C,165,63,147,10395,5,10915,155,
01-Apr-23,North,C,295,83,260,24485,5,25709,277,
01-May-23,North,C,215,80,178,17200,5,18060,202,
01-Jun-23,North,C,140,77,122,10780,5,11319,132,
01-Jul-23,North,C,139,55,122,7645,5,8027,131,
01-Aug-23,North,C,145,64,117,9280,5,9744,136,
01-Sep-23,North,C,101,90,86,9090,5,9545,95,
01-Oct-23,North,C,285,100,254,28500,5,29925,268,
01-Nov-23,North,C,230,57,193,13110,5,13766,216,
01-Dec-23,North,C,118,75,105,8850,5,9293,111,
01-Jan-24,North,C,103,76,92,7828,5,8219,97,
01-Feb-24,North,C,205,76,178,15580,5,16359,193,
01-Mar-24,North,C,166,81,146,13446,5,14118,156,
01-Apr-24,North,C,243,53,214,12879,5,13523,228,
01-May-24,North,C,295,53,263,15635,5,16417,277,
01-Jun-24,North,C,238,72,214,17136,5,17993,224,
01-Jul-24,North,C,214,86,180,18404,5,19324,201,
01-Aug-24,North,C,259,99,225,25641,5,26923,243,
01-Sep-24,North,C,214,94,175,20116,5,21122,201,
01-Oct-24,North,C,121,90,109,10890,5,11435,114,
01-Nov-24,North,C,140,99,120,13860,5,14553,132,
01-Dec-24,North,C,103,63,93,6489,5,6813,97,
01-Jan-25,North,C,104,59,87,6136,5,6443,98,
01-Feb-25,North,C,185,84,154,15540,5,16317,174,
01-Mar-25,North,C,252,69,219,17388,5,18257,237,
01-Apr-21,North,C,102,64,84,6528,-2,6397,104,
01-May-21,North,C,273,94,240,25662,-2,25149,280,
01-Jun-21,North,C,140,78,118,10920,-2,10702,143,
01-Jul-21,North,C,248,71,213,17608,-2,17256,254,
01-Aug-21,North,C,237,92,201,21804,-2,21368,243,
01-Sep-21,North,C,252,78,224,19656,-2,19263,258,
01-Oct-21,North,C,188,84,165,15792,-2,15476,193,
01-Nov-21,North,C,182,63,149,11466,-2,11237,186,
01-Dec-21,North,C,131,86,117,11266,-2,11041,134,
01-Jan-22,North,C,119,83,96,9877,-2,9679,122,
01-Feb-22,North,C,132,52,115,6864,-2,6727,135,
01-Mar-22,North,C,291,75,239,21825,-2,21389,298,
01-Apr-22,North,C,216,74,175,15984,-2,15664,221,
01-May-22,North,C,284,85,241,24140,-2,23657,291,
01-Jun-22,North,C,110,58,95,6380,-2,6252,113,
01-Jul-22,North,C,127,94,105,11938,-2,11699,130,
01-Aug-22,North,C,158,52,141,8216,-2,8052,162,
01-Sep-22,North,C,121,83,100,10043,-2,9842,124,
01-Oct-22,North,C,114,92,96,10488,-2,10278,117,
01-Nov-22,North,C,240,87,204,20880,-2,20462,246,
01-Dec-22,North,C,201,54,179,10854,-2,10637,206,
01-Jan-23,North,C,270,66,232,17820,-2,17464,276,
01-Feb-23,North,C,266,85,239,22610,-2,22158,272,
01-Mar-23,North,C,178,82,150,14596,-2,14304,182,
01-Apr-23,North,C,193,66,170,12738,-2,12483,198,
01-May-23,North,C,211,94,175,19834,-2,19437,216,
01-Jun-23,North,C,164,62,143,10168,-2,9965,168,
01-Jul-23,North,C,272,59,223,16048,-2,15727,279,
01-Aug-23,North,C,242,78,206,18876,-2,18498,248,
01-Sep-23,North,C,155,67,130,10385,-2,10177,159,
01-Oct-23,North,C,294,73,259,21462,-2,21033,301,
01-Nov-23,North,C,195,87,168,16965,-2,16626,200,
01-Dec-23,North,C,298,69,262,20562,-2,20151,305,
01-Jan-24,North,C,185,77,152,14245,-2,13960,189,
01-Feb-24,North,C,132,98,111,12936,-2,12677,135,
01-Mar-24,North,C,105,58,85,6090,-2,5968,108,
01-Apr-24,North,C,174,54,141,9396,-2,9208,178,
01-May-24,North,C,291,95,250,27645,-2,27092,298,
01-Jun-24,North,C,123,63,100,7749,-2,7594,126,
01-Jul-24,North,C,109,56,89,6104,-2,5982,112,
01-Aug-24,North,C,255,69,209,17595,-2,17243,261,
01-Sep-24,North,C,193,93,156,17949,-2,17590,198,
01-Oct-24,North,C,287,60,247,17220,-2,16876,294,
01-Nov-24,North,C,222,57,198,12654,-2,12401,227,
01-Dec-24,North,C,290,75,258,21750,-2,21315,297,
01-Jan-25,North,C,212,78,182,16536,-2,16205,217,
01-Feb-25,North,C,102,82,91,8364,-2,8197,104,
01-Mar-25,North,C,223,77,196,17171,-2,16828,228,
01-Apr-21,North,C,212,67,182,14204,-2,13920,217,
01-May-21,North,C,223,50,198,11150,-2,10927,228,
01-Jun-21,North,C,144,100,120,14400,-2,14112,147,
01-Jul-21,North,C,107,60,88,6420,-2,6292,110,
01-Aug-21,North,C,144,75,122,10800,-2,10584,147,
01-Sep-21,North,C,173,63,154,10899,-2,10681,177,
01-Oct-21,North,C,166,91,144,15106,-2,14804,170,
01-Nov-21,North,C,140,87,120,12180,-2,11936,143,
01-Dec-21,North,C,133,68,116,9044,-2,8863,136,
01-Jan-22,North,C,267,71,216,18957,-2,18578,273,
01-Feb-22,North,C,150,99,131,14850,-2,14553,154,
01-Mar-22,North,C,126,94,113,11844,-2,11607,129,
01-Apr-22,North,C,293,84,243,24612,-2,24120,300,
01-May-22,North,C,275,55,228,15125,-2,14823,282,
01-Jun-22,North,C,137,96,121,13152,-2,12889,140,
01-Jul-22,North,C,283,67,255,18961,-2,18582,290,
01-Aug-22,North,C,290,80,235,23200,-2,22736,297,
01-Sep-22,North,C,292,73,242,21316,-2,20890,299,
01-Oct-22,North,C,116,70,100,8120,-2,7958,119,
01-Nov-22,North,C,150,70,129,10500,-2,10290,154,
01-Dec-22,North,C,155,74,129,11470,-2,11241,159,
01-Jan-23,North,C,122,57,100,6954,-2,6815,125,
01-Feb-23,North,C,232,85,188,19720,-2,19326,238,
01-Mar-23,North,C,165,63,147,10395,-2,10187,169,
01-Apr-23,North,C,295,83,260,24485,-2,23995,302,
01-May-23,North,C,215,80,178,17200,-2,16856,220,
01-Jun-23,North,C,140,77,122,10780,-2,10564,143,
01-Jul-23,North,C,139,55,122,7645,-2,7492,142,
01-Aug-23,North,C,145,64,117,9280,-2,9094,148,
01-Sep-23,North,C,101,90,86,9090,-2,8908,103,
01-Oct-23,North,C,285,100,254,28500,-2,27930,292,
01-Nov-23,North,C,230,57,193,13110,-2,12848,236,
01-Dec-23,North,C,118,75,105,8850,-2,8673,121,
01-Jan-24,North,C,103,76,92,7828,-2,7671,105,
01-Feb-24,North,C,205,76,178,15580,-2,15268,210,
01-Mar-24,North,C,166,81,146,13446,-2,13177,170,
01-Apr-24,North,C,243,53,214,12879,-2,12621,249,
01-May-24,North,C,295,53,263,15635,-2,15322,302,
01-Jun-24,North,C,238,72,214,17136,-2,16793,244,
01-Jul-24,North,C,214,86,180,18404,-2,18036,219,
01-Aug-24,North,C,259,99,225,25641,-2,25128,265,
01-Sep-24,North,C,214,94,175,20116,-2,19714,219,
01-Oct-24,North,C,121,90,109,10890,-2,10672,124,
01-Nov-24,North,C,140,99,120,13860,-2,13583,143,
01-Dec-24,North,C,103,63,93,6489,-2,6359,105,
01-Jan-25,North,C,104,59,87,6136,-2,6013,106,
01-Feb-25,North,C,185,84,154,15540,-2,15229,189,
01-Mar-25,North,C,252,69,219,17388,-2,17040,258,
01-Apr-21,North,C,102,64,84,6528,-3,6332,106,
01-May-21,North,C,273,94,240,25662,-3,24892,283,
01-Jun-21,North,C,140,78,118,10920,-3,10592,145,
01-Jul-21,North,C,248,71,213,17608,-3,17080,257,
01-Aug-21,North,C,237,92,201,21804,-3,21150,246,
01-Sep-21,North,C,252,78,224,19656,-3,19066,262,
01-Oct-21,North,C,188,84,165,15792,-3,15318,195,
01-Nov-21,North,C,182,63,149,11466,-3,11122,189,
01-Dec-21,North,C,131,86,117,11266,-3,10928,136,
01-Jan-22,North,C,119,83,96,9877,-3,9581,124,
01-Feb-22,North,C,132,52,115,6864,-3,6658,137,
01-Mar-22,North,C,291,75,239,21825,-3,21170,302,
01-Apr-22,North,C,216,74,175,15984,-3,15504,224,
01-May-22,North,C,284,85,241,24140,-3,23416,295,
01-Jun-22,North,C,110,58,95,6380,-3,6189,114,
01-Jul-22,North,C,127,94,105,11938,-3,11580,132,
01-Aug-22,North,C,158,52,141,8216,-3,7970,164,
01-Sep-22,North,C,121,83,100,10043,-3,9742,126,
01-Oct-22,North,C,114,92,96,10488,-3,10173,118,
01-Nov-22,North,C,240,87,204,20880,-3,20254,249,
01-Dec-22,North,C,201,54,179,10854,-3,10528,209,
01-Jan-23,North,C,270,66,232,17820,-3,17285,280,
01-Feb-23,North,C,266,85,239,22610,-3,21932,276,
01-Mar-23,North,C,178,82,150,14596,-3,14158,185,
01-Apr-23,North,C,193,66,170,12738,-3,12356,200,
01-May-23,North,C,211,94,175,19834,-3,19239,219,
01-Jun-23,North,C,164,62,143,10168,-3,9863,170,
01-Jul-23,North,C,272,59,223,16048,-3,15567,282,
01-Aug-23,North,C,242,78,206,18876,-3,18310,251,
01-Sep-23,North,C,155,67,130,10385,-3,10073,161,
01-Oct-23,North,C,294,73,259,21462,-3,20818,305,
01-Nov-23,North,C,195,87,168,16965,-3,16456,202,
01-Dec-23,North,C,298,69,262,20562,-3,19945,309,
01-Jan-24,North,C,185,77,152,14245,-3,13818,192,
01-Feb-24,North,C,132,98,111,12936,-3,12548,137,
01-Mar-24,North,C,105,58,85,6090,-3,5907,109,
01-Apr-24,North,C,174,54,141,9396,-3,9114,181,
01-May-24,North,C,291,95,250,27645,-3,26816,302,
01-Jun-24,North,C,123,63,100,7749,-3,7517,128,
01-Jul-24,North,C,109,56,89,6104,-3,5921,113,
01-Aug-24,North,C,255,69,209,17595,-3,17067,265,
01-Sep-24,North,C,193,93,156,17949,-3,17411,200,
01-Oct-24,North,C,287,60,247,17220,-3,16703,298,
01-Nov-24,North,C,222,57,198,12654,-3,12274,230,
01-Dec-24,North,C,290,75,258,21750,-3,21098,301,
01-Jan-25,North,C,212,78,182,16536,-3,16040,220,
01-Feb-25,North,C,102,82,91,8364,-3,8113,106,
01-Mar-25,North,C,223,77,196,17171,-3,16656,231,
01-Apr-21,North,C,212,67,182,14204,-3,13778,220,
01-May-21,North,C,223,50,198,11150,-3,10816,231,
01-Jun-21,North,C,144,100,120,14400,-3,13968,149,
01-Jul-21,North,C,107,60,88,6420,-3,6227,111,
01-Aug-21,North,C,144,75,122,10800,-3,10476,149,
01-Sep-21,North,C,173,63,154,10899,-3,10572,180,
01-Oct-21,North,C,166,91,144,15106,-3,14653,172,
01-Nov-21,North,C,140,87,120,12180,-3,11815,145,
01-Dec-21,North,C,133,68,116,9044,-3,8773,138,
01-Jan-22,North,C,267,71,216,18957,-3,18388,277,
01-Feb-22,North,C,150,99,131,14850,-3,14405,156,
01-Mar-22,North,C,126,94,113,11844,-3,11489,131,
01-Apr-22,North,C,293,84,243,24612,-3,23874,304,
01-May-22,North,C,275,55,228,15125,-3,14671,285,
01-Jun-22,North,C,137,96,121,13152,-3,12757,142,
01-Jul-22,North,C,283,67,255,18961,-3,18392,294,
01-Aug-22,North,C,290,80,235,23200,-3,22504,301,
01-Sep-22,North,C,292,73,242,21316,-3,20677,303,
01-Oct-22,North,C,116,70,100,8120,-3,7876,120,
01-Nov-22,North,C,150,70,129,10500,-3,10185,156,
01-Dec-22,North,C,155,74,129,11470,-3,11126,161,
01-Jan-23,North,C,122,57,100,6954,-3,6745,127,
01-Feb-23,North,C,232,85,188,19720,-3,19128,241,
01-Mar-23,North,C,165,63,147,10395,-3,10083,171,
01-Apr-23,North,C,295,83,260,24485,-3,23750,306,
01-May-23,North,C,215,80,178,17200,-3,16684,223,
01-Jun-23,North,C,140,77,122,10780,-3,10457,145,
01-Jul-23,North,C,139,55,122,7645,-3,7416,144,
01-Aug-23,North,C,145,64,117,9280,-3,9002,151,
01-Sep-23,North,C,101,90,86,9090,-3,8817,105,
01-Oct-23,North,C,285,100,254,28500,-3,27645,296,
01-Nov-23,North,C,230,57,193,13110,-3,12717,239,
01-Dec-23,North,C,118,75,105,8850,-3,8585,122,
01-Jan-24,North,C,103,76,92,7828,-3,7593,107,
01-Feb-24,North,C,205,76,178,15580,-3,15113,213,
01-Mar-24,North,C,166,81,146,13446,-3,13043,172,
01-Apr-24,North,C,243,53,214,12879,-3,12493,252,
01-May-24,North,C,295,53,263,15635,-3,15166,306,
01-Jun-24,North,C,238,72,214,17136,-3,16622,247,
01-Jul-24,North,C,214,86,180,18404,-3,17852,222,
01-Aug-24,North,C,259,99,225,25641,-3,24872,269,
01-Sep-24,North,C,214,94,175,20116,-3,19513,222,
01-Oct-24,North,C,121,90,109,10890,-3,10563,126,
01-Nov-24,North,C,140,99,120,13860,-3,13444,145,
01-Dec-24,North,C,103,63,93,6489,-3,6294,107,
01-Jan-25,North,C,104,59,87,6136,-3,5952,108,
01-Feb-25,North,C,185,84,154,15540,-3,15074,192,
01-Mar-25,North,C,252,69,219,17388,-3,16866,262,
01-Apr-21,North,C,102,64,84,6528,-4,6267,107,
01-May-21,North,C,273,94,240,25662,-4,24636,286,
01-Jun-21,North,C,140,78,118,10920,-4,10483,147,
01-Jul-21,North,C,248,71,213,17608,-4,16904,260,
01-Aug-21,North,C,237,92,201,21804,-4,20932,248,
01-Sep-21,North,C,252,78,224,19656,-4,18870,264,
01-Oct-21,North,C,188,84,165,15792,-4,15160,197,
01-Nov-21,North,C,182,63,149,11466,-4,11007,191,
01-Dec-21,North,C,131,86,117,11266,-4,10815,137,
01-Jan-22,North,C,119,83,96,9877,-4,9482,125,
01-Feb-22,North,C,132,52,115,6864,-4,6589,138,
01-Mar-22,North,C,291,75,239,21825,-4,20952,305,
01-Apr-22,North,C,216,74,175,15984,-4,15345,226,
01-May-22,North,C,284,85,241,24140,-4,23174,298,
01-Jun-22,North,C,110,58,95,6380,-4,6125,115,
01-Jul-22,North,C,127,94,105,11938,-4,11460,133,
01-Aug-22,North,C,158,52,141,8216,-4,7887,166,
01-Sep-22,North,C,121,83,100,10043,-4,9641,127,
01-Oct-22,North,C,114,92,96,10488,-4,10068,119,
01-Nov-22,North,C,240,87,204,20880,-4,20045,252,
01-Dec-22,North,C,201,54,179,10854,-4,10420,211,
01-Jan-23,North,C,270,66,232,17820,-4,17107,283,
01-Feb-23,North,C,266,85,239,22610,-4,21706,279,
01-Mar-23,North,C,178,82,150,14596,-4,14012,187,
01-Apr-23,North,C,193,66,170,12738,-4,12228,202,
01-May-23,North,C,211,94,175,19834,-4,19041,221,
01-Jun-23,North,C,164,62,143,10168,-4,9761,172,
01-Jul-23,North,C,272,59,223,16048,-4,15406,285,
01-Aug-23,North,C,242,78,206,18876,-4,18121,254,
01-Sep-23,North,C,155,67,130,10385,-4,9970,162,
01-Oct-23,North,C,294,73,259,21462,-4,20604,308,
01-Nov-23,North,C,195,87,168,16965,-4,16286,204,
01-Dec-23,North,C,298,69,262,20562,-4,19740,312,
01-Jan-24,North,C,185,77,152,14245,-4,13675,194,
01-Feb-24,North,C,132,98,111,12936,-4,12419,138,
01-Mar-24,North,C,105,58,85,6090,-4,5846,110,
01-Apr-24,North,C,174,54,141,9396,-4,9020,182,
01-May-24,North,C,291,95,250,27645,-4,26539,305,
01-Jun-24,North,C,123,63,100,7749,-4,7439,129,
01-Jul-24,North,C,109,56,89,6104,-4,5860,114,
01-Aug-24,North,C,255,69,209,17595,-4,16891,267,
01-Sep-24,North,C,193,93,156,17949,-4,17231,202,
01-Oct-24,North,C,287,60,247,17220,-4,16531,301,
01-Nov-24,North,C,222,57,198,12654,-4,12148,233,
01-Dec-24,North,C,290,75,258,21750,-4,20880,304,
01-Jan-25,North,C,212,78,182,16536,-4,15875,222,
01-Feb-25,North,C,102,82,91,8364,-4,8029,107,
01-Mar-25,North,C,223,77,196,17171,-4,16484,234,
01-Apr-21,North,C,212,67,182,14204,-4,13636,222,
01-May-21,North,C,223,50,198,11150,-4,10704,234,
01-Jun-21,North,C,144,100,120,14400,-4,13824,151,
01-Jul-21,North,C,107,60,88,6420,-4,6163,112,
01-Aug-21,North,C,144,75,122,10800,-4,10368,151,
01-Sep-21,North,C,173,63,154,10899,-4,10463,181,
01-Oct-21,North,C,166,91,144,15106,-4,14502,174,
01-Nov-21,North,C,140,87,120,12180,-4,11693,147,
01-Dec-21,North,C,133,68,116,9044,-4,8682,139,
01-Jan-22,North,C,267,71,216,18957,-4,18199,280,
01-Feb-22,North,C,150,99,131,14850,-4,14256,157,
01-Mar-22,North,C,126,94,113,11844,-4,11370,132,
01-Apr-22,North,C,293,84,243,24612,-4,23628,307,
01-May-22,North,C,275,55,228,15125,-4,14520,288,
01-Jun-22,North,C,137,96,121,13152,-4,12626,144,
01-Jul-22,North,C,283,67,255,18961,-4,18203,297,
01-Aug-22,North,C,290,80,235,23200,-4,22272,304,
01-Sep-22,North,C,292,73,242,21316,-4,20463,306,
01-Oct-22,North,C,116,70,100,8120,-4,7795,122,
01-Nov-22,North,C,150,70,129,10500,-4,10080,157,
01-Dec-22,North,C,155,74,129,11470,-4,11011,162,
01-Jan-23,North,C,122,57,100,6954,-4,6676,128,
01-Feb-23,North,C,232,85,188,19720,-4,18931,243,
01-Mar-23,North,C,165,63,147,10395,-4,9979,173,
01-Apr-23,North,C,295,83,260,24485,-4,23506,309,
01-May-23,North,C,215,80,178,17200,-4,16512,225,
01-Jun-23,North,C,140,77,122,10780,-4,10349,147,
01-Jul-23,North,C,139,55,122,7645,-4,7339,146,
01-Aug-23,North,C,145,64,117,9280,-4,8909,152,
01-Sep-23,North,C,101,90,86,9090,-4,8726,106,
01-Oct-23,North,C,285,100,254,28500,-4,27360,299,
01-Nov-23,North,C,230,57,193,13110,-4,12586,241,
01-Dec-23,North,C,118,75,105,8850,-4,8496,124,
01-Jan-24,North,C,103,76,92,7828,-4,7515,108,
01-Feb-24,North,C,205,76,178,15580,-4,14957,215,
01-Mar-24,North,C,166,81,146,13446,-4,12908,174,
01-Apr-24,North,C,243,53,214,12879,-4,12364,255,
01-May-24,North,C,295,53,263,15635,-4,15010,309,
01-Jun-24,North,C,238,72,214,17136,-4,16451,249,
01-Jul-24,North,C,214,86,180,18404,-4,17668,224,
01-Aug-24,North,C,259,99,225,25641,-4,24615,271,
01-Sep-24,North,C,214,94,175,20116,-4,19311,224,
01-Oct-24,North,C,121,90,109,10890,-4,10454,127,
01-Nov-24,North,C,140,99,120,13860,-4,13306,147,
01-Dec-24,North,C,103,63,93,6489,-4,6229,108,
01-Jan-25,North,C,104,59,87,6136,-4,5891,109,
01-Feb-25,North,C,185,84,154,15540,-4,14918,194,
01-Mar-25,North,C,252,69,219,17388,-4,16692,264,
01-Apr-21,North,C,102,64,84,6528,-5,6202,108,
01-May-21,North,C,273,94,240,25662,-5,24379,289,
01-Jun-21,North,C,140,78,118,10920,-5,10374,148,
01-Jul-21,North,C,248,71,213,17608,-5,16728,263,
01-Aug-21,North,C,237,92,201,21804,-5,20714,251,
01-Sep-21,North,C,252,78,224,19656,-5,18673,267,
01-Oct-21,North,C,188,84,165,15792,-5,15002,199,
01-Nov-21,North,C,182,63,149,11466,-5,10893,193,
01-Dec-21,North,C,131,86,117,11266,-5,10703,139,
01-Jan-22,North,C,119,83,96,9877,-5,9383,126,
01-Feb-22,North,C,132,52,115,6864,-5,6521,140,
01-Mar-22,North,C,291,75,239,21825,-5,20734,308,
01-Apr-22,North,C,216,74,175,15984,-5,15185,229,
01-May-22,North,C,284,85,241,24140,-5,22933,301,
01-Jun-22,North,C,110,58,95,6380,-5,6061,117,
01-Jul-22,North,C,127,94,105,11938,-5,11341,135,
01-Aug-22,North,C,158,52,141,8216,-5,7805,167,
01-Sep-22,North,C,121,83,100,10043,-5,9541,128,
01-Oct-22,North,C,114,92,96,10488,-5,9964,121,
01-Nov-22,North,C,240,87,204,20880,-5,19836,254,
01-Dec-22,North,C,201,54,179,10854,-5,10311,213,
01-Jan-23,North,C,270,66,232,17820,-5,16929,286,
01-Feb-23,North,C,266,85,239,22610,-5,21480,282,
01-Mar-23,North,C,178,82,150,14596,-5,13866,189,
01-Apr-23,North,C,193,66,170,12738,-5,12101,205,
01-May-23,North,C,211,94,175,19834,-5,18842,224,
01-Jun-23,North,C,164,62,143,10168,-5,9660,174,
01-Jul-23,North,C,272,59,223,16048,-5,15246,288,
01-Aug-23,North,C,242,78,206,18876,-5,17932,257,
01-Sep-23,North,C,155,67,130,10385,-5,9866,164,
01-Oct-23,North,C,294,73,259,21462,-5,20389,312,
01-Nov-23,North,C,195,87,168,16965,-5,16117,207,
01-Dec-23,North,C,298,69,262,20562,-5,19534,316,
01-Jan-24,North,C,185,77,152,14245,-5,13533,196,
01-Feb-24,North,C,132,98,111,12936,-5,12289,140,
01-Mar-24,North,C,105,58,85,6090,-5,5786,111,
01-Apr-24,North,C,174,54,141,9396,-5,8926,184,
01-May-24,North,C,291,95,250,27645,-5,26263,308,
01-Jun-24,North,C,123,63,100,7749,-5,7362,130,
01-Jul-24,North,C,109,56,89,6104,-5,5799,116,
01-Aug-24,North,C,255,69,209,17595,-5,16715,270,
01-Sep-24,North,C,193,93,156,17949,-5,17052,205,
01-Oct-24,North,C,287,60,247,17220,-5,16359,304,
01-Nov-24,North,C,222,57,198,12654,-5,12021,235,
01-Dec-24,North,C,290,75,258,21750,-5,20663,307,
01-Jan-25,North,C,212,78,182,16536,-5,15709,225,
01-Feb-25,North,C,102,82,91,8364,-5,7946,108,
01-Mar-25,North,C,223,77,196,17171,-5,16312,236,
01-Apr-21,North,C,212,67,182,14204,-5,13494,225,
01-May-21,North,C,223,50,198,11150,-5,10593,236,
01-Jun-21,North,C,144,100,120,14400,-5,13680,153,
01-Jul-21,North,C,107,60,88,6420,-5,6099,113,
01-Aug-21,North,C,144,75,122,10800,-5,10260,153,
01-Sep-21,North,C,173,63,154,10899,-5,10354,183,
01-Oct-21,North,C,166,91,144,15106,-5,14351,176,
01-Nov-21,North,C,140,87,120,12180,-5,11571,148,
01-Dec-21,North,C,133,68,116,9044,-5,8592,141,
01-Jan-22,North,C,267,71,216,18957,-5,18009,283,
01-Feb-22,North,C,150,99,131,14850,-5,14108,159,
01-Mar-22,North,C,126,94,113,11844,-5,11252,134,
01-Apr-22,North,C,293,84,243,24612,-5,23381,311,
01-May-22,North,C,275,55,228,15125,-5,14369,292,
01-Jun-22,North,C,137,96,121,13152,-5,12494,145,
01-Jul-22,North,C,283,67,255,18961,-5,18013,300,
01-Aug-22,North,C,290,80,235,23200,-5,22040,307,
01-Sep-22,North,C,292,73,242,21316,-5,20250,310,
01-Oct-22,North,C,116,70,100,8120,-5,7714,123,
01-Nov-22,North,C,150,70,129,10500,-5,9975,159,
01-Dec-22,North,C,155,74,129,11470,-5,10897,164,
01-Jan-23,North,C,122,57,100,6954,-5,6606,129,
01-Feb-23,North,C,232,85,188,19720,-5,18734,246,
01-Mar-23,North,C,165,63,147,10395,-5,9875,175,
01-Apr-23,North,C,295,83,260,24485,-5,23261,313,
01-May-23,North,C,215,80,178,17200,-5,16340,228,
01-Jun-23,North,C,140,77,122,10780,-5,10241,148,
01-Jul-23,North,C,139,55,122,7645,-5,7263,147,
01-Aug-23,North,C,145,64,117,9280,-5,8816,154,
01-Sep-23,North,C,101,90,86,9090,-5,8636,107,
01-Oct-23,North,C,285,100,254,28500,-5,27075,302,
01-Nov-23,North,C,230,57,193,13110,-5,12455,244,
01-Dec-23,North,C,118,75,105,8850,-5,8408,125,
01-Jan-24,North,C,103,76,92,7828,-5,7437,109,
01-Feb-24,North,C,205,76,178,15580,-5,14801,217,
01-Mar-24,North,C,166,81,146,13446,-5,12774,176,
01-Apr-24,North,C,243,53,214,12879,-5,12235,258,
01-May-24,North,C,295,53,263,15635,-5,14853,313,
01-Jun-24,North,C,238,72,214,17136,-5,16279,252,
01-Jul-24,North,C,214,86,180,18404,-5,17484,227,
01-Aug-24,North,C,259,99,225,25641,-5,24359,275,
01-Sep-24,North,C,214,94,175,20116,-5,19110,227,
01-Oct-24,North,C,121,90,109,10890,-5,10346,128,
01-Nov-24,North,C,140,99,120,13860,-5,13167,148,
01-Dec-24,North,C,103,63,93,6489,-5,6165,109,
01-Jan-25,North,C,104,59,87,6136,-5,5829,110,
01-Feb-25,North,C,185,84,154,15540,-5,14763,196,
01-Mar-25,North,C,252,69,219,17388,-5,16519,267,
01-Apr-21,South,C,137,95,116,13015,2,13275,134,
01-May-21,South,C,233,71,198,16543,2,16874,227,
01-Jun-21,South,C,170,89,148,15130,2,15433,166,
01-Jul-21,South,C,140,83,119,11620,2,11852,137,
01-Aug-21,South,C,146,53,126,7738,2,7893,142,
01-Sep-21,South,C,242,75,208,18150,2,18513,236,
01-Oct-21,South,C,214,94,180,20116,2,20518,209,
01-Nov-21,South,C,154,80,128,12320,2,12566,150,
01-Dec-21,South,C,170,84,145,14280,2,14566,166,
01-Jan-22,South,C,125,98,103,12250,2,12495,122,
01-Feb-22,South,C,176,72,143,12672,2,12925,172,
01-Mar-22,South,C,136,93,116,12648,2,12901,133,
01-Apr-22,South,C,282,73,243,20586,2,20998,275,
01-May-22,South,C,292,79,263,23068,2,23529,285,
01-Jun-22,South,C,180,90,151,16200,2,16524,176,
01-Jul-22,South,C,214,69,184,14766,2,15061,209,
01-Aug-22,South,C,268,89,217,23852,2,24329,262,
01-Sep-22,South,C,217,53,189,11501,2,11731,212,
01-Oct-22,South,C,214,88,182,18832,2,19209,209,
01-Nov-22,South,C,228,95,205,21660,2,22093,223,
01-Dec-22,South,C,180,68,149,12240,2,12485,176,
01-Jan-23,South,C,201,97,171,19497,2,19887,196,
01-Feb-23,South,C,132,69,112,9108,2,9290,129,
01-Mar-23,South,C,290,64,261,18560,2,18931,283,
01-Apr-23,South,C,210,50,176,10500,2,10710,205,
01-May-23,South,C,143,64,124,9152,2,9335,140,
01-Jun-23,South,C,299,74,251,22126,2,22569,292,
01-Jul-23,South,C,226,65,185,14690,2,14984,221,
01-Aug-23,South,C,130,66,117,8580,2,8752,127,
01-Sep-23,South,C,106,70,90,7420,2,7568,103,
01-Oct-23,South,C,177,88,149,15576,2,15888,173,
01-Nov-23,South,C,225,80,191,18000,2,18360,220,
01-Dec-23,South,C,288,86,248,24768,2,25263,281,
01-Jan-24,South,C,181,52,156,9412,2,9600,177,
01-Feb-24,South,C,160,95,133,15200,2,15504,156,
01-Mar-24,South,C,203,54,175,10962,2,11181,198,
01-Apr-24,South,C,261,82,211,21402,2,21830,255,
01-May-24,South,C,210,75,176,15750,2,16065,205,
01-Jun-24,South,C,266,96,223,25536,2,26047,260,
01-Jul-24,South,C,136,64,114,8704,2,8878,133,
01-Aug-24,South,C,283,75,255,21225,2,21650,276,
01-Sep-24,South,C,128,69,108,8832,2,9009,125,
01-Oct-24,South,C,143,63,117,9009,2,9189,140,
01-Nov-24,South,C,136,56,117,7616,2,7768,133,
01-Dec-24,South,C,234,88,192,20592,2,21004,228,
01-Jan-25,South,C,197,86,164,16942,2,17281,192,
01-Feb-25,South,C,198,80,176,15840,2,16157,193,
