Container ID,Date of Arrival,Size,Gate-In Time,Gate-Out Time,Days in Yard,Yard Location,Importer Name,Cargo Type
CNT110380,6/29/2024,FEU,6/29/2024 3:00,41:02.6,12,Yard B,Importer 9,Hazardous
CNT110381,6/8/2024,TEU,6/8/2024 0:00,29:26.1,1,Yard C,Importer 2,General
CNT110382,6/5/2024,TEU,6/5/2024 11:00,54:51.2,5,Yard C,Importer 10,Reeler_Hazardous
CNT110383,6/17/2024,FEU,6/17/2024 3:00,40:11.9,13,Yard A,Importer 5,Reeler
CNT110384,6/20/2024,FEU,6/20/2024 0:00,02:21.3,4,Yard B,Importer 10,Tank
CNT110385,6/1/2024,FEU,6/1/2024 5:00,48:54.2,9,Yard B,Importer 9,Reeler
CNT110386,6/22/2024,FEU,6/22/2024 23:00,25:53.4,6,Yard A,Importer 5,Reeler_Hazardous
CNT110387,6/18/2024,FEU,6/18/2024 10:00,38:09.4,5,Yard B,Importer 8,Reeler_Hazardous
CNT110388,6/15/2024,FEU,6/15/2024 20:00,07:37.7,11,Yard B,Importer 3,Reeler
CNT110389,6/5/2024,FEU,6/5/2024 17:00,27:34.9,1,Yard A,Importer 5,General
CNT110390,6/7/2024,FEU,6/7/2024 17:00,55:23.5,2,Yard A,Importer 9,Tank_Hazardous
CNT110391,6/18/2024,TEU,6/18/2024 19:00,23:15.6,5,Yard A,Importer 9,Tank
CNT110392,6/6/2024,TEU,6/6/2024 5:00,03:34.1,5,Yard B,Importer 8,Tank
CNT110393,6/22/2024,TEU,6/22/2024 13:00,56:08.6,10,Yard A,Importer 6,Reeler
CNT110394,6/21/2024,FEU,6/21/2024 5:00,08:59.7,11,Yard A,Importer 3,Hazardous
CNT110395,6/5/2024,TEU,6/5/2024 21:00,41:50.1,4,Yard A,Importer 6,Reeler_Hazardous
CNT110396,6/30/2024,TEU,6/30/2024 14:00,15:35.3,10,Yard A,Importer 9,Hazardous
CNT110397,6/19/2024,TEU,6/19/2024 21:00,02:39.6,5,Yard C,Importer 2,Tank
CNT110398,6/10/2024,FEU,6/10/2024 0:00,09:34.4,6,Yard C,Importer 5,Reeler_Hazardous
CNT110399,6/15/2024,TEU,6/15/2024 16:00,52:56.4,13,Yard C,Importer 9,Hazardous
CNT110400,6/10/2024,TEU,6/10/2024 11:00,55:02.3,5,Yard A,Importer 8,Reeler_Hazardous
CNT110401,6/27/2024,TEU,6/27/2024 2:00,00:00.0,16,Yard B,Importer 3,Hazardous
CNT110402,6/16/2024,FEU,6/16/2024 1:00,16:55.9,13,Yard C,Importer 2,Hazardous
CNT110403,6/12/2024,TEU,6/12/2024 22:00,04:06.7,11,Yard A,Importer 3,Hazardous
CNT110404,6/18/2024,TEU,6/18/2024 5:00,22:23.5,13,Yard C,Importer 7,Reeler
CNT110405,6/23/2024,FEU,6/23/2024 4:00,48:41.4,2,Yard C,Importer 8,General
CNT110406,6/1/2024,TEU,6/1/2024 7:00,25:51.1,7,Yard A,Importer 7,Tank
CNT110407,6/16/2024,TEU,6/16/2024 1:00,32:13.8,2,Yard A,Importer 7,Tank_Hazardous
CNT110408,6/22/2024,FEU,6/22/2024 11:00,46:53.2,10,Yard C,Importer 8,Hazardous
CNT110409,6/6/2024,TEU,6/6/2024 6:00,05:29.4,12,Yard A,Importer 8,Hazardous
CNT110410,6/3/2024,FEU,6/3/2024 13:00,03:28.4,8,Yard C,Importer 5,Hazardous
CNT110411,6/2/2024,TEU,6/2/2024 9:00,26:11.6,1,Yard C,Importer 7,General
CNT110412,6/28/2024,TEU,6/28/2024 19:00,53:27.7,15,Yard C,Importer 9,Hazardous
CNT110413,6/2/2024,FEU,6/2/2024 13:00,15:08.5,12,Yard C,Importer 8,Reeler
CNT110414,6/30/2024,FEU,6/30/2024 10:00,17:50.2,7,Yard B,Importer 9,Reeler
CNT110415,6/13/2024,TEU,6/13/2024 18:00,29:55.1,14,Yard B,Importer 5,Hazardous
CNT110416,6/9/2024,TEU,6/9/2024 0:00,24:45.9,1,Yard A,Importer 4,General
CNT110417,6/16/2024,FEU,6/16/2024 1:00,53:09.6,1,Yard B,Importer 6,General
CNT110418,6/27/2024,FEU,6/27/2024 22:00,52:07.9,5,Yard B,Importer 6,Tank
CNT110419,6/5/2024,TEU,6/5/2024 2:00,21:31.5,7,Yard A,Importer 4,Reeler
CNT110420,6/23/2024,FEU,6/23/2024 4:00,15:25.6,5,Yard C,Importer 5,Reeler_Hazardous
CNT110421,6/28/2024,TEU,6/28/2024 10:00,07:11.1,10,Yard B,Importer 5,Hazardous
CNT110422,6/21/2024,TEU,6/21/2024 18:00,54:47.5,7,Yard B,Importer 6,Reeler_Hazardous
CNT110423,6/7/2024,TEU,6/7/2024 6:00,00:12.7,5,Yard B,Importer 1,Tank
CNT110424,6/13/2024,TEU,6/13/2024 15:00,55:05.7,2,Yard B,Importer 2,General
CNT110425,6/20/2024,TEU,6/20/2024 19:00,54:05.4,2,Yard C,Importer 6,General
CNT110426,6/24/2024,TEU,6/24/2024 7:00,31:07.3,5,Yard A,Importer 10,Reeler_Hazardous
CNT110427,6/29/2024,TEU,6/29/2024 23:00,47:55.4,4,Yard B,Importer 5,Tank
CNT110428,6/27/2024,TEU,6/27/2024 3:00,47:49.6,3,Yard B,Importer 6,Reeler_Hazardous
CNT110429,6/30/2024,TEU,6/30/2024 11:00,08:49.8,2,Yard B,Importer 8,Tank_Hazardous
CNT110430,6/26/2024,TEU,6/26/2024 17:00,12:58.7,1,Yard B,Importer 7,General
CNT110431,6/13/2024,FEU,6/13/2024 22:00,13:15.9,11,Yard A,Importer 1,Hazardous
CNT110432,6/27/2024,TEU,6/27/2024 13:00,32:50.4,7,Yard C,Importer 7,Reeler
CNT110433,6/26/2024,FEU,6/26/2024 16:00,37:52.2,6,Yard A,Importer 2,Reeler_Hazardous
CNT110434,6/7/2024,TEU,6/7/2024 11:00,52:43.0,2,Yard B,Importer 8,General
CNT110435,6/10/2024,TEU,6/10/2024 8:00,36:21.9,2,Yard B,Importer 9,Tank_Hazardous
CNT110436,6/15/2024,TEU,6/15/2024 15:00,24:12.1,12,Yard A,Importer 6,Hazardous
CNT110437,6/21/2024,FEU,6/21/2024 20:00,12:36.6,6,Yard C,Importer 7,Tank
CNT110438,6/27/2024,TEU,6/27/2024 9:00,07:00.8,5,Yard C,Importer 6,Reeler_Hazardous
CNT110439,6/6/2024,TEU,6/6/2024 19:00,25:24.9,2,Yard C,Importer 4,General
CNT110440,6/5/2024,FEU,6/5/2024 19:00,43:56.8,13,Yard C,Importer 1,Reeler
CNT110441,6/23/2024,FEU,6/23/2024 10:00,00:00.0,1,Yard A,Importer 5,General
CNT110442,6/28/2024,FEU,6/28/2024 8:00,11:30.7,11,Yard A,Importer 1,Reeler
CNT110443,6/2/2024,TEU,6/2/2024 0:00,19:56.7,11,Yard C,Importer 8,Reeler
CNT110444,6/21/2024,TEU,6/21/2024 15:00,53:13.9,2,Yard A,Importer 8,Tank_Hazardous
CNT110445,6/15/2024,FEU,6/15/2024 3:00,16:08.2,2,Yard A,Importer 1,General
CNT110446,6/26/2024,TEU,6/26/2024 21:00,01:11.0,1,Yard B,Importer 5,General
CNT110447,6/16/2024,FEU,6/16/2024 7:00,39:14.6,7,Yard A,Importer 4,Tank
CNT110448,6/19/2024,FEU,6/19/2024 1:00,20:20.1,2,Yard A,Importer 6,Tank_Hazardous
CNT110449,6/9/2024,FEU,6/9/2024 13:00,48:30.5,6,Yard C,Importer 10,Reeler_Hazardous
CNT110450,6/29/2024,TEU,6/29/2024 23:00,43:50.3,5,Yard A,Importer 3,Tank
CNT110451,6/22/2024,TEU,6/22/2024 8:00,12:41.1,6,Yard C,Importer 6,Tank
CNT110452,6/29/2024,FEU,6/29/2024 23:00,03:59.8,2,Yard B,Importer 7,Tank_Hazardous
CNT110453,6/26/2024,TEU,6/26/2024 13:00,16:18.3,13,Yard B,Importer 8,Hazardous
CNT110454,6/19/2024,TEU,6/19/2024 13:00,28:34.9,12,Yard A,Importer 9,Hazardous
CNT110455,6/7/2024,TEU,6/7/2024 20:00,19:57.8,1,Yard A,Importer 1,Tank_Hazardous
CNT110456,6/4/2024,TEU,6/4/2024 11:00,14:33.8,2,Yard C,Importer 2,Tank_Hazardous
CNT110457,6/30/2024,TEU,6/30/2024 10:00,03:18.4,12,Yard B,Importer 9,Reeler
CNT110458,6/3/2024,FEU,6/3/2024 0:00,11:08.1,5,Yard C,Importer 4,Reeler_Hazardous
CNT110459,6/24/2024,TEU,6/24/2024 21:00,47:55.5,5,Yard A,Importer 7,Reeler_Hazardous
CNT110460,6/29/2024,TEU,6/29/2024 0:00,25:55.8,12,Yard B,Importer 6,Hazardous
CNT110461,6/20/2024,TEU,6/20/2024 10:00,32:45.1,2,Yard A,Importer 9,Tank_Hazardous
CNT110462,6/11/2024,TEU,6/11/2024 19:00,44:11.4,12,Yard B,Importer 8,Hazardous
CNT110463,6/1/2024,FEU,6/1/2024 14:00,46:52.9,2,Yard C,Importer 10,Tank_Hazardous
CNT110464,6/6/2024,FEU,6/6/2024 20:00,45:56.4,2,Yard A,Importer 5,General
CNT110465,6/26/2024,TEU,6/26/2024 22:00,32:23.7,8,Yard A,Importer 1,Reeler
CNT110466,6/11/2024,FEU,6/11/2024 8:00,19:26.1,14,Yard B,Importer 6,Hazardous
CNT110467,6/27/2024,TEU,6/27/2024 19:00,44:10.2,2,Yard C,Importer 3,Tank_Hazardous
CNT110468,6/1/2024,FEU,6/1/2024 20:00,31:00.8,7,Yard B,Importer 8,Tank
CNT110469,6/21/2024,TEU,6/21/2024 21:00,40:10.4,3,Yard B,Importer 1,General
CNT110470,6/7/2024,TEU,6/7/2024 16:00,19:15.0,6,Yard B,Importer 7,Tank
CNT110471,6/6/2024,TEU,6/6/2024 9:00,09:55.4,6,Yard A,Importer 10,Tank
CNT110472,6/14/2024,FEU,6/14/2024 14:00,09:02.3,5,Yard C,Importer 1,Tank
CNT110473,6/2/2024,TEU,6/2/2024 11:00,29:33.2,7,Yard C,Importer 3,Tank
CNT110474,6/27/2024,FEU,6/27/2024 4:00,06:43.3,6,Yard C,Importer 5,Reeler
CNT110475,6/4/2024,TEU,6/4/2024 13:00,47:51.6,8,Yard B,Importer 6,Reeler
CNT110476,6/11/2024,FEU,6/11/2024 9:00,35:22.3,10,Yard C,Importer 8,Reeler
CNT110477,6/15/2024,TEU,6/15/2024 19:00,27:24.6,10,Yard C,Importer 3,Hazardous
CNT110478,6/18/2024,FEU,6/18/2024 0:00,13:40.8,5,Yard A,Importer 8,Tank
CNT110479,6/27/2024,TEU,6/27/2024 15:00,38:16.1,4,Yard A,Importer 7,Tank
CNT110480,6/1/2024,TEU,6/1/2024 3:00,07:48.4,7,Yard A,Importer 10,Tank
CNT110481,6/3/2024,FEU,6/3/2024 4:00,03:25.4,13,Yard B,Importer 4,Reeler
CNT110482,6/3/2024,FEU,6/3/2024 8:00,12:27.5,6,Yard A,Importer 6,Tank
CNT110483,6/28/2024,FEU,6/28/2024 16:00,16:09.4,1,Yard C,Importer 4,General
CNT110484,6/7/2024,TEU,6/7/2024 5:00,06:13.2,1,Yard A,Importer 3,General
CNT110485,6/1/2024,TEU,6/1/2024 23:00,32:24.6,4,Yard B,Importer 2,Tank
CNT110486,6/25/2024,TEU,6/25/2024 4:00,09:09.4,13,Yard A,Importer 2,Hazardous
CNT110487,6/11/2024,TEU,6/11/2024 17:00,10:07.9,13,Yard C,Importer 10,Hazardous
CNT110488,6/6/2024,TEU,6/6/2024 16:00,42:37.8,10,Yard A,Importer 6,Hazardous
CNT110489,6/20/2024,TEU,6/20/2024 20:00,43:57.0,2,Yard A,Importer 8,General
CNT110490,6/3/2024,FEU,6/3/2024 10:00,25:03.9,7,Yard A,Importer 8,Reeler_Hazardous
CNT110491,6/19/2024,FEU,6/19/2024 2:00,05:33.6,9,Yard B,Importer 4,Reeler
CNT110492,6/2/2024,TEU,6/2/2024 5:00,31:43.9,11,Yard B,Importer 9,Hazardous
CNT110493,6/18/2024,TEU,6/18/2024 8:00,19:29.4,9,Yard B,Importer 5,Reeler
CNT110494,6/30/2024,TEU,6/30/2024 12:00,09:34.5,5,Yard B,Importer 4,Reeler_Hazardous
CNT110495,6/12/2024,FEU,6/12/2024 0:00,38:27.2,3,Yard B,Importer 10,Tank_Hazardous
CNT110496,6/29/2024,TEU,6/29/2024 14:00,04:26.7,12,Yard A,Importer 3,Hazardous
CNT110497,6/10/2024,FEU,6/10/2024 19:00,31:00.7,1,Yard A,Importer 3,General
CNT110498,6/5/2024,TEU,6/5/2024 3:00,28:55.4,12,Yard B,Importer 3,Reeler
CNT110499,6/9/2024,TEU,6/9/2024 22:00,43:27.1,2,Yard B,Importer 6,Tank_Hazardous
CNT110500,6/2/2024,FEU,6/2/2024 1:00,50:32.0,5,Yard A,Importer 1,Reeler_Hazardous
CNT110501,6/2/2024,FEU,6/2/2024 15:00,08:47.2,5,Yard C,Importer 8,Reeler_Hazardous
CNT110502,6/28/2024,TEU,6/28/2024 23:00,13:11.4,6,Yard A,Importer 4,Tank
CNT110503,6/6/2024,TEU,6/6/2024 5:00,35:23.5,1,Yard B,Importer 5,General
CNT110504,6/29/2024,FEU,6/29/2024 19:00,52:25.0,2,Yard A,Importer 3,General
CNT110505,6/10/2024,TEU,6/10/2024 14:00,22:55.5,8,Yard B,Importer 5,Reeler
CNT110506,6/18/2024,FEU,6/18/2024 18:00,22:13.3,1,Yard A,Importer 3,General
CNT110507,6/12/2024,FEU,6/12/2024 6:00,43:49.3,2,Yard A,Importer 1,General
CNT110508,6/4/2024,FEU,6/4/2024 10:00,35:09.8,7,Yard A,Importer 9,Reeler_Hazardous
CNT110509,6/22/2024,TEU,6/22/2024 17:00,29:58.9,2,Yard C,Importer 2,General
CNT110510,6/21/2024,TEU,6/21/2024 7:00,20:14.2,5,Yard A,Importer 6,Reeler_Hazardous
CNT110511,6/17/2024,FEU,6/17/2024 1:00,19:05.5,12,Yard A,Importer 3,Hazardous
CNT110512,6/15/2024,TEU,6/15/2024 11:00,15:59.2,6,Yard C,Importer 8,Tank
CNT110513,6/6/2024,TEU,6/6/2024 21:00,56:01.9,4,Yard A,Importer 1,Reeler_Hazardous
CNT110514,6/16/2024,FEU,6/16/2024 7:00,43:17.8,1,Yard C,Importer 8,General
CNT110515,6/17/2024,TEU,6/17/2024 0:00,43:56.3,5,Yard C,Importer 6,Reeler_Hazardous
CNT110516,6/3/2024,FEU,6/3/2024 6:00,22:06.4,2,Yard C,Importer 7,Reeler_Hazardous
CNT110517,6/10/2024,FEU,6/10/2024 8:00,31:32.0,2,Yard A,Importer 7,Reeler_Hazardous
CNT110518,6/5/2024,FEU,6/5/2024 21:00,32:02.7,6,Yard B,Importer 4,Tank
CNT110519,6/14/2024,FEU,6/14/2024 21:00,19:36.2,2,Yard A,Importer 3,Tank_Hazardous
CNT110520,6/26/2024,TEU,6/26/2024 8:00,18:48.3,6,Yard B,Importer 4,Tank
CNT110521,6/29/2024,TEU,6/29/2024 1:00,07:55.5,12,Yard B,Importer 10,Hazardous
CNT110522,6/21/2024,FEU,6/21/2024 3:00,12:56.5,2,Yard C,Importer 7,Tank_Hazardous
CNT110523,6/13/2024,TEU,6/13/2024 13:00,50:45.9,12,Yard C,Importer 10,Hazardous
CNT110524,6/26/2024,FEU,6/26/2024 13:00,46:18.6,2,Yard C,Importer 7,Tank_Hazardous
CNT110525,6/6/2024,FEU,6/6/2024 7:00,54:42.7,2,Yard C,Importer 8,General
CNT110526,6/12/2024,TEU,6/12/2024 20:00,16:26.5,4,Yard A,Importer 6,Reeler_Hazardous
CNT110527,6/26/2024,FEU,6/26/2024 8:00,58:29.5,2,Yard A,Importer 1,Tank_Hazardous
CNT110528,6/8/2024,TEU,6/8/2024 2:00,29:19.1,6,Yard B,Importer 7,Reeler_Hazardous
CNT110529,6/5/2024,TEU,6/5/2024 21:00,13:04.2,12,Yard A,Importer 2,Reeler
CNT110530,6/30/2024,FEU,6/30/2024 21:00,12:51.1,1,Yard A,Importer 7,General
CNT110531,6/15/2024,FEU,6/15/2024 18:00,32:02.9,5,Yard B,Importer 1,Reeler_Hazardous
CNT110532,6/27/2024,TEU,6/27/2024 5:00,34:48.8,7,Yard A,Importer 5,Reeler_Hazardous
CNT110533,6/16/2024,TEU,6/16/2024 0:00,54:50.1,12,Yard A,Importer 7,Hazardous
CNT110534,6/1/2024,TEU,6/1/2024 20:00,13:24.6,5,Yard C,Importer 4,Tank
CNT110535,6/16/2024,TEU,6/16/2024 17:00,06:43.3,2,Yard C,Importer 8,General
CNT110536,6/5/2024,TEU,6/5/2024 7:00,41:47.5,10,Yard B,Importer 6,Reeler
CNT110537,6/3/2024,TEU,6/3/2024 6:00,54:22.3,2,Yard C,Importer 6,Tank_Hazardous
CNT110538,6/20/2024,FEU,6/20/2024 6:00,06:27.5,2,Yard A,Importer 2,General
CNT110539,6/15/2024,FEU,6/15/2024 9:00,32:04.6,12,Yard C,Importer 5,Hazardous
CNT110540,6/13/2024,TEU,6/13/2024 3:00,46:31.8,4,Yard C,Importer 6,Reeler_Hazardous
CNT110541,6/24/2024,TEU,6/24/2024 17:00,45:38.5,5,Yard B,Importer 2,Reeler_Hazardous
CNT110542,6/16/2024,FEU,6/16/2024 18:00,33:02.3,4,Yard A,Importer 2,Reeler_Hazardous
CNT110543,6/23/2024,FEU,6/23/2024 9:00,08:00.9,3,Yard B,Importer 1,Reeler_Hazardous
CNT110544,6/11/2024,FEU,6/11/2024 19:00,37:59.8,13,Yard A,Importer 3,Hazardous
CNT110545,6/21/2024,TEU,6/21/2024 18:00,12:33.0,12,Yard A,Importer 4,Hazardous
CNT110546,6/2/2024,TEU,6/2/2024 2:00,03:32.7,2,Yard A,Importer 4,Tank_Hazardous
CNT110547,6/22/2024,TEU,6/22/2024 16:00,17:42.1,2,Yard C,Importer 3,Tank_Hazardous
CNT110548,6/27/2024,FEU,6/27/2024 0:00,42:08.3,11,Yard B,Importer 6,Reeler
CNT110549,6/6/2024,TEU,6/6/2024 23:00,35:46.1,2,Yard A,Importer 9,General
CNT110550,6/26/2024,TEU,6/26/2024 7:00,22:54.5,7,Yard C,Importer 7,Tank
CNT110551,6/26/2024,TEU,6/26/2024 16:00,04:54.8,2,Yard B,Importer 1,General
CNT110552,6/30/2024,TEU,6/30/2024 3:00,54:38.4,13,Yard C,Importer 7,Reeler
CNT110553,6/27/2024,FEU,6/27/2024 1:00,00:09.4,12,Yard C,Importer 7,Hazardous
CNT110554,6/6/2024,TEU,6/6/2024 16:00,33:10.8,2,Yard A,Importer 2,General
CNT110555,6/14/2024,FEU,6/14/2024 1:00,56:35.6,1,Yard B,Importer 6,General
CNT110556,6/25/2024,TEU,6/25/2024 0:00,55:44.9,4,Yard C,Importer 7,Tank
CNT110557,6/11/2024,TEU,6/11/2024 4:00,54:41.3,2,Yard C,Importer 10,Tank_Hazardous
CNT110558,6/8/2024,TEU,6/8/2024 5:00,51:45.9,13,Yard C,Importer 8,Reeler
CNT110559,6/8/2024,TEU,6/8/2024 11:00,14:00.8,5,Yard C,Importer 8,Tank
CNT110560,6/1/2024,TEU,6/1/2024 23:00,12:02.8,12,Yard A,Importer 8,Reeler
CNT110561,6/21/2024,FEU,6/21/2024 9:00,02:49.6,2,Yard A,Importer 1,Tank_Hazardous
CNT110562,6/7/2024,FEU,6/7/2024 7:00,03:57.9,3,Yard B,Importer 5,Reeler_Hazardous
CNT110563,6/6/2024,TEU,6/6/2024 13:00,44:07.2,2,Yard C,Importer 1,General
CNT110564,6/21/2024,TEU,6/21/2024 3:00,50:11.6,13,Yard A,Importer 8,Hazardous
CNT110565,6/8/2024,FEU,6/8/2024 18:00,12:02.8,8,Yard B,Importer 1,Reeler
CNT110566,6/19/2024,TEU,6/19/2024 4:00,40:23.0,12,Yard B,Importer 8,Hazardous
CNT110567,6/22/2024,TEU,6/22/2024 23:00,17:50.9,3,Yard A,Importer 10,Reeler_Hazardous
CNT110568,6/21/2024,TEU,6/21/2024 20:00,07:52.9,2,Yard A,Importer 9,General
CNT110569,6/24/2024,FEU,6/24/2024 6:00,15:09.8,6,Yard C,Importer 7,Reeler_Hazardous
CNT110570,6/20/2024,TEU,6/20/2024 19:00,40:43.9,14,Yard A,Importer 4,Hazardous
CNT110571,6/8/2024,TEU,6/8/2024 1:00,33:39.9,5,Yard A,Importer 8,Tank
CNT110572,6/26/2024,TEU,6/26/2024 10:00,16:09.8,8,Yard A,Importer 6,Reeler
CNT110573,6/14/2024,TEU,6/14/2024 9:00,05:47.6,3,Yard B,Importer 8,Reeler_Hazardous
CNT110574,6/18/2024,TEU,6/18/2024 17:00,03:37.1,2,Yard A,Importer 3,Tank_Hazardous
CNT110575,6/25/2024,FEU,6/25/2024 1:00,46:48.6,8,Yard B,Importer 3,Reeler_Hazardous
CNT110576,6/29/2024,FEU,6/29/2024 13:00,40:09.7,2,Yard B,Importer 2,Tank_Hazardous
CNT110577,6/16/2024,TEU,6/16/2024 23:00,48:11.5,12,Yard A,Importer 9,Hazardous
CNT110578,6/9/2024,TEU,6/9/2024 9:00,15:13.4,2,Yard B,Importer 2,Tank_Hazardous
CNT110579,6/15/2024,FEU,6/15/2024 5:00,14:41.9,4,Yard C,Importer 4,Reeler_Hazardous
CNT110580,6/30/2024,FEU,6/30/2024 20:00,36:43.1,5,Yard C,Importer 4,Tank
CNT110581,6/26/2024,TEU,6/26/2024 2:00,01:09.5,2,Yard B,Importer 3,Tank_Hazardous
CNT110582,6/10/2024,TEU,6/10/2024 22:00,58:00.2,2,Yard A,Importer 6,Tank_Hazardous
CNT110583,6/29/2024,TEU,6/29/2024 15:00,01:25.4,10,Yard A,Importer 10,Hazardous
CNT110584,6/22/2024,TEU,6/22/2024 7:00,03:12.3,1,Yard B,Importer 9,General
CNT110585,6/16/2024,TEU,6/16/2024 8:00,27:17.6,6,Yard A,Importer 7,Tank
CNT110586,6/4/2024,FEU,6/4/2024 10:00,23:23.1,5,Yard B,Importer 1,Tank
CNT110587,6/20/2024,TEU,6/20/2024 15:00,18:42.5,2,Yard C,Importer 1,General
CNT110588,6/13/2024,FEU,6/13/2024 1:00,49:15.4,11,Yard B,Importer 1,Hazardous
CNT110589,6/22/2024,FEU,6/22/2024 23:00,48:36.5,14,Yard B,Importer 5,Hazardous
CNT110590,6/5/2024,FEU,6/5/2024 4:00,18:06.1,7,Yard C,Importer 2,Tank
CNT110591,6/22/2024,TEU,6/22/2024 0:00,43:09.7,5,Yard C,Importer 6,Reeler_Hazardous
CNT110592,6/7/2024,TEU,6/7/2024 22:00,55:15.9,2,Yard B,Importer 6,Tank_Hazardous
CNT110593,6/23/2024,FEU,6/23/2024 14:00,11:23.9,8,Yard C,Importer 7,Reeler
CNT110594,6/9/2024,FEU,6/9/2024 6:00,27:15.1,5,Yard C,Importer 3,Reeler_Hazardous
CNT110595,6/8/2024,FEU,6/8/2024 15:00,05:02.8,11,Yard A,Importer 10,Hazardous
CNT110596,6/29/2024,TEU,6/29/2024 11:00,46:58.9,6,Yard C,Importer 10,Tank
CNT110597,6/16/2024,TEU,6/16/2024 18:00,38:40.6,10,Yard C,Importer 5,Hazardous
CNT110598,6/6/2024,FEU,6/6/2024 14:00,40:31.9,10,Yard B,Importer 5,Hazardous
CNT110599,6/28/2024,TEU,6/28/2024 2:00,23:02.7,12,Yard C,Importer 1,Reeler
CNT110600,6/16/2024,TEU,6/16/2024 19:00,31:43.7,11,Yard B,Importer 9,Reeler
CNT110601,6/6/2024,TEU,6/6/2024 20:00,11:43.5,2,Yard A,Importer 7,General
CNT110602,6/14/2024,TEU,6/14/2024 20:00,22:00.9,8,Yard B,Importer 4,Reeler_Hazardous
CNT110603,6/21/2024,TEU,6/21/2024 4:00,54:01.8,6,Yard B,Importer 9,Tank
CNT110604,6/1/2024,TEU,6/1/2024 14:00,00:00.0,16,Yard A,Importer 3,Hazardous
CNT110605,6/25/2024,TEU,6/25/2024 21:00,12:44.8,12,Yard A,Importer 4,Reeler
CNT110606,6/9/2024,FEU,6/9/2024 16:00,33:24.9,2,Yard C,Importer 2,Tank_Hazardous
CNT110607,6/25/2024,TEU,6/25/2024 15:00,23:48.2,2,Yard B,Importer 3,Tank_Hazardous
CNT110608,6/27/2024,TEU,6/27/2024 15:00,55:41.9,9,Yard B,Importer 7,Hazardous
CNT110609,6/24/2024,FEU,6/24/2024 22:00,31:56.5,6,Yard B,Importer 3,Tank
CNT110610,6/13/2024,TEU,6/13/2024 11:00,34:40.7,1,Yard A,Importer 2,General
CNT110611,6/26/2024,TEU,6/26/2024 3:00,41:04.8,5,Yard B,Importer 1,Tank
CNT110612,6/29/2024,FEU,6/29/2024 4:00,34:40.3,4,Yard C,Importer 4,Tank
CNT110613,6/19/2024,FEU,6/19/2024 23:00,50:18.6,12,Yard A,Importer 8,Reeler
CNT110614,6/17/2024,TEU,6/17/2024 7:00,33:08.7,12,Yard B,Importer 8,Reeler
CNT110615,6/11/2024,TEU,6/11/2024 11:00,38:02.9,2,Yard A,Importer 8,Tank_Hazardous
CNT110616,6/28/2024,FEU,6/28/2024 4:00,33:01.1,2,Yard A,Importer 8,General
CNT110617,6/28/2024,TEU,6/28/2024 10:00,47:52.9,6,Yard A,Importer 3,Reeler_Hazardous
CNT110618,6/8/2024,FEU,6/8/2024 18:00,17:22.8,13,Yard B,Importer 5,Hazardous
CNT110619,6/23/2024,FEU,6/23/2024 9:00,03:34.7,14,Yard B,Importer 9,Hazardous
CNT110620,6/29/2024,FEU,6/29/2024 23:00,48:19.7,10,Yard C,Importer 9,Reeler
CNT110621,6/5/2024,TEU,6/5/2024 17:00,05:40.8,5,Yard A,Importer 4,Reeler_Hazardous
CNT110622,6/10/2024,TEU,6/10/2024 11:00,32:18.1,7,Yard B,Importer 7,Tank
CNT110623,6/7/2024,FEU,6/7/2024 8:00,04:55.6,2,Yard B,Importer 9,Tank_Hazardous
CNT110624,6/10/2024,TEU,6/10/2024 21:00,20:06.6,1,Yard C,Importer 8,General
CNT110625,6/4/2024,TEU,6/4/2024 9:00,42:55.9,2,Yard B,Importer 10,Tank_Hazardous
CNT110626,6/9/2024,FEU,6/9/2024 19:00,31:49.9,3,Yard B,Importer 6,Reeler_Hazardous
CNT110627,6/27/2024,TEU,6/27/2024 19:00,27:30.2,5,Yard B,Importer 6,Reeler_Hazardous
CNT110628,6/26/2024,TEU,6/26/2024 18:00,46:00.6,14,Yard A,Importer 7,Reeler
CNT110629,6/14/2024,FEU,6/14/2024 20:00,37:31.1,4,Yard C,Importer 8,Reeler_Hazardous
CNT110630,6/2/2024,TEU,6/2/2024 5:00,47:28.1,1,Yard C,Importer 3,General
CNT110631,6/25/2024,TEU,6/25/2024 9:00,18:24.9,3,Yard C,Importer 4,Tank_Hazardous
CNT110632,6/9/2024,TEU,6/9/2024 18:00,24:26.3,2,Yard B,Importer 7,Reeler_Hazardous
CNT110633,6/21/2024,FEU,6/21/2024 8:00,59:58.4,1,Yard B,Importer 10,Tank_Hazardous
CNT110634,6/27/2024,TEU,6/27/2024 15:00,30:08.6,11,Yard B,Importer 6,Reeler
CNT110635,6/1/2024,TEU,6/1/2024 7:00,38:30.3,6,Yard A,Importer 3,Tank
CNT110636,6/23/2024,FEU,6/23/2024 11:00,23:43.7,7,Yard A,Importer 6,Tank
CNT110637,6/10/2024,FEU,6/10/2024 21:00,00:22.0,13,Yard C,Importer 10,Reeler
CNT110638,6/10/2024,TEU,6/10/2024 4:00,11:14.1,11,Yard A,Importer 2,Reeler
CNT110639,6/20/2024,FEU,6/20/2024 10:00,06:44.1,2,Yard A,Importer 4,Tank_Hazardous
CNT110640,6/25/2024,TEU,6/25/2024 18:00,10:26.7,6,Yard B,Importer 6,Tank
