Order ID,Order State,Region (Order),Inventory Location,Region (Inventory),Process,Responsible Person,Subprocess,Sub TAT (Days),Sub Actual Start Date,Sub Actual End Date,Status Type,Quantity,Actual Days,Order Start Date,Process Sequence,Subprocess Sequence,Client Name
ORD0984,Ranchi,South,Chennai,South,Procurement,UCI Procurement,Receive Raw Material,5,6-Jul-25,12-Jul-25,Delay,373,6,3-Jun-25,2,5,Client D
ORD0997,Delhi,West,Chennai,South,Procurement,UCI Procurement,Receive Raw Material,5,17-Sep-25,23-Sep-25,Delay,1407,6,23-Aug-25,2,5,Client G
ORD1032,Jaipur,West,Bangalore,South,Procurement,UCI Procurement,Receive Raw Material,5,7-Aug-25,13-Aug-25,Delay,757,6,7-Jul-25,2,5,Client I
ORD1050,Nagpur,West,Bangalore,South,Procurement,UCI Procurement,Receive Raw Material,5,20-Jul-25,26-Jul-25,Delay,539,6,23-Jun-25,2,5,Client E
ORD1080,Mumbai,North,Bangalore,South,Procurement,UCI Procurement,Receive Raw Material,5,8-Sep-25,14-Sep-25,Delay,1350,6,7-Aug-25,2,5,Client I
ORD1123,Vishakhapatnam,South,Valsad,West,Procurement,UCI Procurement,Receive Raw Material,5,30-Aug-25,5-Sep-25,Delay,1015,6,1-Aug-25,2,5,Client B
ORD1216,Chennai,North,Indore,West,Procurement,UCI Procurement,Receive Raw Material,5,18-Sep-25,24-Sep-25,Delay,487,6,22-Aug-25,2,5,Client F
ORD1258,Ahmedabad,South,Raipur,East,Procurement,UCI Procurement,Receive Raw Material,5,28-Sep-25,4-Oct-25,Delay,881,6,26-Aug-25,2,5,Client C
ORD1263,Guwahati,East,Assam,West,Procurement,UCI Procurement,Receive Raw Material,5,21-Aug-25,27-Aug-25,Delay,354,6,21-Jul-25,2,5,Client E
ORD1276,Ahmedabad,West,Patna,North,Procurement,UCI Procurement,Receive Raw Material,5,25-Sep-25,1-Oct-25,Delay,1277,6,24-Aug-25,2,5,Client F
ORD1283,Guwahati,East,Bhiwandi,West,Procurement,UCI Procurement,Receive Raw Material,5,6-Jul-25,12-Jul-25,Delay,1024,6,7-Jun-25,2,5,Client C
ORD1425,Guwahati,South,Lucknow,North,Procurement,UCI Procurement,Receive Raw Material,5,15-Sep-25,21-Sep-25,Delay,767,6,22-Aug-25,2,5,Client I
ORD1443,Mumbai,North,Indore,West,Procurement,UCI Procurement,Receive Raw Material,5,11-Jul-25,17-Jul-25,Delay,733,6,10-Jun-25,2,5,Client G
ORD1527,Ahmedabad,North,Raipur,East,Procurement,UCI Procurement,Receive Raw Material,5,25-Sep-25,1-Oct-25,Delay,387,6,27-Aug-25,2,5,Client G
ORD1535,Bangalore,East,Chennai,South,Procurement,UCI Procurement,Receive Raw Material,5,7-Aug-25,13-Aug-25,Delay,1130,6,9-Jul-25,2,5,Client J
ORD1542,Surat,East,Jaipur,North,Procurement,UCI Procurement,Receive Raw Material,5,15-Sep-25,21-Sep-25,Delay,306,6,16-Aug-25,2,5,Client G
ORD1578,Bangalore,West,Pune,West,Procurement,UCI Procurement,Receive Raw Material,5,3-Sep-25,9-Sep-25,Delay,1165,6,7-Aug-25,2,5,Client A
ORD1662,Surat,North,Bangalore,South,Procurement,UCI Procurement,Receive Raw Material,5,9-Aug-25,15-Aug-25,Delay,1039,6,9-Jul-25,2,5,Client E
ORD1696,Jaipur,West,Ghaziabad,North,Procurement,UCI Procurement,Receive Raw Material,5,23-Sep-25,29-Sep-25,Delay,595,6,21-Aug-25,2,5,Client A
ORD1740,Mumbai,West,Kerala,South,Procurement,UCI Procurement,Receive Raw Material,5,21-Jul-25,27-Jul-25,Delay,1062,6,21-Jun-25,2,5,Client I
ORD1759,Bhopal,West,Ghaziabad,North,Procurement,UCI Procurement,Receive Raw Material,5,23-Jul-25,29-Jul-25,Delay,736,6,24-Jun-25,2,5,Client G
ORD1771,Mumbai,South,Haridwar,North,Procurement,UCI Procurement,Receive Raw Material,5,5-Jul-25,11-Jul-25,Delay,602,6,8-Jun-25,2,5,Client G
ORD1829,Guwahati,North,Mirzapur,West,Procurement,UCI Procurement,Receive Raw Material,5,22-Aug-25,28-Aug-25,Delay,852,6,24-Jul-25,2,5,Client G
ORD1857,Chennai,West,Jaipur,North,Procurement,UCI Procurement,Receive Raw Material,5,4-Jul-25,10-Jul-25,Delay,1009,6,6-Jun-25,2,5,Client H
ORD1864,Guwahati,East,Bangalore,South,Procurement,UCI Procurement,Receive Raw Material,5,18-Aug-25,24-Aug-25,Delay,832,6,20-Jul-25,2,5,Client J
ORD1896,Guwahati,West,Mirzapur,West,Procurement,UCI Procurement,Receive Raw Material,5,30-Jul-25,5-Aug-25,Delay,665,6,2-Jul-25,2,5,Client A
ORD1932,Surat,East,Haridwar,North,Procurement,UCI Procurement,Receive Raw Material,5,26-Aug-25,1-Sep-25,Delay,1230,6,21-Jul-25,2,5,Client E
ORD1949,Chennai,North,Indore,West,Procurement,UCI Procurement,Receive Raw Material,5,11-Jul-25,17-Jul-25,Delay,831,6,8-Jun-25,2,5,Client I
ORD1977,Chandigarh,South,Patna,North,Procurement,UCI Procurement,Receive Raw Material,5,3-Aug-25,9-Aug-25,Delay,754,6,6-Jul-25,2,5,Client B
ORD2011,Kolkata,North,Raipur,East,Procurement,UCI Procurement,Receive Raw Material,5,30-Aug-25,5-Sep-25,Delay,667,6,31-Jul-25,2,5,Client A
ORD2031,Guwahati,North,Ghaziabad,North,Procurement,UCI Procurement,Receive Raw Material,5,20-Sep-25,26-Sep-25,Delay,1243,6,27-Aug-25,2,5,Client G
ORD2088,Bhopal,North,Jaipur,North,Procurement,UCI Procurement,Receive Raw Material,5,31-Aug-25,6-Sep-25,Delay,1208,6,5-Aug-25,2,5,Client I
ORD2106,Chandigarh,North,Indore,West,Procurement,UCI Procurement,Receive Raw Material,5,9-Sep-25,15-Sep-25,Delay,1497,6,21-Aug-25,2,5,Client E
ORD2147,Chandigarh,East,Assam,West,Procurement,UCI Procurement,Receive Raw Material,5,27-Jul-25,2-Aug-25,Delay,534,6,25-Jun-25,2,5,Client F
ORD2254,Surat,East,Patna,North,Procurement,UCI Procurement,Receive Raw Material,5,18-Sep-25,24-Sep-25,Delay,728,6,20-Aug-25,2,5,Client G
ORD2268,Surat,South,Ghaziabad,North,Procurement,UCI Procurement,Receive Raw Material,5,25-Aug-25,31-Aug-25,Delay,423,6,27-Jul-25,2,5,Client E
ORD2301,Delhi,North,Kerala,South,Procurement,UCI Procurement,Receive Raw Material,5,26-Jun-25,2-Jul-25,Delay,838,6,2-Jun-25,2,5,Client F
ORD2316,Bangalore,East,Raipur,East,Procurement,UCI Procurement,Receive Raw Material,5,8-Sep-25,14-Sep-25,Delay,1067,6,9-Aug-25,2,5,Client F
ORD2320,Nagpur,North,Jaipur,North,Procurement,UCI Procurement,Receive Raw Material,5,6-Jul-25,12-Jul-25,Delay,1244,6,2-Jun-25,2,5,Client I
ORD2358,Ranchi,South,Lucknow,North,Procurement,UCI Procurement,Receive Raw Material,5,24-Jul-25,30-Jul-25,Delay,458,6,22-Jun-25,2,5,Client E
ORD2361,Chandigarh,East,Valsad,West,Procurement,UCI Procurement,Receive Raw Material,5,5-Aug-25,11-Aug-25,Delay,673,6,2-Jul-25,2,5,Client C
ORD2378,Surat,West,Haridwar,North,Procurement,UCI Procurement,Receive Raw Material,5,30-Aug-25,5-Sep-25,Delay,656,6,1-Aug-25,2,5,Client C
ORD2410,Jaipur,South,Bhiwandi,West,Procurement,UCI Procurement,Receive Raw Material,5,21-Jul-25,27-Jul-25,Delay,1205,6,21-Jun-25,2,5,Client A
ORD2497,Guwahati,East,Haridwar,North,Procurement,UCI Procurement,Receive Raw Material,5,2-Jul-25,8-Jul-25,Delay,497,6,7-Jun-25,2,5,Client G
ORD0002,Guwahati,East,Kerala,South,Procurement,UCI Procurement,Send PO to Supplier,5,10-Jul-25,16-Jul-25,Delay,930,6,15-Jun-25,2,4,Client B
ORD0017,Vishakhapatnam,East,Haridwar,North,Procurement,UCI Procurement,Send PO to Supplier,5,25-Jul-25,31-Jul-25,Delay,1243,6,30-Jun-25,2,4,Client D
ORD0048,Chennai,West,Kolkata,East,Procurement,UCI Procurement,Send PO to Supplier,5,7-Aug-25,13-Aug-25,Delay,687,6,9-Jul-25,2,4,Client B
ORD0099,Kolkata,South,Kerala,South,Procurement,UCI Procurement,Send PO to Supplier,5,8-Aug-25,14-Aug-25,Delay,807,6,11-Jul-25,2,4,Client I
ORD0109,Mumbai,South,Pune,West,Procurement,UCI Procurement,Send PO to Supplier,5,3-Jul-25,9-Jul-25,Delay,693,6,8-Jun-25,2,4,Client G
ORD0228,Chandigarh,West,Ghaziabad,North,Procurement,UCI Procurement,Send PO to Supplier,5,26-Aug-25,1-Sep-25,Delay,1164,6,26-Jul-25,2,4,Client B
ORD0303,Vishakhapatnam,North,Indore,West,Procurement,UCI Procurement,Send PO to Supplier,5,24-Jul-25,30-Jul-25,Delay,1422,6,3-Jul-25,2,4,Client E
ORD0370,Ranchi,West,Bhiwandi,West,Procurement,UCI Procurement,Send PO to Supplier,5,1-Aug-25,7-Aug-25,Delay,927,6,3-Jul-25,2,4,Client F
ORD0402,Chennai,West,Chennai,South,Procurement,UCI Procurement,Send PO to Supplier,5,27-Aug-25,2-Sep-25,Delay,502,6,28-Jul-25,2,4,Client F
ORD0447,Ahmedabad,South,Jaipur,North,Procurement,UCI Procurement,Send PO to Supplier,5,23-Sep-25,29-Sep-25,Delay,891,6,28-Aug-25,2,4,Client B
ORD0474,Ranchi,East,Kolkata,East,Procurement,UCI Procurement,Send PO to Supplier,5,22-Sep-25,28-Sep-25,Delay,1084,6,24-Aug-25,2,4,Client H
ORD0511,Surat,South,Bhiwandi,West,Procurement,UCI Procurement,Send PO to Supplier,5,8-Aug-25,14-Aug-25,Delay,903,6,13-Jul-25,2,4,Client B
ORD0516,Bangalore,East,Kolkata,East,Procurement,UCI Procurement,Send PO to Supplier,5,11-Aug-25,17-Aug-25,Delay,744,6,16-Jul-25,2,4,Client C
ORD0548,Delhi,West,Valsad,West,Procurement,UCI Procurement,Send PO to Supplier,5,23-Aug-25,29-Aug-25,Delay,1130,6,25-Jul-25,2,4,Client D
ORD0559,Ranchi,North,Kerala,South,Procurement,UCI Procurement,Send PO to Supplier,5,25-Aug-25,31-Aug-25,Delay,625,6,29-Jul-25,2,4,Client J
ORD0564,Chennai,South,Ghaziabad,North,Procurement,UCI Procurement,Send PO to Supplier,5,10-Jul-25,16-Jul-25,Delay,911,6,19-Jun-25,2,4,Client B
ORD0581,Nagpur,South,Hyderabad,South,Procurement,UCI Procurement,Send PO to Supplier,5,20-Aug-25,26-Aug-25,Delay,531,6,27-Jul-25,2,4,Client J
ORD0588,Jaipur,West,Ghaziabad,North,Procurement,UCI Procurement,Send PO to Supplier,5,1-Jul-25,7-Jul-25,Delay,379,6,5-Jun-25,2,4,Client D
ORD0609,Nagpur,West,Kerala,South,Procurement,UCI Procurement,Send PO to Supplier,5,5-Aug-25,11-Aug-25,Delay,1269,6,7-Jul-25,2,4,Client B
ORD0623,Ahmedabad,North,Indore,West,Procurement,UCI Procurement,Send PO to Supplier,5,11-Jul-25,17-Jul-25,Delay,1455,6,19-Jun-25,2,4,Client C
ORD0634,Bangalore,East,Valsad,West,Procurement,UCI Procurement,Send PO to Supplier,5,29-Jun-25,5-Jul-25,Delay,1223,6,13-Jun-25,2,4,Client B
ORD0636,Ahmedabad,West,Bhiwandi,West,Procurement,UCI Procurement,Send PO to Supplier,5,28-Aug-25,3-Sep-25,Delay,1034,6,28-Jul-25,2,4,Client B
ORD0659,Bhopal,North,Assam,West,Procurement,UCI Procurement,Send PO to Supplier,5,11-Aug-25,17-Aug-25,Delay,1047,6,17-Jul-25,2,4,Client F
ORD0664,Jaipur,North,Mirzapur,West,Procurement,UCI Procurement,Send PO to Supplier,5,6-Aug-25,12-Aug-25,Delay,975,6,6-Jul-25,2,4,Client C
ORD0761,Kolkata,South,Kolkata,East,Procurement,UCI Procurement,Send PO to Supplier,5,3-Jul-25,9-Jul-25,Delay,489,6,4-Jun-25,2,4,Client C
ORD0805,Bhopal,East,Indore,West,Procurement,UCI Procurement,Send PO to Supplier,5,3-Jul-25,9-Jul-25,Delay,843,6,5-Jun-25,2,4,Client B
ORD0848,Mumbai,East,Bhiwandi,West,Procurement,UCI Procurement,Send PO to Supplier,5,23-Jul-25,29-Jul-25,Delay,501,6,21-Jun-25,2,4,Client E
ORD0891,Mumbai,South,Mirzapur,West,Procurement,UCI Procurement,Send PO to Supplier,5,30-Jun-25,6-Jul-25,Delay,375,6,3-Jun-25,2,4,Client A
ORD0921,Chandigarh,South,Indore,West,Procurement,UCI Procurement,Send PO to Supplier,5,27-Jul-25,2-Aug-25,Delay,935,6,11-Jul-25,2,4,Client E
ORD0978,Nagpur,South,Indore,West,Procurement,UCI Procurement,Send PO to Supplier,5,9-Jul-25,15-Jul-25,Delay,506,6,14-Jun-25,2,4,Client C
ORD0990,Kolkata,West,Kolkata,East,Procurement,UCI Procurement,Send PO to Supplier,5,16-Jul-25,22-Jul-25,Delay,762,6,23-Jun-25,2,4,Client F
ORD1039,Kolkata,East,Haridwar,North,Procurement,UCI Procurement,Send PO to Supplier,5,21-Sep-25,27-Sep-25,Delay,697,6,28-Aug-25,2,4,Client H
ORD1046,Bhopal,North,Raipur,East,Procurement,UCI Procurement,Send PO to Supplier,5,12-Jul-25,18-Jul-25,Delay,542,6,14-Jun-25,2,4,Client B
ORD1052,Guwahati,West,Ghaziabad,North,Procurement,UCI Procurement,Send PO to Supplier,5,10-Jul-25,16-Jul-25,Delay,880,6,15-Jun-25,2,4,Client F
ORD1168,Vishakhapatnam,West,Jaipur,North,Procurement,UCI Procurement,Send PO to Supplier,5,31-Jul-25,6-Aug-25,Delay,870,6,5-Jul-25,2,4,Client D
ORD1185,Delhi,West,Chennai,South,Procurement,UCI Procurement,Send PO to Supplier,5,21-Jul-25,27-Jul-25,Delay,571,6,24-Jun-25,2,4,Client I
ORD1247,Chandigarh,West,Kerala,South,Procurement,UCI Procurement,Send PO to Supplier,5,24-Sep-25,30-Sep-25,Delay,1088,6,26-Aug-25,2,4,Client H
ORD1275,Guwahati,North,Pune,West,Procurement,UCI Procurement,Send PO to Supplier,5,26-Aug-25,1-Sep-25,Delay,571,6,24-Jul-25,2,4,Client J
ORD1295,Chennai,South,Pune,West,Procurement,UCI Procurement,Send PO to Supplier,5,10-Aug-25,16-Aug-25,Delay,985,6,17-Jul-25,2,4,Client D
ORD1298,Kolkata,West,Pune,West,Procurement,UCI Procurement,Send PO to Supplier,5,10-Jul-25,16-Jul-25,Delay,1313,6,11-Jun-25,2,4,Client H
ORD1307,Surat,North,Valsad,West,Procurement,UCI Procurement,Send PO to Supplier,5,8-Jul-25,14-Jul-25,Delay,961,6,9-Jun-25,2,4,Client B
ORD1434,Chandigarh,South,Bhiwandi,West,Procurement,UCI Procurement,Send PO to Supplier,5,18-Sep-25,24-Sep-25,Delay,1305,6,21-Aug-25,2,4,Client E
ORD1485,Mumbai,North,Valsad,West,Procurement,UCI Procurement,Send PO to Supplier,5,11-Jul-25,17-Jul-25,Delay,1402,6,16-Jun-25,2,4,Client D
ORD1521,Kolkata,North,Assam,West,Procurement,UCI Procurement,Send PO to Supplier,5,30-Aug-25,5-Sep-25,Delay,1311,6,4-Aug-25,2,4,Client C
ORD1635,Ranchi,East,Mirzapur,West,Procurement,UCI Procurement,Send PO to Supplier,5,6-Jul-25,12-Jul-25,Delay,1367,6,13-Jun-25,2,4,Client H
ORD1683,Chennai,North,Haridwar,North,Procurement,UCI Procurement,Send PO to Supplier,5,2-Sep-25,8-Sep-25,Delay,672,6,7-Aug-25,2,4,Client H
ORD1752,Jaipur,East,Lucknow,North,Procurement,UCI Procurement,Send PO to Supplier,5,8-Aug-25,14-Aug-25,Delay,642,6,8-Jul-25,2,4,Client E
ORD1760,Kolkata,West,Hyderabad,South,Procurement,UCI Procurement,Send PO to Supplier,5,5-Jul-25,11-Jul-25,Delay,764,6,12-Jun-25,2,4,Client D
ORD1777,Guwahati,West,Indore,West,Procurement,UCI Procurement,Send PO to Supplier,5,28-Jun-25,4-Jul-25,Delay,667,6,3-Jun-25,2,4,Client A
ORD1867,Ahmedabad,East,Patna,North,Procurement,UCI Procurement,Send PO to Supplier,5,17-Sep-25,23-Sep-25,Delay,1014,6,23-Aug-25,2,4,Client E
ORD1869,Kolkata,East,Valsad,West,Procurement,UCI Procurement,Send PO to Supplier,5,3-Jul-25,9-Jul-25,Delay,326,6,7-Jun-25,2,4,Client J
ORD1895,Surat,West,Indore,West,Procurement,UCI Procurement,Send PO to Supplier,5,20-Aug-25,26-Aug-25,Delay,355,6,25-Jul-25,2,4,Client J
ORD1941,Kolkata,North,Kerala,South,Procurement,UCI Procurement,Send PO to Supplier,5,16-Aug-25,22-Aug-25,Delay,599,6,28-Jul-25,2,4,Client F
ORD1949,Chennai,North,Indore,West,Procurement,UCI Procurement,Send PO to Supplier,5,5-Jul-25,11-Jul-25,Delay,831,6,8-Jun-25,2,4,Client I
ORD2016,Mumbai,South,Chennai,South,Procurement,UCI Procurement,Send PO to Supplier,5,6-Aug-25,12-Aug-25,Delay,1471,6,7-Jul-25,2,4,Client H
ORD2069,Guwahati,North,Ghaziabad,North,Procurement,UCI Procurement,Send PO to Supplier,5,12-Aug-25,18-Aug-25,Delay,445,6,17-Jul-25,2,4,Client D
ORD2077,Surat,South,Pune,West,Procurement,UCI Procurement,Send PO to Supplier,5,3-Jul-25,9-Jul-25,Delay,1459,6,1-Jun-25,2,4,Client F
ORD2101,Surat,East,Valsad,West,Procurement,UCI Procurement,Send PO to Supplier,5,8-Sep-25,14-Sep-25,Delay,1462,6,14-Aug-25,2,4,Client E
ORD2162,Mumbai,West,Indore,West,Procurement,UCI Procurement,Send PO to Supplier,5,18-Jul-25,24-Jul-25,Delay,1473,6,23-Jun-25,2,4,Client H
ORD2261,Vishakhapatnam,East,Chennai,South,Procurement,UCI Procurement,Send PO to Supplier,5,3-Sep-25,9-Sep-25,Delay,1154,6,10-Aug-25,2,4,Client J
ORD2285,Mumbai,South,Bangalore,South,Procurement,UCI Procurement,Send PO to Supplier,5,31-Aug-25,6-Sep-25,Delay,1328,6,7-Aug-25,2,4,Client I
ORD2354,Nagpur,West,Chennai,South,Procurement,UCI Procurement,Send PO to Supplier,5,23-Jul-25,29-Jul-25,Delay,1066,6,30-Jun-25,2,4,Client D
ORD2379,Mumbai,West,Pune,West,Procurement,UCI Procurement,Send PO to Supplier,5,15-Jul-25,21-Jul-25,Delay,300,6,23-Jun-25,2,4,Client I
ORD2391,Chandigarh,North,Valsad,West,Procurement,UCI Procurement,Send PO to Supplier,5,11-Jul-25,17-Jul-25,Delay,1431,6,12-Jun-25,2,4,Client I
ORD2459,Mumbai,West,Bhiwandi,West,Procurement,UCI Procurement,Send PO to Supplier,5,26-Aug-25,1-Sep-25,Delay,714,6,30-Jul-25,2,4,Client I
ORD2476,Bangalore,South,Haridwar,North,Procurement,UCI Procurement,Send PO to Supplier,5,18-Sep-25,24-Sep-25,Delay,1176,6,22-Aug-25,2,4,Client I
ORD2491,Kolkata,South,Chennai,South,Procurement,UCI Procurement,Send PO to Supplier,5,6-Aug-25,12-Aug-25,Delay,755,6,6-Jul-25,2,4,Client F
ORD2493,Ahmedabad,North,Assam,West,Procurement,UCI Procurement,Send PO to Supplier,5,13-Aug-25,19-Aug-25,Delay,1403,6,20-Jul-25,2,4,Client A
ORD0061,Guwahati,East,Kolkata,East,Procurement,UCI Procurement,Submit New Request,3,23-Aug-25,24-Aug-25,On Time,494,1,10-Aug-25,2,1,Client E
ORD0061,Guwahati,East,Kolkata,East,Procurement,UCI Procurement,Prepare PO,3,27-Aug-25,28-Aug-25,On Time,494,1,10-Aug-25,2,3,Client E
ORD0069,Jaipur,West,Lucknow,North,Procurement,UCI Procurement,Submit New Request,3,1-Aug-25,2-Aug-25,On Time,624,1,20-Jul-25,2,1,Client H
ORD0105,Kolkata,South,Hyderabad,South,Procurement,UCI Procurement,Send PO to Supplier,3,9-Sep-25,10-Sep-25,On Time,1456,1,10-Aug-25,2,4,Client C
ORD0128,Kolkata,North,Lucknow,North,Procurement,UCI Procurement,Prepare PO,3,15-Jul-25,16-Jul-25,On Time,1499,1,23-Jun-25,2,3,Client H
ORD0128,Kolkata,North,Lucknow,North,Procurement,UCI Procurement,Receive Raw Material,3,20-Jul-25,21-Jul-25,On Time,1499,1,23-Jun-25,2,5,Client H
ORD0139,Nagpur,South,Bangalore,South,Procurement,UCI Procurement,Submit New Request,3,15-Jun-25,16-Jun-25,On Time,575,1,3-Jun-25,2,1,Client E
ORD0147,Delhi,West,Ghaziabad,North,Procurement,UCI Procurement,Review Request,3,4-Jul-25,5-Jul-25,On Time,887,1,15-Jun-25,2,2,Client F
ORD0154,Kolkata,West,Jaipur,North,Procurement,UCI Procurement,Receive Raw Material in Store,3,9-Jul-25,10-Jul-25,On Time,1139,1,4-Jun-25,2,7,Client B
ORD0177,Nagpur,North,Raipur,East,Procurement,UCI Procurement,Submit New Request,3,20-Aug-25,21-Aug-25,On Time,423,1,1-Aug-25,2,1,Client A
ORD0236,Vishakhapatnam,North,Lucknow,North,Procurement,UCI Procurement,Review Request,3,1-Jul-25,2-Jul-25,On Time,1183,1,16-Jun-25,2,2,Client F
ORD0246,Surat,East,Patna,North,Procurement,UCI Procurement,Receive Raw Material in Store,3,9-Oct-25,10-Oct-25,On Time,1351,1,29-Aug-25,2,7,Client C
ORD0256,Surat,East,Raipur,East,Procurement,UCI Procurement,Quality Check,3,7-Jul-25,8-Jul-25,On Time,681,1,1-Jun-25,2,6,Client A
ORD0268,Chennai,West,Patna,North,Procurement,UCI Procurement,Receive Raw Material in Store,3,4-Sep-25,5-Sep-25,On Time,1256,1,30-Jul-25,2,7,Client I
ORD0350,Kolkata,South,Chennai,South,Procurement,UCI Procurement,Submit New Request,3,18-Jul-25,19-Jul-25,On Time,321,1,2-Jul-25,2,1,Client B
ORD0350,Kolkata,South,Chennai,South,Procurement,UCI Procurement,Receive Raw Material,3,30-Jul-25,31-Jul-25,On Time,321,1,2-Jul-25,2,5,Client B
ORD0534,Bhopal,West,Patna,North,Procurement,UCI Procurement,Prepare PO,3,12-Jul-25,13-Jul-25,On Time,316,1,21-Jun-25,2,3,Client J
ORD0546,Bhopal,East,Chennai,South,Procurement,UCI Procurement,Receive Raw Material in Store,3,12-Aug-25,13-Aug-25,On Time,865,1,7-Jul-25,2,7,Client C
ORD0564,Chennai,South,Ghaziabad,North,Procurement,UCI Procurement,Receive Raw Material,3,16-Jul-25,17-Jul-25,On Time,911,1,19-Jun-25,2,5,Client B
ORD0564,Chennai,South,Ghaziabad,North,Procurement,UCI Procurement,Receive Raw Material in Store,3,21-Jul-25,22-Jul-25,On Time,911,1,19-Jun-25,2,7,Client B
ORD0640,Bhopal,West,Chennai,South,Procurement,UCI Procurement,Send PO to Supplier,3,24-Aug-25,25-Aug-25,On Time,341,1,31-Jul-25,2,4,Client I
ORD0646,Kolkata,East,Jaipur,North,Procurement,UCI Procurement,Submit New Request,3,16-Aug-25,17-Aug-25,On Time,931,1,1-Aug-25,2,1,Client I
ORD0657,Mumbai,North,Lucknow,North,Procurement,UCI Procurement,Receive Raw Material in Store,3,22-Aug-25,23-Aug-25,On Time,587,1,15-Jul-25,2,7,Client F
ORD0672,Chennai,South,Kolkata,East,Procurement,UCI Procurement,Receive Raw Material,3,12-Jul-25,13-Jul-25,On Time,897,1,15-Jun-25,2,5,Client F
ORD0672,Chennai,South,Kolkata,East,Procurement,UCI Procurement,Quality Check,3,13-Jul-25,14-Jul-25,On Time,897,1,15-Jun-25,2,6,Client F
ORD0704,Mumbai,East,Ghaziabad,North,Procurement,UCI Procurement,Submit New Request,3,18-Jul-25,19-Jul-25,On Time,353,1,3-Jul-25,2,1,Client A
ORD0738,Mumbai,North,Patna,North,Procurement,UCI Procurement,Review Request,3,8-Jul-25,9-Jul-25,On Time,505,1,21-Jun-25,2,2,Client C
ORD0748,Bangalore,South,Kolkata,East,Procurement,UCI Procurement,Send PO to Supplier,3,16-Aug-25,17-Aug-25,On Time,660,1,23-Jul-25,2,4,Client B
ORD0759,Kolkata,North,Raipur,East,Procurement,UCI Procurement,Review Request,3,1-Aug-25,2-Aug-25,On Time,555,1,15-Jul-25,2,2,Client F
ORD0812,Guwahati,West,Chennai,South,Procurement,UCI Procurement,Receive Raw Material in Store,3,19-Jul-25,20-Jul-25,On Time,736,1,17-Jun-25,2,7,Client I
ORD0899,Vishakhapatnam,West,Ghaziabad,North,Procurement,UCI Procurement,Prepare PO,3,3-Sep-25,4-Sep-25,On Time,814,1,13-Aug-25,2,3,Client G
ORD0899,Vishakhapatnam,West,Ghaziabad,North,Procurement,UCI Procurement,Receive Raw Material,3,8-Sep-25,9-Sep-25,On Time,814,1,13-Aug-25,2,5,Client G
ORD0920,Bangalore,West,Chennai,South,Procurement,UCI Procurement,Prepare PO,3,29-Jul-25,30-Jul-25,On Time,404,1,12-Jul-25,2,3,Client I
ORD0925,Ahmedabad,North,Bangalore,South,Procurement,UCI Procurement,Prepare PO,3,22-Aug-25,23-Aug-25,On Time,1486,1,3-Aug-25,2,3,Client G
ORD0929,Ranchi,West,Raipur,East,Procurement,UCI Procurement,Prepare PO,3,2-Sep-25,3-Sep-25,On Time,680,1,9-Aug-25,2,3,Client A
ORD0990,Kolkata,West,Kolkata,East,Procurement,UCI Procurement,Receive Raw Material in Store,3,31-Jul-25,1-Aug-25,On Time,762,1,23-Jun-25,2,7,Client F
ORD1022,Delhi,East,Raipur,East,Procurement,UCI Procurement,Quality Check,3,19-Jul-25,20-Jul-25,On Time,901,1,22-Jun-25,2,6,Client B
ORD1052,Guwahati,West,Ghaziabad,North,Procurement,UCI Procurement,Prepare PO,3,9-Jul-25,10-Jul-25,On Time,880,1,15-Jun-25,2,3,Client F
ORD1061,Surat,East,Chennai,South,Procurement,UCI Procurement,Send PO to Supplier,3,8-Sep-25,9-Sep-25,On Time,1322,1,9-Aug-25,2,4,Client B
ORD1061,Surat,East,Chennai,South,Procurement,UCI Procurement,Receive Raw Material,3,9-Sep-25,10-Sep-25,On Time,1322,1,9-Aug-25,2,5,Client B
ORD1061,Surat,East,Chennai,South,Procurement,UCI Procurement,Quality Check,3,10-Sep-25,11-Sep-25,On Time,1322,1,9-Aug-25,2,6,Client B
ORD1061,Surat,East,Chennai,South,Procurement,UCI Procurement,Receive Raw Material in Store,3,11-Sep-25,12-Sep-25,On Time,1322,1,9-Aug-25,2,7,Client B
ORD1063,Vishakhapatnam,West,Haridwar,North,Procurement,UCI Procurement,Send PO to Supplier,3,2-Sep-25,3-Sep-25,On Time,664,1,6-Aug-25,2,4,Client D
ORD1082,Chandigarh,West,Ghaziabad,North,Procurement,UCI Procurement,Quality Check,3,3-Sep-25,4-Sep-25,On Time,1054,1,5-Aug-25,2,6,Client B
ORD1083,Chandigarh,South,Kolkata,East,Procurement,UCI Procurement,Receive Raw Material in Store,3,12-Jul-25,13-Jul-25,On Time,440,1,10-Jun-25,2,7,Client H
ORD1154,Delhi,West,Chennai,South,Procurement,UCI Procurement,Receive Raw Material,3,24-Aug-25,25-Aug-25,On Time,1027,1,24-Jul-25,2,5,Client D
ORD1301,Ahmedabad,East,Chennai,South,Procurement,UCI Procurement,Review Request,3,12-Sep-25,13-Sep-25,On Time,845,1,26-Aug-25,2,2,Client A
ORD1329,Chennai,West,Bangalore,South,Procurement,UCI Procurement,Review Request,3,14-Jul-25,15-Jul-25,On Time,406,1,29-Jun-25,2,2,Client I
