Month,Region,SKU,Quantity,Percentage Revenue Change,Projected Demand,Percent Demand Change (%)
01-09-2023,North,A,170,-4,190,11.90%
01-10-2023,North,A,93,-4,100,7.60%
01-11-2023,North,A,143,-4,158,10.40%
01-12-2023,North,A,174,-4,190,9.00%
01-01-2024,North,A,128,-4,140,9.20%
01-02-2024,North,A,84,-4,90,7.60%
01-03-2024,North,A,126,-4,129,2.00%
01-04-2024,North,A,158,-4,173,9.60%
01-05-2024,North,A,77,-4,84,9.50%
01-06-2024,North,A,87,-4,96,10.40%
01-07-2024,North,A,126,-4,139,10.60%
01-08-2024,North,A,121,-4,129,6.80%
01-09-2024,North,A,109,-4,118,8.00%
01-10-2024,North,A,70,-4,76,9.00%
01-11-2024,North,A,124,-4,133,7.30%
01-12-2024,North,A,169,-4,189,12.00%
01-01-2025,North,A,151,-4,155,2.90%
01-02-2025,North,A,84,-4,90,7.50%
01-03-2025,North,A,99,-4,108,9.00%
01-04-2021,South,A,158,-4,163,3.00%
01-05-2021,South,A,212,-4,218,2.90%
01-06-2021,South,A,230,-4,249,8.30%
01-07-2021,South,A,155,-4,159,2.90%
01-08-2021,South,A,219,-4,238,8.80%
01-09-2021,South,A,169,-4,183,8.50%
01-10-2021,South,A,180,-4,200,11.10%
01-11-2021,South,A,234,-4,257,10.00%
01-12-2021,South,A,172,-4,192,11.50%
01-01-2022,South,A,176,-4,188,6.80%
01-02-2022,South,A,189,-4,204,8.00%
01-03-2022,South,A,239,-4,260,9.00%
01-04-2022,South,A,218,-4,225,3.30%
01-05-2022,South,A,226,-4,239,5.60%
01-06-2022,South,A,134,-4,140,4.80%
01-07-2022,South,A,183,-4,189,3.10%
01-08-2022,South,A,239,-4,253,5.70%
01-09-2022,South,A,200,-4,205,2.70%
01-10-2022,South,A,217,-4,241,10.90%
01-11-2022,South,A,244,-4,265,8.50%
01-12-2022,South,A,200,-4,214,7.10%
01-01-2023,South,A,149,-4,160,7.70%
01-02-2023,South,A,216,-4,242,11.90%
01-03-2023,South,A,137,-4,146,6.80%
01-04-2023,South,A,213,-4,218,2.30%
01-05-2023,South,A,165,-4,184,11.40%
01-06-2023,South,A,99,-4,109,9.90%
01-07-2023,South,A,163,-4,174,6.50%
01-08-2023,South,A,89,-4,95,6.30%
01-09-2023,South,A,184,-4,191,3.60%
01-10-2023,South,A,134,-4,142,6.10%
01-11-2023,South,A,187,-4,195,4.20%
01-12-2023,South,A,216,-4,229,6.00%
01-01-2024,South,A,167,-4,176,5.40%
01-02-2024,South,A,253,-4,266,5.10%
01-03-2024,South,A,120,-4,122,2.10%
01-04-2024,South,A,159,-4,164,3.10%
01-05-2024,South,A,209,-4,221,5.70%
01-06-2024,South,A,108,-4,114,5.90%
01-07-2024,South,A,212,-4,220,3.60%
01-08-2024,South,A,200,-4,206,2.80%
01-09-2024,South,A,93,-4,95,2.10%
01-10-2024,South,A,207,-4,221,6.90%
01-11-2024,South,A,258,-4,286,11.00%
01-12-2024,South,A,143,-4,154,7.70%
01-01-2025,South,A,145,-4,154,6.10%
01-02-2025,South,A,128,-4,142,11.10%
01-03-2025,South,A,97,-4,105,7.80%
01-04-2021,West,A,141,-4,155,10.10%
01-05-2021,West,A,195,-4,211,8.30%
01-06-2021,West,A,175,-4,182,3.90%
01-07-2021,West,A,206,-4,219,6.30%
01-08-2021,West,A,89,-4,99,11.60%
01-09-2021,West,A,244,-4,268,9.60%
01-10-2021,West,A,130,-4,137,5.30%
01-11-2021,West,A,244,-4,266,8.80%
01-12-2021,West,A,168,-4,181,7.90%
01-01-2022,West,A,215,-4,220,2.30%
01-02-2022,West,A,231,-4,257,11.50%
01-03-2022,West,A,194,-4,215,11.00%
01-04-2022,West,A,187,-4,205,9.70%
01-05-2022,West,A,123,-4,132,7.10%
01-06-2022,West,A,100,-4,105,5.10%
01-07-2022,West,A,94,-4,102,8.10%
01-08-2022,West,A,154,-4,171,10.80%
01-09-2022,West,A,234,-4,256,9.60%
01-10-2022,West,A,225,-4,241,7.00%
01-11-2022,West,A,104,-4,108,4.10%
01-12-2022,West,A,121,-4,129,7.00%
01-01-2023,West,A,196,-4,209,6.50%
01-02-2023,West,A,134,-4,149,11.30%
01-03-2023,West,A,212,-4,217,2.10%
01-04-2023,West,A,218,-4,232,6.60%
01-05-2023,West,A,235,-4,255,8.30%
01-06-2023,West,A,95,-4,101,5.80%
01-07-2023,West,A,185,-4,198,7.00%
01-08-2023,West,A,179,-4,189,5.70%
01-09-2023,West,A,120,-4,128,6.70%
01-10-2023,West,A,234,-4,248,6.10%
01-11-2023,West,A,189,-4,196,3.70%
01-12-2023,West,A,139,-4,154,11.00%
01-01-2024,West,A,180,-4,200,10.80%
01-02-2024,West,A,151,-4,168,11.50%
01-03-2024,West,A,149,-4,155,4.30%
01-04-2024,West,A,92,-4,94,2.40%
01-05-2024,West,A,234,-4,241,3.10%
01-06-2024,West,A,170,-4,183,7.90%
01-07-2024,West,A,213,-4,222,4.40%
01-08-2024,West,A,101,-4,108,6.70%
01-09-2024,West,A,195,-4,208,6.50%
01-10-2024,West,A,216,-4,227,5.20%
01-11-2024,West,A,238,-4,245,3.10%
01-12-2024,West,A,210,-4,233,10.90%
01-01-2025,West,A,137,-4,145,5.90%
01-02-2025,West,A,219,-4,241,10.00%
01-03-2025,West,A,183,-4,204,11.60%
01-04-2021,North,C,94,-4,100,5.90%
01-05-2021,North,C,144,-4,155,7.70%
01-06-2021,North,C,108,-4,111,3.00%
01-07-2021,North,C,162,-4,179,10.20%
01-08-2021,North,C,142,-4,157,10.80%
01-09-2021,North,C,150,-4,165,10.00%
01-10-2021,North,C,110,-4,117,6.70%
01-11-2021,North,C,119,-4,123,3.20%
01-12-2021,North,C,117,-4,120,2.80%
01-01-2022,North,C,121,-4,128,5.90%
01-02-2022,North,C,109,-4,118,8.70%
01-03-2022,North,C,119,-4,123,3.70%
01-04-2022,North,C,157,-4,170,8.00%
01-05-2022,North,C,142,-4,158,11.20%
01-06-2022,North,C,94,-4,99,5.80%
01-07-2022,North,C,164,-4,179,9.30%
01-08-2022,North,C,152,-4,155,2.00%
01-09-2022,North,C,75,-4,83,10.50%
01-10-2022,North,C,62,-4,64,3.50%
01-11-2022,North,C,116,-4,119,2.80%
01-12-2022,North,C,95,-4,104,9.60%
01-01-2023,North,C,168,-4,181,7.50%
01-02-2023,North,C,90,-4,95,5.40%
01-03-2023,North,C,153,-4,157,2.80%
01-04-2023,North,C,234,-4,257,9.90%
01-05-2023,North,C,148,-4,156,5.40%
01-06-2023,North,C,213,-4,228,7.10%
01-07-2023,North,C,252,-4,279,10.80%
01-08-2023,North,C,154,-4,162,5.10%
01-09-2023,North,C,131,-4,139,5.90%
01-10-2023,North,C,215,-4,233,8.30%
01-11-2023,North,C,206,-4,223,8.40%
01-12-2023,North,C,211,-4,231,9.60%
01-01-2024,North,C,162,-4,173,6.90%
01-02-2024,North,C,184,-4,202,9.50%
01-03-2024,North,C,133,-4,146,9.50%
01-04-2024,North,C,167,-4,173,3.40%
01-05-2024,North,C,238,-4,244,2.70%
01-06-2024,North,C,200,-4,219,9.50%
01-07-2024,North,C,245,-4,272,11.10%
01-08-2024,North,C,253,-4,274,8.50%
01-09-2024,North,C,240,-4,257,7.10%
01-10-2024,North,C,182,-4,196,7.70%
01-11-2024,North,C,191,-4,209,9.70%
01-12-2024,North,C,204,-4,208,2.20%
01-01-2025,North,C,204,-4,220,8.00%
01-02-2025,North,C,185,-4,197,6.50%
01-03-2025,North,C,196,-4,207,5.60%
01-04-2021,North,C,297,-4,332,11.70%
01-05-2021,North,C,417,-4,442,5.90%
01-06-2021,North,C,362,-4,399,10.20%
01-07-2021,North,C,436,-4,472,8.30%
01-08-2021,North,C,415,-4,434,4.70%
01-09-2021,North,C,412,-4,454,10.30%
01-10-2021,North,C,302,-4,308,2.00%
01-11-2021,North,C,300,-4,319,6.50%
01-12-2021,North,C,376,-4,392,4.30%
01-01-2022,North,C,302,-4,312,3.20%
01-02-2022,North,C,265,-4,272,2.80%
01-03-2022,North,C,339,-4,373,10.10%
01-04-2022,North,C,65,-4,69,6.00%
01-05-2022,North,C,104,-4,114,10.00%
01-06-2022,North,C,94,-4,97,3.60%
01-07-2022,North,C,94,-4,103,9.60%
01-08-2022,North,C,92,-4,102,10.40%
01-09-2022,North,C,170,-4,184,8.30%
01-10-2022,North,C,93,-4,100,7.90%
01-11-2022,North,C,143,-4,155,8.10%
01-12-2022,North,C,174,-4,190,9.20%
01-01-2023,North,C,128,-4,137,6.90%
01-02-2023,North,C,84,-4,93,10.80%
01-03-2023,North,C,126,-4,131,3.90%
01-04-2023,North,C,158,-4,162,2.20%
01-05-2023,North,C,77,-4,79,2.40%
01-06-2023,North,C,87,-4,89,2.80%
01-07-2023,North,C,126,-4,136,7.70%
01-08-2023,North,C,121,-4,130,7.60%
01-09-2023,North,C,109,-4,120,10.00%
01-10-2023,North,C,70,-4,78,11.70%
01-11-2023,North,C,124,-4,131,5.50%
01-12-2023,North,C,169,-4,180,6.80%
01-01-2024,North,C,151,-4,165,9.60%
01-02-2024,North,C,84,-4,87,3.70%
01-03-2024,North,C,99,-4,103,3.80%
01-04-2024,North,C,158,-4,164,3.60%
01-05-2024,North,C,212,-4,222,4.70%
01-06-2024,North,C,230,-4,249,8.10%
01-07-2024,North,C,155,-4,172,11.10%
01-08-2024,North,C,219,-4,228,4.30%
01-09-2024,North,C,169,-4,185,9.40%
01-10-2024,North,C,180,-4,196,9.20%
01-11-2024,North,C,234,-4,261,11.70%
01-12-2024,North,C,172,-4,191,11.20%
01-01-2025,North,C,176,-4,189,7.20%
01-02-2025,North,C,189,-4,203,7.50%
01-03-2025,North,C,239,-4,244,2.20%
01-04-2021,South,C,218,-4,232,6.50%
01-05-2021,South,C,226,-4,243,7.40%
01-06-2021,South,C,134,-4,148,10.40%
01-07-2021,South,C,183,-4,193,5.40%
01-08-2021,South,C,239,-4,258,7.90%
01-09-2021,South,C,200,-4,204,2.10%
01-10-2021,South,C,217,-4,228,5.10%
01-11-2021,South,C,244,-4,267,9.30%
01-12-2021,South,C,200,-4,207,3.70%
01-01-2022,South,C,149,-4,162,8.60%
01-02-2022,South,C,216,-4,227,5.10%
01-03-2022,South,C,137,-4,153,12.00%
01-04-2022,South,C,213,-4,225,5.40%
01-05-2022,South,C,165,-4,177,7.30%
01-06-2022,South,C,99,-4,104,4.60%
01-07-2022,South,C,163,-4,180,10.20%
01-08-2022,South,C,89,-4,94,5.40%
01-09-2022,South,C,184,-4,196,6.70%
01-10-2022,South,C,134,-4,140,4.20%
01-11-2022,South,C,187,-4,200,7.20%
01-12-2022,South,C,216,-4,237,9.60%
01-01-2023,South,C,167,-4,177,5.90%
01-02-2023,South,C,253,-4,276,9.20%
01-03-2023,South,C,120,-4,133,10.70%
01-04-2023,South,C,159,-4,176,10.40%
01-05-2023,South,C,209,-4,225,7.90%
01-06-2023,South,C,108,-4,111,2.60%
01-07-2023,South,C,212,-4,233,10.10%
01-08-2023,South,C,200,-4,209,4.50%
01-09-2023,South,C,93,-4,100,7.10%
01-10-2023,South,C,207,-4,224,8.00%
01-11-2023,South,C,258,-4,278,7.70%
01-12-2023,South,C,143,-4,157,9.80%
01-01-2024,South,C,145,-4,150,3.40%
01-02-2024,South,C,128,-4,141,10.30%
01-03-2024,South,C,97,-4,101,4.40%
01-04-2024,South,C,141,-4,156,10.80%
01-05-2024,South,C,195,-4,217,11.30%
01-06-2024,South,C,175,-4,189,7.90%
01-07-2024,South,C,206,-4,221,7.10%
01-08-2024,South,C,89,-4,94,5.70%
01-09-2024,South,C,244,-4,254,4.00%
01-10-2024,South,C,130,-4,142,9.00%
01-11-2024,South,C,244,-4,264,8.30%
01-12-2024,South,C,168,-4,176,4.90%
01-01-2025,South,C,215,-4,234,8.90%
01-02-2025,South,C,231,-4,236,2.10%
01-03-2025,South,C,194,-4,202,4.00%
01-04-2021,South,C,187,-4,204,9.00%
01-05-2021,South,C,123,-4,136,10.70%
01-06-2021,South,C,100,-4,104,4.10%
01-07-2021,South,C,94,-4,97,2.90%
01-08-2021,South,C,154,-4,165,6.80%
01-09-2021,South,C,234,-4,254,8.50%
01-10-2021,South,C,225,-4,239,6.10%
01-11-2021,South,C,104,-4,113,8.20%
01-12-2021,South,C,121,-4,125,3.40%
01-01-2022,South,C,196,-4,215,9.90%
01-02-2022,South,C,134,-4,142,6.30%
01-03-2022,South,C,212,-4,217,2.40%
01-04-2022,South,C,218,-4,227,4.20%
01-05-2022,South,C,235,-4,262,11.40%
01-06-2022,South,C,95,-4,99,4.50%
01-07-2022,South,C,185,-4,205,11.10%
01-08-2022,South,C,179,-4,183,2.40%
01-09-2022,South,C,120,-4,123,2.70%
01-10-2022,South,C,234,-4,246,5.20%
01-11-2022,South,C,189,-4,193,2.30%
01-12-2022,South,C,139,-4,149,7.10%
01-01-2023,South,C,180,-4,186,3.10%
01-02-2023,South,C,151,-4,160,6.10%
01-03-2023,South,C,149,-4,159,6.50%
01-04-2023,South,C,92,-4,99,7.40%
01-05-2023,South,C,234,-4,253,8.30%
01-06-2023,South,C,170,-4,176,3.50%
01-07-2023,South,C,213,-4,223,4.50%
01-08-2023,South,C,101,-4,110,9.20%
01-09-2023,South,C,195,-4,205,5.10%
01-10-2023,South,C,216,-4,222,2.90%
01-11-2023,South,C,238,-4,253,6.40%
01-12-2023,South,C,210,-4,226,7.80%
01-01-2024,South,C,137,-4,140,2.10%
01-02-2024,South,C,219,-4,225,2.80%
01-03-2024,South,C,183,-4,192,5.00%
01-04-2024,South,C,94,-4,104,11.00%
01-05-2024,South,C,144,-4,156,8.60%
01-06-2024,South,C,108,-4,120,11.10%
01-07-2024,South,C,162,-4,171,5.60%
01-08-2024,South,C,142,-4,146,3.00%
01-09-2024,South,C,150,-4,156,4.10%
01-10-2024,South,C,110,-4,121,10.10%
01-11-2024,South,C,119,-4,127,7.00%
01-12-2024,South,C,117,-4,123,5.40%
01-01-2025,South,C,121,-4,131,8.60%
01-02-2025,South,C,109,-4,115,5.50%
01-03-2025,South,C,119,-4,122,2.50%
01-04-2021,West,C,157,-4,174,10.60%
01-05-2021,West,C,142,-4,151,6.70%
01-06-2021,West,C,94,-4,103,10.10%
01-07-2021,West,C,164,-4,180,9.50%
01-08-2021,West,C,152,-4,162,6.60%
01-09-2021,West,C,75,-4,83,11.30%
01-10-2021,West,C,62,-4,69,11.60%
01-11-2021,West,C,116,-4,122,5.30%
01-12-2021,West,C,95,-4,101,5.80%
01-01-2022,West,C,168,-4,178,5.80%
01-02-2022,West,C,90,-4,100,11.40%
01-03-2022,West,C,153,-4,166,8.70%
01-04-2022,West,C,234,-4,259,10.70%
01-05-2022,West,C,148,-4,154,3.90%
01-06-2022,West,C,213,-4,232,8.80%
01-07-2022,West,C,252,-4,264,4.60%
01-08-2022,West,C,154,-4,163,5.80%
01-09-2022,West,C,131,-4,135,3.10%
01-10-2022,West,C,215,-4,239,11.10%
01-11-2022,West,C,206,-4,210,2.20%
01-12-2022,West,C,211,-4,218,3.30%
01-01-2023,West,C,162,-4,173,6.50%
01-02-2023,West,C,184,-4,193,5.10%
01-03-2023,West,C,133,-4,137,2.60%
01-04-2023,West,C,167,-4,186,11.10%
01-05-2023,West,C,238,-4,266,11.90%
01-06-2023,West,C,200,-4,221,10.60%
01-07-2023,West,C,245,-4,253,3.40%
01-08-2023,West,C,253,-4,282,11.60%
01-09-2023,West,C,240,-4,246,2.30%
01-10-2023,West,C,182,-4,198,8.70%
01-11-2023,West,C,191,-4,209,9.50%
01-12-2023,West,C,204,-4,217,6.40%
01-01-2024,West,C,204,-4,210,2.80%
01-02-2024,West,C,185,-4,190,2.80%
01-03-2024,West,C,196,-4,219,11.90%
01-04-2024,West,C,297,-4,311,4.80%
01-05-2024,West,C,417,-4,432,3.50%
01-06-2024,West,C,362,-4,379,4.80%
01-07-2024,West,C,436,-4,481,10.40%
01-08-2024,West,C,415,-4,464,11.90%
01-09-2024,West,C,412,-4,447,8.40%
01-10-2024,West,C,302,-4,331,9.70%
01-11-2024,West,C,300,-4,321,7.10%
01-12-2024,West,C,376,-4,384,2.10%
01-01-2025,West,C,302,-4,325,7.60%
01-02-2025,West,C,265,-4,296,11.80%
01-03-2025,West,C,339,-4,356,5.20%
01-04-2021,West,C,65,-4,71,9.60%
01-05-2021,West,C,104,-4,114,10.10%
01-06-2021,West,C,94,-4,102,8.60%
01-07-2021,West,C,94,-4,103,9.90%
01-08-2021,West,C,92,-4,98,6.90%
01-09-2021,West,C,170,-4,189,11.30%
01-10-2021,West,C,93,-4,95,2.10%
01-11-2021,West,C,143,-4,157,9.70%
01-12-2021,West,C,174,-4,183,5.30%
01-01-2022,West,C,128,-4,131,2.40%
01-02-2022,West,C,84,-4,90,6.80%
01-03-2022,West,C,126,-4,139,10.30%
01-04-2022,West,C,158,-4,176,11.10%
01-05-2022,West,C,77,-4,81,5.30%
01-06-2022,West,C,87,-4,97,11.10%
01-07-2022,West,C,126,-4,132,4.50%
01-08-2022,West,C,121,-4,132,9.20%
01-09-2022,West,C,109,-4,118,8.10%
01-10-2022,West,C,70,-4,77,9.80%
01-11-2022,West,C,124,-4,129,4.20%
01-12-2022,West,C,169,-4,181,7.00%
01-01-2023,West,C,151,-4,162,7.40%
01-02-2023,West,C,84,-4,91,8.80%
01-03-2023,West,C,99,-4,104,5.00%
01-04-2023,West,C,158,-4,170,7.40%
01-05-2023,West,C,212,-4,225,6.20%
01-06-2023,West,C,230,-4,241,4.70%
01-07-2023,West,C,155,-4,169,8.90%
01-08-2023,West,C,219,-4,227,3.90%
01-09-2023,West,C,169,-4,188,11.20%
01-10-2023,West,C,180,-4,189,4.90%
01-11-2023,West,C,234,-4,260,11.00%
01-12-2023,West,C,172,-4,182,6.10%
01-01-2024,West,C,176,-4,181,3.00%
01-02-2024,West,C,189,-4,209,10.40%
01-03-2024,West,C,239,-4,249,4.20%
01-04-2024,West,C,218,-4,238,9.00%
01-05-2024,West,C,226,-4,247,9.20%
01-06-2024,West,C,134,-4,144,7.30%
01-07-2024,West,C,183,-4,205,11.90%
01-08-2024,West,C,239,-4,246,2.80%
01-09-2024,West,C,200,-4,205,2.30%
01-10-2024,West,C,217,-4,238,9.50%
01-11-2024,West,C,244,-4,267,9.50%
01-12-2024,West,C,200,-4,216,8.20%
01-01-2025,West,C,149,-4,163,9.10%
01-02-2025,West,C,216,-4,226,4.70%
01-03-2025,West,C,137,-4,146,6.60%
01-04-2021,North,B,213,-4,226,6.10%
01-05-2021,North,B,165,-4,177,7.60%
01-06-2021,North,B,99,-4,110,11.10%
01-07-2021,North,B,163,-4,168,3.30%
01-08-2021,North,B,89,-4,94,6.00%
01-09-2021,North,B,184,-4,196,6.60%
01-10-2021,North,B,134,-4,138,3.00%
01-11-2021,North,B,187,-4,205,9.70%
01-12-2021,North,B,216,-4,223,3.50%
01-01-2022,North,B,167,-4,171,2.70%
01-02-2022,North,B,253,-4,262,3.40%
01-03-2022,North,B,120,-4,126,4.70%
01-04-2022,North,B,159,-4,174,9.50%
01-05-2022,North,B,209,-4,223,6.80%
01-06-2022,North,B,108,-4,118,9.40%
01-07-2022,North,B,212,-4,230,8.70%
01-08-2022,North,B,200,-4,212,6.20%
01-09-2022,North,B,93,-4,104,11.40%
01-10-2022,North,B,207,-4,223,7.60%
01-11-2022,North,B,258,-4,281,9.00%
01-12-2022,North,B,143,-4,146,2.20%
01-01-2023,North,B,145,-4,157,8.20%
01-02-2023,North,B,128,-4,132,3.00%
01-03-2023,North,B,97,-4,101,3.70%
01-04-2023,North,B,141,-4,145,2.90%
01-05-2023,North,B,195,-4,201,3.20%
01-06-2023,North,B,175,-4,192,9.50%
01-07-2023,North,B,206,-4,219,6.10%
01-08-2023,North,B,89,-4,92,3.10%
01-09-2023,North,B,244,-4,270,10.70%
01-10-2023,North,B,130,-4,145,11.80%
01-11-2023,North,B,244,-4,256,4.80%
01-12-2023,North,B,168,-4,179,6.30%
01-01-2024,North,B,215,-4,226,5.10%
01-02-2024,North,B,231,-4,251,8.80%
01-03-2024,North,B,194,-4,208,7.10%
01-04-2024,North,B,187,-4,204,9.30%
01-05-2024,North,B,123,-4,137,11.50%
01-06-2024,North,B,100,-4,103,3.40%
01-07-2024,North,B,94,-4,105,11.30%
01-08-2024,North,B,154,-4,165,7.10%
01-09-2024,North,B,234,-4,249,6.40%
01-10-2024,North,B,225,-4,230,2.00%
01-11-2024,North,B,104,-4,108,3.50%
01-12-2024,North,B,121,-4,132,9.10%
01-01-2025,North,B,196,-4,213,8.80%
01-02-2025,North,B,134,-4,143,7.00%
01-03-2025,North,B,212,-4,234,10.30%
01-04-2021,North,B,218,-4,230,5.30%
01-05-2021,North,B,235,-4,246,4.80%
01-06-2021,North,B,95,-4,101,6.30%
01-07-2021,North,B,185,-4,201,8.50%
01-08-2021,North,B,179,-4,193,8.00%
01-09-2021,North,B,120,-4,129,7.90%
01-10-2021,North,B,234,-4,256,9.40%
01-11-2021,North,B,189,-4,197,4.10%
01-12-2021,North,B,139,-4,144,3.70%
01-01-2022,North,B,180,-4,187,4.20%
01-02-2022,North,B,151,-4,156,3.00%
01-03-2022,North,B,149,-4,162,8.60%
01-04-2022,North,B,92,-4,101,10.10%
01-05-2022,North,B,234,-4,241,3.00%
01-06-2022,North,B,170,-4,186,9.60%
01-07-2022,North,B,213,-4,229,7.70%
01-08-2022,North,B,101,-4,111,9.60%
01-09-2022,North,B,195,-4,213,9.40%
01-10-2022,North,B,216,-4,222,2.80%
01-11-2022,North,B,238,-4,266,11.70%
01-12-2022,North,B,210,-4,232,10.60%
01-01-2023,North,B,137,-4,141,3.10%
01-02-2023,North,B,219,-4,232,5.90%
01-03-2023,North,B,183,-4,187,2.40%
01-04-2023,North,B,94,-4,99,5.10%
01-05-2023,North,B,144,-4,153,6.40%
01-06-2023,North,B,108,-4,115,6.30%
01-07-2023,North,B,162,-4,166,2.60%
01-08-2023,North,B,142,-4,159,11.70%
01-09-2023,North,B,150,-4,160,6.80%
01-10-2023,North,B,110,-4,114,3.30%
01-11-2023,North,B,119,-4,131,10.10%
01-12-2023,North,B,117,-4,127,8.90%
01-01-2024,North,B,121,-4,125,3.00%
01-02-2024,North,B,109,-4,114,4.20%
01-03-2024,North,B,119,-4,131,9.80%
01-04-2024,North,B,157,-4,164,4.60%
01-05-2024,North,B,142,-4,151,6.00%
01-06-2024,North,B,94,-4,99,4.80%
01-07-2024,North,B,164,-4,179,9.40%
01-08-2024,North,B,152,-4,158,3.80%
01-09-2024,North,B,75,-4,83,10.90%
01-10-2024,North,B,62,-4,68,9.50%
01-11-2024,North,B,116,-4,119,2.50%
01-12-2024,North,B,95,-4,106,11.70%
01-01-2025,North,B,168,-4,180,7.30%
01-02-2025,North,B,90,-4,92,2.50%
01-03-2025,North,B,153,-4,162,5.80%
01-04-2021,South,B,234,-4,254,8.50%
01-05-2021,South,B,148,-4,154,4.00%
01-06-2021,South,B,213,-4,221,3.80%
01-07-2021,South,B,252,-4,274,8.60%
01-08-2021,South,B,154,-4,158,2.90%
01-09-2021,South,B,131,-4,141,7.40%
01-10-2021,South,B,215,-4,221,2.70%
01-11-2021,South,B,206,-4,229,10.90%
01-12-2021,South,B,211,-4,220,4.30%
01-01-2022,South,B,162,-4,175,8.20%
01-02-2022,South,B,184,-4,205,11.50%
01-03-2022,South,B,133,-4,145,8.90%
01-04-2022,South,B,167,-4,182,8.90%
01-05-2022,South,B,238,-4,255,7.00%
01-06-2022,South,B,200,-4,206,2.80%
01-07-2022,South,B,245,-4,258,5.30%
01-08-2022,South,B,253,-4,262,3.40%
01-09-2022,South,B,240,-4,256,6.50%
01-10-2022,South,B,182,-4,191,4.90%
01-11-2022,South,B,191,-4,198,3.80%
01-12-2022,South,B,204,-4,225,10.10%
01-01-2023,South,B,204,-4,219,7.10%
01-02-2023,South,B,185,-4,200,8.20%
01-03-2023,South,B,196,-4,204,4.20%
01-04-2023,South,B,297,-4,328,10.50%
01-05-2023,South,B,417,-4,432,3.70%
01-06-2023,South,B,362,-4,380,4.90%
01-07-2023,South,B,436,-4,483,10.80%
01-08-2023,South,B,415,-4,460,10.80%
01-09-2023,South,B,412,-4,426,3.40%
01-10-2023,South,B,302,-4,311,2.90%
01-11-2023,South,B,300,-4,326,8.50%
01-12-2023,South,B,376,-4,387,2.90%
01-01-2024,South,B,302,-4,318,5.30%
01-02-2024,South,B,265,-4,278,4.80%
01-03-2024,South,B,339,-4,359,5.80%
01-04-2024,South,B,65,-4,70,7.80%
01-05-2024,South,B,104,-4,107,2.40%
01-06-2024,South,B,94,-4,103,9.50%
01-07-2024,South,B,94,-4,98,4.20%
01-08-2024,South,B,92,-4,96,3.80%
01-09-2024,South,B,170,-4,184,8.20%
01-10-2024,South,B,93,-4,99,6.00%
01-11-2024,South,B,143,-4,154,7.40%
01-12-2024,South,B,174,-4,187,7.40%
01-01-2025,South,B,128,-4,135,5.60%
01-02-2025,South,B,84,-4,88,4.40%
01-03-2025,South,B,126,-4,130,2.90%
01-04-2021,South,B,158,-4,173,9.40%
01-05-2021,South,B,77,-4,86,11.70%
01-06-2021,South,B,87,-4,96,10.70%
01-07-2021,South,B,126,-4,138,9.50%
01-08-2021,South,B,121,-4,130,7.10%
01-09-2021,South,B,109,-4,115,5.50%
01-10-2021,South,B,70,-4,72,3.50%
01-11-2021,South,B,124,-4,130,4.60%
01-12-2021,South,B,169,-4,178,5.50%
01-01-2022,South,B,151,-4,160,5.70%
01-02-2022,South,B,84,-4,92,9.00%
01-03-2022,South,B,99,-4,103,4.20%
01-04-2022,South,B,158,-4,165,4.30%
01-05-2022,South,B,212,-4,220,3.90%
01-06-2022,South,B,230,-4,245,6.70%
01-07-2022,South,B,155,-4,167,8.00%
01-08-2022,South,B,219,-4,234,6.60%
01-09-2022,South,B,169,-4,187,10.90%
01-10-2022,South,B,180,-4,184,2.50%
01-11-2022,South,B,234,-4,259,10.60%
01-12-2022,South,B,172,-4,178,3.80%
01-01-2023,South,B,176,-4,187,6.50%
01-02-2023,South,B,189,-4,197,4.40%
01-03-2023,South,B,239,-4,248,3.80%
01-04-2023,South,B,218,-4,228,4.70%
01-05-2023,South,B,226,-4,246,8.90%
01-06-2023,South,B,134,-4,139,4.00%
01-07-2023,South,B,183,-4,188,2.80%
01-08-2023,South,B,239,-4,244,2.30%
01-09-2023,South,B,200,-4,219,9.30%
01-10-2023,South,B,217,-4,231,6.40%
01-11-2023,South,B,244,-4,263,7.60%
01-12-2023,South,B,200,-4,219,9.50%
01-01-2024,South,B,149,-4,154,3.20%
01-02-2024,South,B,216,-4,230,6.30%
01-03-2024,South,B,137,-4,145,5.80%
01-04-2024,South,B,213,-4,222,4.10%
01-05-2024,South,B,165,-4,180,9.10%
01-06-2024,South,B,99,-4,108,9.40%
01-07-2024,South,B,163,-4,181,11.20%
01-08-2024,South,B,89,-4,96,7.30%
01-09-2024,South,B,184,-4,203,10.30%
01-10-2024,South,B,134,-4,145,8.10%
01-11-2024,South,B,187,-4,206,10.40%
01-12-2024,South,B,216,-4,223,3.20%
01-01-2025,South,B,167,-4,178,6.40%
01-02-2025,South,B,253,-4,261,3.10%
01-03-2025,South,B,120,-4,126,5.40%
01-04-2021,West,B,159,-4,165,3.80%
01-05-2021,West,B,209,-4,233,11.70%
01-06-2021,West,B,108,-4,114,5.40%
01-07-2021,West,B,212,-4,229,7.80%
01-08-2021,West,B,200,-4,216,7.80%
01-09-2021,West,B,93,-4,95,2.20%
01-10-2021,West,B,207,-4,214,3.50%
01-11-2021,West,B,258,-4,284,10.10%
01-12-2021,West,B,143,-4,154,7.40%
01-01-2022,West,B,145,-4,149,2.50%
01-02-2022,West,B,128,-4,140,9.70%
