Container_ID,TEU_Size,Cargo_Type,Entry_Date,Exit_Date,Expected_Exit_Date,Dwell_Time_Days,On_Time,Occupied_TEU
CNT09154,2,Reefer,2025-04-09,2025-04-14,2025-04-14,5,True,2
CNT09155,2,General,2025-09-17,2025-09-18,2025-09-22,1,True,2
CNT09156,2,Tank,2025-04-14,2025-04-20,2025-04-19,6,False,2
CNT09157,2,Reefer,2025-09-24,2025-10-05,2025-09-29,11,False,2
CNT09158,2,General,2025-09-19,2025-09-30,2025-09-24,11,False,2
CNT09159,2,Tank,2025-06-01,2025-06-11,2025-06-06,10,False,2
CNT09160,2,Reefer,2025-06-04,2025-06-07,2025-06-09,3,True,2
CNT09161,2,Reefer,2025-08-20,2025-08-28,2025-08-25,8,False,2
CNT09162,2,Hazardous,2025-07-08,2025-07-14,2025-07-13,6,False,2
CNT09163,2,General,2025-06-19,2025-06-25,2025-06-24,6,False,2
CNT09164,2,Tank,2025-09-11,2025-09-28,2025-09-16,17,False,2
CNT09165,2,General,2025-09-27,2025-09-29,2025-10-02,2,True,2
CNT09166,2,Hazardous,2025-07-02,2025-07-12,2025-07-07,10,False,2
CNT09167,2,General,2025-09-23,2025-09-27,2025-09-28,4,True,2
CNT09168,2,General,2025-05-02,2025-05-03,2025-05-07,1,True,2
CNT09169,2,Tank,2025-08-15,2025-08-20,2025-08-20,5,True,2
CNT09170,2,Tank,2025-05-31,2025-06-12,2025-06-05,12,False,2
CNT09171,2,General,2025-07-23,2025-07-27,2025-07-28,4,True,2
CNT09172,2,General,2025-07-09,2025-07-19,2025-07-14,10,False,2
CNT09173,2,Tank,2025-04-03,2025-04-09,2025-04-08,6,False,2
CNT09174,2,General,2025-07-10,2025-07-12,2025-07-15,2,True,2
CNT09175,2,General,2025-06-05,2025-06-14,2025-06-10,9,False,2
CNT09176,2,General,2025-06-17,2025-06-20,2025-06-22,3,True,2
CNT09177,2,Hazardous,2025-04-24,2025-05-01,2025-04-29,7,False,2
CNT09178,2,Tank,2025-05-31,2025-06-05,2025-06-05,5,True,2
CNT09179,2,Reefer,2025-06-16,2025-06-23,2025-06-21,7,False,2
CNT09180,2,Hazardous,2025-05-24,2025-06-01,2025-05-29,8,False,2
CNT09181,2,Hazardous,2025-05-12,2025-05-28,2025-05-17,16,False,2
CNT09182,2,General,2025-07-22,2025-07-30,2025-07-27,8,False,2
CNT09183,2,Hazardous,2025-09-09,2025-09-11,2025-09-14,2,True,2
CNT09184,2,Hazardous,2025-06-21,2025-06-25,2025-06-26,4,True,2
CNT09185,2,Hazardous,2025-09-12,2025-09-13,2025-09-17,1,True,2
CNT09186,2,Tank,2025-07-14,2025-07-15,2025-07-19,1,True,2
CNT09187,2,Hazardous,2025-04-09,2025-04-13,2025-04-14,4,True,2
CNT09188,2,Tank,2025-06-10,2025-06-20,2025-06-15,10,False,2
CNT09189,2,General,2025-04-21,2025-04-25,2025-04-26,4,True,2
CNT09190,2,General,2025-08-04,2025-08-17,2025-08-09,13,False,2
CNT09191,2,Tank,2025-07-30,2025-08-05,2025-08-04,6,False,2
CNT09192,2,Tank,2025-07-15,2025-07-17,2025-07-20,2,True,2
CNT09193,2,Tank,2025-06-25,2025-06-27,2025-06-30,2,True,2
CNT09194,2,General,2025-07-18,2025-08-07,2025-07-23,20,False,2
CNT09195,2,General,2025-04-26,2025-05-02,2025-05-01,6,False,2
CNT09196,2,Reefer,2025-05-12,2025-05-19,2025-05-17,7,False,2
CNT09197,2,Reefer,2025-09-26,2025-10-04,2025-10-01,8,False,2
CNT09198,2,Tank,2025-06-06,2025-06-09,2025-06-11,3,True,2
CNT09199,2,Tank,2025-08-08,2025-08-12,2025-08-13,4,True,2
CNT09200,2,General,2025-04-17,2025-04-19,2025-04-22,2,True,2
CNT09201,2,General,2025-06-30,2025-07-05,2025-07-05,5,True,2
CNT09202,2,Hazardous,2025-07-17,2025-07-21,2025-07-22,4,True,2
CNT09203,2,Tank,2025-09-02,2025-09-18,2025-09-07,16,False,2
CNT09204,2,Reefer,2025-08-19,2025-08-25,2025-08-24,6,False,2
CNT09205,2,Hazardous,2025-06-23,2025-06-30,2025-06-28,7,False,2
CNT09206,2,Reefer,2025-07-26,2025-08-01,2025-07-31,6,False,2
CNT09207,2,General,2025-09-25,2025-10-03,2025-09-30,8,False,2
CNT09208,2,General,2025-04-08,2025-04-12,2025-04-13,4,True,2
CNT09209,2,Tank,2025-04-14,2025-04-16,2025-04-19,2,True,2
CNT09210,2,Tank,2025-09-12,2025-09-19,2025-09-17,7,False,2
CNT09211,2,General,2025-09-12,2025-09-19,2025-09-17,7,False,2
CNT09212,2,Tank,2025-05-18,2025-05-24,2025-05-23,6,False,2
CNT09213,2,Hazardous,2025-09-09,2025-09-25,2025-09-14,16,False,2
CNT09214,2,Hazardous,2025-07-23,2025-07-31,2025-07-28,8,False,2
CNT09215,2,Tank,2025-09-12,2025-09-13,2025-09-17,1,True,2
CNT09216,2,General,2025-05-05,2025-05-10,2025-05-10,5,True,2
CNT09217,2,Tank,2025-04-01,2025-04-06,2025-04-06,5,True,2
CNT09218,2,Reefer,2025-07-12,2025-07-15,2025-07-17,3,True,2
CNT09219,2,Reefer,2025-05-22,2025-05-31,2025-05-27,9,False,2
CNT09220,2,Tank,2025-09-08,2025-09-12,2025-09-13,4,True,2
CNT09221,2,General,2025-06-18,2025-06-21,2025-06-23,3,True,2
CNT09222,2,General,2025-06-20,2025-06-27,2025-06-25,7,False,2
CNT09223,2,Tank,2025-08-26,2025-09-07,2025-08-31,12,False,2
CNT09224,2,Tank,2025-04-22,2025-04-24,2025-04-27,2,True,2
CNT09225,2,General,2025-04-29,2025-05-03,2025-05-04,4,True,2
CNT09226,2,General,2025-05-11,2025-05-14,2025-05-16,3,True,2
CNT09227,2,General,2025-06-03,2025-06-11,2025-06-08,8,False,2
CNT09228,2,Reefer,2025-08-11,2025-08-20,2025-08-16,9,False,2
CNT09229,2,Hazardous,2025-09-14,2025-09-19,2025-09-19,5,True,2
CNT09230,2,Reefer,2025-05-04,2025-05-13,2025-05-09,9,False,2
CNT09231,2,Tank,2025-08-31,2025-09-07,2025-09-05,7,False,2
CNT09232,2,General,2025-09-23,2025-09-24,2025-09-28,1,True,2
CNT09233,2,Tank,2025-07-15,2025-07-27,2025-07-20,12,False,2
CNT09234,2,General,2025-06-21,2025-06-24,2025-06-26,3,True,2
CNT09235,2,Tank,2025-07-25,2025-07-30,2025-07-30,5,True,2
CNT09236,2,General,2025-08-01,2025-08-03,2025-08-06,2,True,2
CNT09237,2,Tank,2025-05-05,2025-05-11,2025-05-10,6,False,2
CNT09238,2,Hazardous,2025-06-06,2025-06-10,2025-06-11,4,True,2
CNT09239,2,General,2025-05-15,2025-05-20,2025-05-20,5,True,2
CNT09240,2,General,2025-09-23,2025-09-28,2025-09-28,5,True,2
CNT09241,2,General,2025-08-30,2025-09-14,2025-09-04,15,False,2
CNT09242,2,Tank,2025-06-23,2025-07-01,2025-06-28,8,False,2
CNT09243,2,Reefer,2025-06-12,2025-06-13,2025-06-17,1,True,2
CNT09244,2,General,2025-05-21,2025-05-25,2025-05-26,4,True,2
CNT09245,2,General,2025-04-22,2025-04-26,2025-04-27,4,True,2
CNT09246,2,Tank,2025-07-16,2025-07-25,2025-07-21,9,False,2
CNT09247,2,Hazardous,2025-07-04,2025-07-17,2025-07-09,13,False,2
CNT09248,2,Reefer,2025-05-17,2025-05-19,2025-05-22,2,True,2
CNT09249,2,Reefer,2025-07-10,2025-07-13,2025-07-15,3,True,2
CNT09250,2,Hazardous,2025-07-06,2025-07-09,2025-07-11,3,True,2
CNT09251,2,Reefer,2025-08-25,2025-09-05,2025-08-30,11,False,2
CNT09252,2,General,2025-05-28,2025-05-29,2025-06-02,1,True,2
CNT09253,2,Reefer,2025-04-06,2025-04-08,2025-04-11,2,True,2
CNT09254,2,Reefer,2025-04-06,2025-04-11,2025-04-11,5,True,2
CNT09255,2,Hazardous,2025-08-21,2025-08-26,2025-08-26,5,True,2
CNT09256,2,Reefer,2025-09-13,2025-09-18,2025-09-18,5,True,2
CNT09257,2,Hazardous,2025-09-04,2025-09-05,2025-09-09,1,True,2
CNT09258,2,Tank,2025-09-08,2025-09-15,2025-09-13,7,False,2
CNT09259,2,Reefer,2025-05-29,2025-06-01,2025-06-03,3,True,2
CNT09260,2,Tank,2025-04-23,2025-04-29,2025-04-28,6,False,2
CNT09261,2,Hazardous,2025-07-28,2025-08-02,2025-08-02,5,True,2
CNT09262,2,Hazardous,2025-05-21,2025-05-30,2025-05-26,9,False,2
CNT09263,2,Tank,2025-06-07,2025-06-11,2025-06-12,4,True,2
CNT09264,2,Reefer,2025-09-27,2025-09-30,2025-10-02,3,True,2
CNT09265,2,General,2025-05-14,2025-05-19,2025-05-19,5,True,2
CNT09266,2,Tank,2025-04-13,2025-04-19,2025-04-18,6,False,2
CNT09267,2,Tank,2025-07-12,2025-07-16,2025-07-17,4,True,2
CNT09268,2,Tank,2025-09-06,2025-09-11,2025-09-11,5,True,2
CNT09269,2,Tank,2025-07-19,2025-07-29,2025-07-24,10,False,2
CNT09270,2,Reefer,2025-09-01,2025-09-06,2025-09-06,5,True,2
CNT09271,2,Reefer,2025-06-06,2025-06-13,2025-06-11,7,False,2
CNT09272,2,Tank,2025-05-09,2025-05-15,2025-05-14,6,False,2
CNT09273,2,Tank,2025-04-23,2025-04-30,2025-04-28,7,False,2
CNT09274,2,Tank,2025-07-04,2025-07-07,2025-07-09,3,True,2
CNT09275,2,General,2025-05-14,2025-05-16,2025-05-19,2,True,2
CNT09276,2,Hazardous,2025-08-24,2025-08-26,2025-08-29,2,True,2
CNT09277,2,Tank,2025-05-01,2025-05-04,2025-05-06,3,True,2
CNT09278,2,General,2025-04-04,2025-04-10,2025-04-09,6,False,2
CNT09279,2,Tank,2025-08-13,2025-08-17,2025-08-18,4,True,2
CNT09280,2,Hazardous,2025-07-21,2025-08-02,2025-07-26,12,False,2
CNT09281,2,General,2025-07-26,2025-07-31,2025-07-31,5,True,2
CNT09282,2,General,2025-09-20,2025-09-25,2025-09-25,5,True,2
CNT09283,2,Hazardous,2025-08-05,2025-08-07,2025-08-10,2,True,2
CNT09284,2,Tank,2025-05-01,2025-05-04,2025-05-06,3,True,2
CNT09285,2,General,2025-05-28,2025-06-01,2025-06-02,4,True,2
CNT09286,2,Hazardous,2025-05-23,2025-05-30,2025-05-28,7,False,2
CNT09287,2,General,2025-05-19,2025-05-23,2025-05-24,4,True,2
CNT09288,2,Tank,2025-06-08,2025-06-27,2025-06-13,19,False,2
CNT09289,2,Hazardous,2025-06-13,2025-06-17,2025-06-18,4,True,2
CNT09290,2,Reefer,2025-08-05,2025-08-06,2025-08-10,1,True,2
CNT09291,2,General,2025-07-07,2025-07-08,2025-07-12,1,True,2
CNT09292,2,General,2025-05-04,2025-05-06,2025-05-09,2,True,2
CNT09293,2,General,2025-07-20,2025-07-22,2025-07-25,2,True,2
CNT09294,2,Tank,2025-05-23,2025-05-29,2025-05-28,6,False,2
CNT09295,2,General,2025-09-01,2025-09-07,2025-09-06,6,False,2
CNT09296,2,Hazardous,2025-05-26,2025-06-04,2025-05-31,9,False,2
CNT09297,2,General,2025-06-12,2025-06-17,2025-06-17,5,True,2
CNT09298,2,Hazardous,2025-09-21,2025-10-03,2025-09-26,12,False,2
CNT09299,2,General,2025-05-19,2025-05-28,2025-05-24,9,False,2
CNT09300,2,Tank,2025-07-17,2025-07-22,2025-07-22,5,True,2
CNT09301,2,Tank,2025-05-17,2025-05-23,2025-05-22,6,False,2
CNT09302,2,General,2025-07-14,2025-07-18,2025-07-19,4,True,2
CNT09303,2,Hazardous,2025-05-08,2025-05-13,2025-05-13,5,True,2
CNT09304,2,General,2025-04-08,2025-04-11,2025-04-13,3,True,2
CNT09305,2,Tank,2025-06-14,2025-06-18,2025-06-19,4,True,2
CNT09306,2,Reefer,2025-06-07,2025-06-08,2025-06-12,1,True,2
CNT09307,2,Tank,2025-05-31,2025-06-11,2025-06-05,11,False,2
CNT09308,2,Reefer,2025-09-06,2025-09-16,2025-09-11,10,False,2
CNT09309,2,Tank,2025-07-25,2025-07-31,2025-07-30,6,False,2
CNT09310,2,Tank,2025-06-03,2025-06-05,2025-06-08,2,True,2
CNT09311,2,General,2025-07-04,2025-07-11,2025-07-09,7,False,2
CNT09312,2,Tank,2025-08-28,2025-09-02,2025-09-02,5,True,2
CNT09313,2,Reefer,2025-09-23,2025-09-29,2025-09-28,6,False,2
CNT09314,2,General,2025-09-13,2025-09-20,2025-09-18,7,False,2
CNT09315,2,Tank,2025-07-27,2025-07-30,2025-08-01,3,True,2
CNT09316,2,Hazardous,2025-04-22,2025-05-06,2025-04-27,14,False,2
CNT09317,2,Hazardous,2025-04-03,2025-04-06,2025-04-08,3,True,2
CNT09318,2,Tank,2025-07-30,2025-08-03,2025-08-04,4,True,2
CNT09319,2,General,2025-05-05,2025-05-15,2025-05-10,10,False,2
CNT09320,2,Reefer,2025-06-22,2025-07-01,2025-06-27,9,False,2
CNT09321,2,Hazardous,2025-09-25,2025-09-27,2025-09-30,2,True,2
CNT09322,2,Hazardous,2025-07-11,2025-07-17,2025-07-16,6,False,2
CNT09323,2,General,2025-09-23,2025-09-25,2025-09-28,2,True,2
CNT09324,2,Tank,2025-05-25,2025-05-28,2025-05-30,3,True,2
CNT09325,2,General,2025-07-08,2025-07-18,2025-07-13,10,False,2
CNT09326,2,Hazardous,2025-07-18,2025-07-24,2025-07-23,6,False,2
CNT09327,2,Reefer,2025-08-31,2025-09-13,2025-09-05,13,False,2
CNT09328,2,General,2025-06-05,2025-06-09,2025-06-10,4,True,2
CNT09329,2,General,2025-04-19,2025-04-27,2025-04-24,8,False,2
CNT09330,2,Tank,2025-04-25,2025-04-26,2025-04-30,1,True,2
CNT09331,2,Hazardous,2025-08-21,2025-08-23,2025-08-26,2,True,2
CNT09332,2,General,2025-04-16,2025-04-19,2025-04-21,3,True,2
CNT09333,2,General,2025-04-14,2025-04-15,2025-04-19,1,True,2
CNT09334,2,Reefer,2025-06-25,2025-07-02,2025-06-30,7,False,2
CNT09335,2,Tank,2025-05-31,2025-06-03,2025-06-05,3,True,2
CNT09336,2,General,2025-07-30,2025-08-04,2025-08-04,5,True,2
CNT09337,2,Hazardous,2025-06-30,2025-07-02,2025-07-05,2,True,2
CNT09338,2,General,2025-09-03,2025-09-12,2025-09-08,9,False,2
CNT09339,2,General,2025-09-19,2025-09-22,2025-09-24,3,True,2
CNT09340,2,General,2025-09-01,2025-09-04,2025-09-06,3,True,2
CNT09341,2,Tank,2025-04-12,2025-04-15,2025-04-17,3,True,2
CNT09342,2,Hazardous,2025-04-02,2025-04-05,2025-04-07,3,True,2
CNT09343,2,General,2025-06-04,2025-06-09,2025-06-09,5,True,2
CNT09344,2,Tank,2025-08-08,2025-08-11,2025-08-13,3,True,2
CNT09345,2,General,2025-09-06,2025-09-15,2025-09-11,9,False,2
CNT09346,2,General,2025-07-07,2025-07-12,2025-07-12,5,True,2
CNT09347,2,Tank,2025-06-17,2025-06-24,2025-06-22,7,False,2
CNT09348,2,General,2025-07-11,2025-07-17,2025-07-16,6,False,2
CNT09349,2,General,2025-09-19,2025-09-26,2025-09-24,7,False,2
CNT09350,2,General,2025-07-04,2025-07-07,2025-07-09,3,True,2
CNT09351,2,General,2025-05-04,2025-05-13,2025-05-09,9,False,2
CNT09352,2,Reefer,2025-08-22,2025-08-31,2025-08-27,9,False,2
CNT09353,2,General,2025-04-11,2025-04-14,2025-04-16,3,True,2
CNT09354,2,Reefer,2025-08-27,2025-08-29,2025-09-01,2,True,2
CNT09355,2,General,2025-05-16,2025-05-18,2025-05-21,2,True,2
CNT09356,2,Tank,2025-06-06,2025-06-09,2025-06-11,3,True,2
CNT09357,2,General,2025-05-14,2025-05-20,2025-05-19,6,False,2
CNT09358,2,General,2025-08-07,2025-08-10,2025-08-12,3,True,2
CNT09359,2,Hazardous,2025-08-05,2025-08-12,2025-08-10,7,False,2
CNT09360,2,General,2025-06-26,2025-06-27,2025-07-01,1,True,2
CNT09361,2,Tank,2025-07-29,2025-08-06,2025-08-03,8,False,2
CNT09362,2,Reefer,2025-05-04,2025-05-09,2025-05-09,5,True,2
CNT09363,2,General,2025-04-23,2025-05-08,2025-04-28,15,False,2
CNT09364,2,General,2025-06-21,2025-07-06,2025-06-26,15,False,2
CNT09365,2,Reefer,2025-08-14,2025-08-16,2025-08-19,2,True,2
CNT09366,2,General,2025-07-20,2025-07-23,2025-07-25,3,True,2
CNT09367,2,Tank,2025-05-07,2025-05-16,2025-05-12,9,False,2
CNT09368,2,Hazardous,2025-06-06,2025-06-07,2025-06-11,1,True,2
CNT09369,2,Reefer,2025-04-30,2025-05-06,2025-05-05,6,False,2
CNT09370,2,Hazardous,2025-06-20,2025-06-24,2025-06-25,4,True,2
CNT09371,2,General,2025-04-12,2025-04-13,2025-04-17,1,True,2
CNT09372,2,General,2025-05-03,2025-05-06,2025-05-08,3,True,2
CNT09373,2,Tank,2025-08-06,2025-08-10,2025-08-11,4,True,2
CNT09374,2,General,2025-06-11,2025-06-13,2025-06-16,2,True,2
CNT09375,2,General,2025-07-02,2025-07-12,2025-07-07,10,False,2
CNT09376,2,Tank,2025-07-20,2025-07-25,2025-07-25,5,True,2
CNT09377,2,Tank,2025-06-12,2025-06-16,2025-06-17,4,True,2
CNT09378,2,Hazardous,2025-06-07,2025-06-08,2025-06-12,1,True,2
CNT09379,2,Hazardous,2025-09-04,2025-09-17,2025-09-09,13,False,2
CNT09380,2,Tank,2025-06-07,2025-06-12,2025-06-12,5,True,2
CNT09381,2,General,2025-08-11,2025-08-14,2025-08-16,3,True,2
CNT09382,2,General,2025-06-20,2025-06-23,2025-06-25,3,True,2
CNT09383,2,Reefer,2025-07-21,2025-07-22,2025-07-26,1,True,2
CNT09384,2,Tank,2025-05-13,2025-06-01,2025-05-18,19,False,2
CNT09385,2,Reefer,2025-06-20,2025-06-25,2025-06-25,5,True,2
CNT09386,2,General,2025-08-04,2025-08-05,2025-08-09,1,True,2
CNT09387,2,General,2025-05-09,2025-05-11,2025-05-14,2,True,2
CNT09388,2,Tank,2025-08-21,2025-08-23,2025-08-26,2,True,2
CNT09389,2,Reefer,2025-09-16,2025-09-20,2025-09-21,4,True,2
CNT09390,2,Reefer,2025-09-10,2025-09-12,2025-09-15,2,True,2
CNT09391,2,General,2025-07-22,2025-07-28,2025-07-27,6,False,2
CNT09392,2,General,2025-04-14,2025-04-17,2025-04-19,3,True,2
CNT09393,2,General,2025-05-19,2025-05-22,2025-05-24,3,True,2
CNT09394,2,General,2025-05-09,2025-05-15,2025-05-14,6,False,2
CNT09395,2,Hazardous,2025-04-14,2025-04-17,2025-04-19,3,True,2
CNT09396,2,Hazardous,2025-05-29,2025-06-04,2025-06-03,6,False,2
CNT09397,2,General,2025-05-17,2025-06-03,2025-05-22,17,False,2
CNT09398,2,Hazardous,2025-04-10,2025-04-29,2025-04-15,19,False,2
CNT09399,2,Hazardous,2025-07-30,2025-08-02,2025-08-04,3,True,2
CNT09400,2,General,2025-06-06,2025-06-09,2025-06-11,3,True,2
CNT09401,2,Tank,2025-05-12,2025-05-16,2025-05-17,4,True,2
CNT09402,2,Hazardous,2025-09-28,2025-09-30,2025-10-03,2,True,2
CNT09403,2,General,2025-07-29,2025-08-16,2025-08-03,18,False,2
CNT09404,2,General,2025-07-21,2025-07-30,2025-07-26,9,False,2
CNT09405,2,Tank,2025-04-30,2025-05-01,2025-05-05,1,True,2
CNT09406,2,Hazardous,2025-08-05,2025-08-08,2025-08-10,3,True,2
CNT09407,2,General,2025-04-11,2025-04-16,2025-04-16,5,True,2
CNT09408,2,General,2025-07-23,2025-08-04,2025-07-28,12,False,2
CNT09409,2,General,2025-07-01,2025-07-04,2025-07-06,3,True,2
CNT09410,2,General,2025-08-22,2025-09-08,2025-08-27,17,False,2
CNT09411,2,General,2025-08-03,2025-08-07,2025-08-08,4,True,2
CNT09412,2,General,2025-07-27,2025-07-30,2025-08-01,3,True,2
CNT09413,2,Reefer,2025-08-05,2025-08-26,2025-08-10,21,False,2
CNT09414,2,General,2025-04-29,2025-05-15,2025-05-04,16,False,2
CNT09415,2,Hazardous,2025-05-08,2025-05-19,2025-05-13,11,False,2
CNT09416,2,General,2025-05-02,2025-05-09,2025-05-07,7,False,2
CNT09417,2,Tank,2025-06-29,2025-07-11,2025-07-04,12,False,2
CNT09418,2,Reefer,2025-04-24,2025-05-07,2025-04-29,13,False,2
CNT09419,2,General,2025-05-23,2025-05-27,2025-05-28,4,True,2
CNT09420,2,General,2025-06-12,2025-06-16,2025-06-17,4,True,2
CNT09421,2,Tank,2025-05-17,2025-05-28,2025-05-22,11,False,2
CNT09422,2,Hazardous,2025-05-14,2025-05-27,2025-05-19,13,False,2
CNT09423,2,Tank,2025-08-09,2025-08-24,2025-08-14,15,False,2
CNT09424,2,Tank,2025-06-09,2025-06-13,2025-06-14,4,True,2
CNT09425,2,Reefer,2025-08-23,2025-09-05,2025-08-28,13,False,2
CNT09426,2,Hazardous,2025-09-17,2025-09-20,2025-09-22,3,True,2
CNT09427,2,General,2025-08-28,2025-09-01,2025-09-02,4,True,2
CNT09428,2,Tank,2025-05-25,2025-05-30,2025-05-30,5,True,2
CNT09429,2,Reefer,2025-08-28,2025-09-02,2025-09-02,5,True,2
CNT09430,2,Reefer,2025-04-02,2025-04-06,2025-04-07,4,True,2
CNT09431,2,General,2025-08-13,2025-08-21,2025-08-18,8,False,2
CNT09432,2,Reefer,2025-08-25,2025-08-30,2025-08-30,5,True,2
CNT09433,2,Tank,2025-05-17,2025-05-25,2025-05-22,8,False,2
CNT09434,2,Tank,2025-07-16,2025-08-01,2025-07-21,16,False,2
CNT09435,2,Reefer,2025-04-20,2025-04-24,2025-04-25,4,True,2
CNT09436,2,Reefer,2025-06-03,2025-06-04,2025-06-08,1,True,2
CNT09437,2,Hazardous,2025-08-06,2025-08-24,2025-08-11,18,False,2
CNT09438,2,General,2025-09-21,2025-09-23,2025-09-26,2,True,2
CNT09439,2,Tank,2025-04-25,2025-05-12,2025-04-30,17,False,2
CNT09440,2,Reefer,2025-06-24,2025-06-28,2025-06-29,4,True,2
CNT09441,2,General,2025-04-07,2025-04-15,2025-04-12,8,False,2
CNT09442,2,Reefer,2025-06-12,2025-06-20,2025-06-17,8,False,2
CNT09443,2,General,2025-09-22,2025-09-23,2025-09-27,1,True,2
CNT09444,2,General,2025-09-22,2025-09-30,2025-09-27,8,False,2
CNT09445,2,Reefer,2025-05-02,2025-05-05,2025-05-07,3,True,2
CNT09446,2,Reefer,2025-07-10,2025-07-11,2025-07-15,1,True,2
CNT09447,2,Hazardous,2025-07-05,2025-07-11,2025-07-10,6,False,2
CNT09448,2,Tank,2025-08-30,2025-09-06,2025-09-04,7,False,2
CNT09449,2,General,2025-04-28,2025-05-01,2025-05-03,3,True,2
CNT09450,2,Tank,2025-06-22,2025-06-30,2025-06-27,8,False,2
CNT09451,2,General,2025-05-10,2025-05-19,2025-05-15,9,False,2
CNT09452,2,General,2025-04-08,2025-04-13,2025-04-13,5,True,2
CNT09453,2,General,2025-04-21,2025-04-22,2025-04-26,1,True,2
CNT09454,2,Tank,2025-07-27,2025-08-11,2025-08-01,15,False,2
CNT09455,2,General,2025-09-16,2025-09-22,2025-09-21,6,False,2
CNT09456,2,Hazardous,2025-08-01,2025-08-04,2025-08-06,3,True,2
CNT09457,2,Hazardous,2025-07-26,2025-08-03,2025-07-31,8,False,2
CNT09458,2,Hazardous,2025-09-08,2025-09-17,2025-09-13,9,False,2
CNT09459,2,General,2025-06-08,2025-06-14,2025-06-13,6,False,2
CNT09460,2,General,2025-08-31,2025-09-20,2025-09-05,20,False,2
CNT09461,2,Tank,2025-09-16,2025-09-20,2025-09-21,4,True,2
CNT09462,2,General,2025-04-02,2025-04-06,2025-04-07,4,True,2
CNT09463,2,General,2025-06-24,2025-06-25,2025-06-29,1,True,2
CNT09464,2,Reefer,2025-04-12,2025-04-17,2025-04-17,5,True,2
CNT09465,2,Tank,2025-09-15,2025-10-02,2025-09-20,17,False,2
CNT09466,2,Tank,2025-09-07,2025-09-15,2025-09-12,8,False,2
CNT09467,2,General,2025-07-25,2025-07-29,2025-07-30,4,True,2
CNT09468,2,Hazardous,2025-06-23,2025-07-02,2025-06-28,9,False,2
CNT09469,2,General,2025-08-24,2025-08-26,2025-08-29,2,True,2
CNT09470,2,Hazardous,2025-05-04,2025-05-16,2025-05-09,12,False,2
CNT09471,2,Tank,2025-05-25,2025-05-29,2025-05-30,4,True,2
CNT09472,2,General,2025-04-13,2025-04-17,2025-04-18,4,True,2
CNT09473,2,Hazardous,2025-09-12,2025-09-18,2025-09-17,6,False,2
CNT09474,2,Tank,2025-06-12,2025-06-13,2025-06-17,1,True,2
CNT09475,2,General,2025-06-22,2025-06-26,2025-06-27,4,True,2
CNT09476,2,General,2025-04-15,2025-04-23,2025-04-20,8,False,2
CNT09477,2,Reefer,2025-04-19,2025-04-23,2025-04-24,4,True,2
CNT09478,2,General,2025-08-19,2025-09-02,2025-08-24,14,False,2
CNT09479,2,Hazardous,2025-09-02,2025-09-05,2025-09-07,3,True,2
CNT09480,2,General,2025-07-07,2025-07-10,2025-07-12,3,True,2
CNT09481,2,General,2025-04-24,2025-04-30,2025-04-29,6,False,2
CNT09482,2,Hazardous,2025-07-12,2025-07-15,2025-07-17,3,True,2
CNT09483,2,General,2025-06-05,2025-06-06,2025-06-10,1,True,2
CNT09484,2,Reefer,2025-05-16,2025-05-26,2025-05-21,10,False,2
CNT09485,2,General,2025-06-01,2025-06-07,2025-06-06,6,False,2
CNT09486,2,Reefer,2025-07-12,2025-07-19,2025-07-17,7,False,2
CNT09487,2,Hazardous,2025-04-23,2025-04-26,2025-04-28,3,True,2
CNT09488,2,General,2025-04-06,2025-04-13,2025-04-11,7,False,2
CNT09489,2,Hazardous,2025-05-24,2025-05-26,2025-05-29,2,True,2
CNT09490,2,Hazardous,2025-05-12,2025-05-21,2025-05-17,9,False,2
CNT09491,2,Tank,2025-07-09,2025-07-10,2025-07-14,1,True,2
CNT09492,2,Hazardous,2025-07-13,2025-07-16,2025-07-18,3,True,2
CNT09493,2,General,2025-06-12,2025-06-22,2025-06-17,10,False,2
CNT09494,2,General,2025-09-13,2025-09-21,2025-09-18,8,False,2
CNT09495,2,Tank,2025-09-15,2025-09-27,2025-09-20,12,False,2
CNT09496,2,General,2025-05-10,2025-05-14,2025-05-15,4,True,2
CNT09497,2,Tank,2025-05-01,2025-05-12,2025-05-06,11,False,2
CNT09498,2,General,2025-06-16,2025-06-18,2025-06-21,2,True,2
CNT09499,2,General,2025-08-04,2025-08-12,2025-08-09,8,False,2
CNT09500,2,General,2025-07-20,2025-07-29,2025-07-25,9,False,2
CNT09501,2,General,2025-06-19,2025-06-23,2025-06-24,4,True,2
CNT09502,2,Hazardous,2025-09-23,2025-10-03,2025-09-28,10,False,2
CNT09503,2,General,2025-09-02,2025-09-07,2025-09-07,5,True,2
CNT09504,2,Tank,2025-05-04,2025-05-11,2025-05-09,7,False,2
CNT09505,2,Hazardous,2025-07-01,2025-07-04,2025-07-06,3,True,2
CNT09506,2,Reefer,2025-09-18,2025-09-19,2025-09-23,1,True,2
CNT09507,2,Reefer,2025-04-25,2025-05-09,2025-04-30,14,False,2
CNT09508,2,Hazardous,2025-07-04,2025-07-11,2025-07-09,7,False,2
CNT09509,2,Hazardous,2025-08-10,2025-08-14,2025-08-15,4,True,2
CNT09510,2,Hazardous,2025-05-22,2025-05-27,2025-05-27,5,True,2
CNT09511,2,Hazardous,2025-08-04,2025-08-07,2025-08-09,3,True,2
CNT09512,2,Hazardous,2025-07-24,2025-07-28,2025-07-29,4,True,2
