Market,City,Item Name,CFS,Delivery Date,Route,Container Type,Utilization (%),Planned Start Date,Planned Start Time,Actual Start Date,Actual Start Time,ETA Date,ETA Time,Actual Delivery Date,Actual Delivery Time,Delay (minutes),Deviation Status,Route Allocation,Mode of Transport,Total Delivery Time (hrs),Client Name,Vehicle ID,ETA DateTime,Route Deviation (%)
UP014024,Bareilly,Perfect Plus,"Surat, Uttar Pradesh",2025-06-20,"Route: Surat, Uttar Pradesh Ã‚Â¢ Bareilly via Rail Line 1025",TEU,77.5,2025-06-02,05:02:00,2025-06-02,04:41:00,2025-06-03,01:02:00,2025-06-03,01:15:00,00:13:00,Delay,Rail Line 1025,Rail,20.5666666666666,Reliance Retail,VEH0260,2025-06-03 01:02:00,1.58
UP048081,MAHARAJGANJ,Perfect Plus,"Bhopal, Andhra Pradesh",2025-06-08,"Route: Bhopal, Andhra Pradesh Ã‚Â¢ MAHARAJGANJ via Rail Line 1025",FEU,63.0,2025-06-01,17:53:00,2025-06-01,18:25:00,2025-06-01,21:53:00,2025-06-01,22:38:00,00:45:00,Delay,Rail Line 1025,Rail,4.21666666666666,Metro Cash & Carry,VEH0205,2025-06-01 21:53:00,26.8
BR023037,MUZAFFARPUR,Samrat,"Pune, Uttar Pradesh",2025-06-10,"Route: Pune, Uttar Pradesh Ã‚Â¢ MUZAFFARPUR via Rail Line 1026",TEU,78.5,2025-06-01,11:14:00,2025-06-01,12:19:00,2025-06-01,16:14:00,2025-06-01,16:24:00,00:10:00,Delay,Rail Line 1026,Rail,4.08333333333333,Flipkart,VEH0295,2025-06-01 16:14:00,6.15
MP019004,Harda,Chetak-PPC,"Thiruvananthapuram, Chhattisgarh",2025-06-01,"Route: Thiruvananthapuram, Chhattisgarh Ã‚Â¢ Harda via Rail Line 1026",TEU,94.0,2025-06-01,08:21:00,2025-06-01,08:23:00,2025-06-03,05:21:00,2025-06-03,06:18:00,00:57:00,Delay,Rail Line 1026,Rail,45.9166666666666,HUL,VEH0275,2025-06-03 05:21:00,3.12
BR026034,Patna,Samrat,"Coimbatore, Bihar",2025-06-02,"Route: Coimbatore, Bihar Ã‚Â¢ Patna via Rail Line 1027",TEU,86.0,2025-06-01,14:04:00,2025-06-01,15:13:00,2025-06-01,19:04:00,2025-06-01,19:04:00,00:00:00,On time,Rail Line 1027,Rail,3.85,Metro Cash & Carry,VEH0297,2025-06-01 19:04:00,0.0
WB011089,Malda,PSC-Unique Plus,"Kanpur, Assam",2025-06-20,"Route: Kanpur, Assam Ã‚Â¢ Malda via Rail Line 1027",TEU,65.0,2025-06-01,23:51:00,2025-06-01,23:53:00,2025-06-03,20:51:00,2025-06-03,20:51:00,00:00:00,On time,Rail Line 1027,Rail,44.9666666666666,Flipkart,VEH0294,2025-06-03 20:51:00,0.0
WB013138,Nadia,PSC-Unique Plus,"Guwahati, Madhya Pradesh",2025-06-16,"Route: Guwahati, Madhya Pradesh Ã‚Â¢ Nadia via Rail Line 1027",FEU,95.5,2025-06-01,08:22:00,2025-06-01,09:04:00,2025-06-02,05:22:00,2025-06-02,05:22:00,00:00:00,On time,Rail Line 1027,Rail,20.3,DMart,VEH0246,2025-06-02 05:22:00,0.0
MH001022,Ahmednagar,Chetak-PPC,"Ranchi, Telangana",2025-06-18,"Route: Ranchi, Telangana Ã‚Â¢ Ahmednagar via Rail Line 1028",TEU,69.0,2025-06-01,17:04:00,2025-06-01,18:28:00,2025-06-02,15:04:00,2025-06-02,16:03:00,00:59:00,Delay,Rail Line 1028,Rail,21.5833333333333,Godrej Agrovet,VEH0227,2025-06-02 15:04:00,6.87
WB014081,North 24 Parganas,PSC-Unique Plus,"Visakhapatnam, Uttar Pradesh",2025-06-28,"Route: Visakhapatnam, Uttar Pradesh Ã‚Â¢ North 24 Parganas via Rail Line 1028",TEU,80.5,2025-06-01,10:01:00,2025-06-01,10:35:00,2025-06-01,14:01:00,2025-06-01,14:11:00,00:10:00,Delay,Rail Line 1028,Rail,3.6,Nestle India,VEH0218,2025-06-01 14:01:00,6.98
MP029001,Morena,Perfect Plus,"Jabalpur, Kerala",2025-06-15,"Route: Jabalpur, Kerala Ã‚Â¢ Morena via Rail Line 1029",TEU,92.5,2025-06-01,15:15:00,2025-06-01,15:18:00,2025-06-02,12:15:00,2025-06-02,12:15:00,00:00:00,On time,Rail Line 1029,Rail,20.95,Flipkart,VEH0239,2025-06-02 12:15:00,0.0
UP009128,BAHRAICH,Perfect Plus,"Thiruvananthapuram, Bihar",2025-06-09,"Route: Thiruvananthapuram, Bihar Ã‚Â¢ BAHRAICH via Rail Line 1029",TEU,88.0,2025-06-01,23:02:00,2025-06-01,22:49:00,2025-06-02,19:02:00,2025-06-02,19:02:00,00:00:00,On time,Rail Line 1029,Rail,20.2166666666666,BigBasket,VEH0235,2025-06-02 19:02:00,0.0
UP020094,Deoria,Samrat,"Kochi, Kerala",2025-06-22,"Route: Kochi, Kerala Ã‚Â¢ Deoria via Rail Line 1029",TEU,99.5,2025-06-01,22:34:00,2025-06-01,23:57:00,2025-06-03,20:34:00,2025-06-03,20:34:00,00:00:00,On time,Rail Line 1029,Rail,44.6166666666666,BigBasket,VEH0230,2025-06-03 20:34:00,0.0
UP044091,LAKHIMPUR KHERI,Perfect Plus,"Ahmedabad, Telangana",2025-06-05,"Route: Ahmedabad, Telangana Ã‚Â¢ LAKHIMPUR KHERI via Rail Line 1029",TEU,79.0,2025-06-01,19:18:00,2025-06-01,19:00:00,2025-06-02,22:18:00,2025-06-02,22:18:00,00:00:00,On time,Rail Line 1029,Rail,27.3,Nestle India,VEH0290,2025-06-02 22:18:00,0.0
UP001029,Agra,Samrat,"Jabalpur, Assam",2025-06-16,"Route: Jabalpur, Assam Ã‚Â¢ Agra via Rail Line 1031",TEU,83.0,2025-06-01,09:21:00,2025-06-01,09:17:00,2025-06-03,05:21:00,2025-06-03,05:21:00,00:00:00,On time,Rail Line 1031,Rail,44.0666666666666,Amazon India,VEH0297,2025-06-03 05:21:00,0.0
BR012005,GOPALGANJ,Composite-Samrat Advanced,"Surat, Telangana",2025-06-27,"Route: Surat, Telangana Ã‚Â¢ GOPALGANJ via Rail Line 1032",FEU,79.0,2025-06-01,23:12:00,2025-06-01,22:55:00,2025-06-03,19:12:00,2025-06-03,19:12:00,00:00:00,On time,Rail Line 1032,Rail,44.2833333333333,Amazon India,VEH0274,2025-06-03 19:12:00,0.0
BR012015,GOPALGANJ,Composite-Samrat Advanced,"Surat, Telangana",2025-06-02,"Route: Surat, Telangana Ã‚Â¢ GOPALGANJ via Rail Line 1032",TEU,90.0,2025-06-01,09:52:00,2025-06-01,10:27:00,2025-06-03,06:52:00,2025-06-03,07:33:00,00:41:00,Delay,Rail Line 1032,Rail,45.1,Nestle India,VEH0214,2025-06-03 06:52:00,2.29
UP010049,Ballia,Ultimate,"Hyderabad, Bihar",2025-06-02,"Route: Hyderabad, Bihar Ã‚Â¢ Ballia via Rail Line 1032",TEU,80.0,2025-06-02,04:16:00,2025-06-02,05:40:00,2025-06-03,09:16:00,2025-06-03,09:16:00,00:00:00,On time,Rail Line 1032,Rail,27.6,ITC Ltd.,VEH0212,2025-06-03 09:16:00,0.0
UP039022,KANPUR,Perfect Plus,"Kanpur, Andhra Pradesh",2025-06-19,"Route: Kanpur, Andhra Pradesh Ã‚Â¢ KANPUR via Rail Line 1032",TEU,85.5,2025-06-01,17:27:00,2025-06-01,18:06:00,2025-06-03,14:27:00,2025-06-03,15:20:00,00:53:00,Delay,Rail Line 1032,Rail,45.2333333333333,Metro Cash & Carry,VEH0265,2025-06-03 14:27:00,2.94
UP057039,PILIBHIT,Ultimate,"Pune, Assam",2025-06-20,"Route: Pune, Assam Ã‚Â¢ PILIBHIT via Rail Line 1032",TEU,79.5,2025-06-01,09:22:00,2025-06-01,09:09:00,2025-06-02,05:22:00,2025-06-02,05:22:00,00:00:00,On time,Rail Line 1032,Rail,20.2166666666666,Flipkart,VEH0296,2025-06-02 05:22:00,0.0
BR012043,GOPALGANJ,PSC-Unique Plus,"Surat, Telangana",2025-06-25,"Route: Surat, Telangana Ã‚Â¢ GOPALGANJ via Rail Line 1033",TEU,99.0,2025-06-01,16:20:00,2025-06-01,16:49:00,2025-06-01,20:20:00,2025-06-01,20:20:00,00:00:00,On time,Rail Line 1033,Rail,3.51666666666666,BigBasket,VEH0221,2025-06-01 20:20:00,0.0
WB015035,Uttar Dinajpur,Perfect Plus-PCC,"Coimbatore, Chhattisgarh",2025-06-12,"Route: Coimbatore, Chhattisgarh Ã‚Â¢ Uttar Dinajpur via Rail Line 1033",FEU,78.5,2025-06-02,03:13:00,2025-06-02,04:18:00,2025-06-02,08:13:00,2025-06-02,08:13:00,00:00:00,On time,Rail Line 1033,Rail,3.91666666666666,Nestle India,VEH0245,2025-06-02 08:13:00,0.0
MP017014,GUNA,Chetak-PPC,"Udaipur, Gujarat",2025-06-27,"Route: Udaipur, Gujarat Ã‚Â¢ GUNA via Rail Line 1034",TEU,73.5,2025-06-01,19:12:00,2025-06-01,18:57:00,2025-06-02,15:12:00,2025-06-02,15:12:00,00:00:00,On time,Rail Line 1034,Rail,20.25,BigBasket,VEH0224,2025-06-02 15:12:00,0.0
UP004028,AMBEDKAR NAGAR,Samrat Advanced,"Guwahati, Karnataka",2025-06-15,"Route: Guwahati, Karnataka Ã‚Â¢ AMBEDKAR NAGAR via Rail Line 1034",TEU,78.0,2025-06-01,08:14:00,2025-06-01,09:20:00,2025-06-02,13:14:00,2025-06-02,14:13:00,00:59:00,Delay,Rail Line 1034,Rail,28.8833333333333,Godrej Agrovet,VEH0244,2025-06-02 13:14:00,5.12
UP055231,Moradabad,Ultimate,"Nashik, Kerala",2025-06-05,"Route: Nashik, Kerala Ã‚Â¢ Moradabad via Rail Line 1034",TEU,84.0,2025-06-01,06:49:00,2025-06-01,07:42:00,2025-06-02,03:49:00,2025-06-02,03:49:00,00:00:00,On time,Rail Line 1034,Rail,20.1166666666666,HUL,VEH0225,2025-06-02 03:49:00,0.0
WB013141,Nadia,Composite-Samrat Advanced,"Guwahati, Madhya Pradesh",2025-06-14,"Route: Guwahati, Madhya Pradesh Ã‚Â¢ Nadia via Rail Line 1034",TEU,74.5,2025-06-01,15:55:00,2025-06-01,15:58:00,2025-06-01,19:55:00,2025-06-01,20:14:00,00:19:00,Delay,Rail Line 1034,Rail,4.26666666666666,Godrej Agrovet,VEH0276,2025-06-01 19:55:00,11.18
BR003002,Aurangabad,Perfect Plus,"Ranchi, Rajasthan",2025-06-10,"Route: Ranchi, Rajasthan Ã‚Â¢ Aurangabad via Rail Line 1035",TEU,69.0,2025-06-01,06:44:00,2025-06-01,06:53:00,2025-06-02,10:44:00,2025-06-02,10:44:00,00:00:00,On time,Rail Line 1035,Rail,27.85,Godrej Agrovet,VEH0226,2025-06-02 10:44:00,0.0
UP052082,MAU,Samrat,"Ahmedabad, Punjab",2025-06-17,"Route: Ahmedabad, Punjab Ã‚Â¢ MAU via Rail Line 1035",TEU,65.0,2025-06-01,16:53:00,2025-06-01,17:15:00,2025-06-02,13:53:00,2025-06-02,14:31:00,00:38:00,Delay,Rail Line 1035,Rail,21.2666666666666,DMart,VEH0292,2025-06-02 13:53:00,4.49
UP055108,Moradabad,Perfect Plus,"Coimbatore, Andhra Pradesh",2025-06-12,"Route: Coimbatore, Andhra Pradesh Ã‚Â¢ Moradabad via Rail Line 1035",TEU,91.5,2025-06-02,03:32:00,2025-06-02,04:13:00,2025-06-03,00:32:00,2025-06-03,00:32:00,00:00:00,On time,Rail Line 1035,Rail,20.3166666666666,Flipkart,VEH0239,2025-06-03 00:32:00,0.0
RJ002007,Alwar,Chetak-OPC,"Nagpur, Telangana",2025-06-12,"Route: Nagpur, Telangana Ã‚Â¢ Alwar via Rail Line 1037",TEU,76.5,2025-06-01,08:51:00,2025-06-01,08:30:00,2025-06-02,04:51:00,2025-06-02,05:20:00,00:29:00,Delay,Rail Line 1037,Rail,20.8333333333333,ITC Ltd.,VEH0285,2025-06-02 04:51:00,3.5
UP014030,Bareilly,Chetak-PPC,"Surat, Uttar Pradesh",2025-06-27,"Route: Surat, Uttar Pradesh Ã‚Â¢ Bareilly via Rail Line 1037",TEU,95.5,2025-06-01,23:02:00,2025-06-01,22:55:00,2025-06-03,19:02:00,2025-06-03,19:02:00,00:00:00,On time,Rail Line 1037,Rail,44.1166666666666,BigBasket,VEH0262,2025-06-03 19:02:00,0.0
WB013093,Nadia,Composite-Samrat Advanced,"Guwahati, Madhya Pradesh",2025-06-09,"Route: Guwahati, Madhya Pradesh Ã‚Â¢ Nadia via Rail Line 1037",TEU,92.0,2025-06-01,11:38:00,2025-06-01,13:05:00,2025-06-03,09:38:00,2025-06-03,09:38:00,00:00:00,On time,Rail Line 1037,Rail,44.55,Nestle India,VEH0296,2025-06-03 09:38:00,0.0
RJ002056,Alwar,Chetak-PPC,"Nagpur, Telangana",2025-06-28,"Route: Nagpur, Telangana Ã‚Â¢ Alwar via Rail Line 1038",TEU,85.0,2025-06-01,14:08:00,2025-06-01,14:28:00,2025-06-01,18:08:00,2025-06-01,18:08:00,00:00:00,On time,Rail Line 1038,Rail,3.66666666666666,DMart,VEH0299,2025-06-01 18:08:00,0.0
RJ016047,Jaipur,Chetak-PPC,"Udaipur, Madhya Pradesh",2025-06-29,"Route: Udaipur, Madhya Pradesh Ã‚Â¢ Jaipur via Rail Line 1038",TEU,93.0,2025-06-01,18:31:00,2025-06-01,19:48:00,2025-06-02,16:31:00,2025-06-02,16:31:00,00:00:00,On time,Rail Line 1038,Rail,20.7166666666666,Nestle India,VEH0300,2025-06-02 16:31:00,0.0
UP004005,AMBEDKAR NAGAR,Ultimate,"Guwahati, Karnataka",2025-06-17,"Route: Guwahati, Karnataka Ã‚Â¢ AMBEDKAR NAGAR via Rail Line 1038",TEU,82.0,2025-06-01,22:58:00,2025-06-01,23:35:00,2025-06-03,19:58:00,2025-06-03,19:58:00,00:00:00,On time,Rail Line 1038,Rail,44.3833333333333,Flipkart,VEH0251,2025-06-03 19:58:00,0.0
UP056011,MUZZAFAR NAGAR,Perfect Plus,"Vijayawada, Chhattisgarh",2025-06-23,"Route: Vijayawada, Chhattisgarh Ã‚Â¢ MUZZAFAR NAGAR via Rail Line 1039",TEU,68.5,2025-06-01,22:42:00,2025-06-01,23:02:00,2025-06-03,19:42:00,2025-06-03,19:42:00,00:00:00,On time,Rail Line 1039,Rail,44.6666666666666,Amazon India,VEH0242,2025-06-03 19:42:00,0.0
UP055231,Moradabad,Rakshak,"Nashik, Kerala",2025-06-09,"Route: Nashik, Kerala Ã‚Â¢ Moradabad via Rail Line 1040",TEU,83.5,2025-06-01,07:04:00,2025-06-01,07:11:00,2025-06-01,11:04:00,2025-06-01,11:04:00,00:00:00,On time,Rail Line 1040,Rail,3.88333333333333,Nestle India,VEH0299,2025-06-01 11:04:00,0.0
RJ016030,Jaipur,Chetak-OPC,"Udaipur, Madhya Pradesh",2025-06-29,"Route: Udaipur, Madhya Pradesh Ã‚Â¢ Jaipur via Rail Line 1041",FEU,97.0,2025-06-01,23:19:00,2025-06-02,00:25:00,2025-06-02,04:19:00,2025-06-02,04:19:00,00:00:00,On time,Rail Line 1041,Rail,3.9,DMart,VEH0261,2025-06-02 04:19:00,0.0
MH001014,Ahmednagar,Perfect Plus,"Ranchi, Bihar",2025-06-18,"Route: Ranchi, Bihar Ã‚Â¢ Ahmednagar via Rail Line 1042",TEU,95.5,2025-06-01,06:12:00,2025-06-01,06:04:00,2025-06-03,02:12:00,2025-06-03,02:59:00,00:47:00,Delay,Rail Line 1042,Rail,44.9166666666666,Reliance Retail,VEH0212,2025-06-03 02:12:00,2.62
WB011118,Malda,Composite-Samrat Advanced,"Udaipur, Tamil Nadu",2025-06-11,"Route: Udaipur, Tamil Nadu Ã‚Â¢ Malda via Rail Line 1042",FEU,70.0,2025-06-02,02:05:00,2025-06-02,02:38:00,2025-06-02,06:05:00,2025-06-02,06:05:00,00:00:00,On time,Rail Line 1042,Rail,3.45,Flipkart,VEH0292,2025-06-02 06:05:00,0.0
WB013040,Nadia,PSC-Unique Plus,"Guwahati, Madhya Pradesh",2025-06-10,"Route: Guwahati, Madhya Pradesh Ã‚Â¢ Nadia via Rail Line 1042",FEU,64.0,2025-06-01,07:21:00,2025-06-01,08:06:00,2025-06-03,04:21:00,2025-06-03,05:11:00,00:50:00,Delay,Rail Line 1042,Rail,45.0833333333333,Flipkart,VEH0242,2025-06-03 04:21:00,2.79
BR011027,Gaya,Perfect Plus,"Coimbatore, Assam",2025-06-16,"Route: Coimbatore, Assam Ã‚Â¢ Gaya via Rail Line 1044",TEU,87.0,2025-06-01,18:55:00,2025-06-01,18:51:00,2025-06-03,14:55:00,2025-06-03,14:55:00,00:00:00,On time,Rail Line 1044,Rail,44.0666666666666,Flipkart,VEH0228,2025-06-03 14:55:00,0.0
UP026005,FIROZABAD,Perfect Plus,"Raipur, Chhattisgarh",2025-06-05,"Route: Raipur, Chhattisgarh Ã‚Â¢ FIROZABAD via Rail Line 1044",FEU,71.0,2025-06-01,18:33:00,2025-06-01,19:25:00,2025-06-02,22:33:00,2025-06-03,08:33:00,21:12:00,Delay,Rail Line 1044,Rail,37.1333333333333,Metro Cash & Carry,VEH0238,2025-06-02 22:33:00,40.58
UP037014,Jyotiba Phule Nagar,Samrat,"Nashik, Kerala",2025-06-03,"Route: Nashik, Kerala Ã‚Â¢ Jyotiba Phule Nagar via Rail Line 1044",TEU,64.0,2025-06-02,04:52:00,2025-06-02,04:47:00,2025-06-03,00:52:00,2025-06-03,00:52:00,00:00:00,On time,Rail Line 1044,Rail,20.0833333333333,Nestle India,VEH0263,2025-06-03 00:52:00,0.0
UP027016,Gautam Buddha Nagar,Chetak-OPC,"Guwahati, Kerala",2025-06-09,"Route: Guwahati, Kerala Ã‚Â¢ Gautam Buddha Nagar via Rail Line 1045",TEU,84.0,2025-06-01,12:01:00,2025-06-01,12:46:00,2025-06-02,16:01:00,2025-06-02,16:43:00,00:42:00,Delay,Rail Line 1045,Rail,27.95,Metro Cash & Carry,VEH0214,2025-06-02 16:01:00,3.77
WB011021,Malda,Composite-Samrat Advanced,"Kanpur, Assam",2025-06-05,"Route: Kanpur, Assam Ã‚Â¢ Malda via Rail Line 1045",TEU,84.5,2025-06-01,21:03:00,2025-06-01,21:29:00,2025-06-02,18:03:00,2025-06-02,18:29:00,00:26:00,Delay,Rail Line 1045,Rail,21.0,BigBasket,VEH0214,2025-06-02 18:03:00,3.1
MP039001,Sehore,Samrat,"Bhopal, Karnataka",2025-06-23,"Route: Bhopal, Karnataka Ã‚Â¢ Sehore via Rail Line 1046",TEU,81.0,2025-06-01,17:29:00,2025-06-01,18:56:00,2025-06-03,15:29:00,2025-06-03,15:29:00,00:00:00,On time,Rail Line 1046,Rail,44.55,Metro Cash & Carry,VEH0274,2025-06-03 15:29:00,0.0
UP001029,Agra,Perfect Plus,"Jabalpur, Assam",2025-06-08,"Route: Jabalpur, Assam Ã‚Â¢ Agra via Rail Line 1046",TEU,61.5,2025-06-01,07:38:00,2025-06-01,09:04:00,2025-06-03,05:38:00,2025-06-03,06:12:00,00:34:00,Delay,Rail Line 1046,Rail,45.1333333333333,HUL,VEH0280,2025-06-03 05:38:00,1.9
UP020012,Deoria,Samrat Advanced,"Kochi, Kerala",2025-06-09,"Route: Kochi, Kerala Ã‚Â¢ Deoria via Rail Line 1046",FEU,89.0,2025-06-01,17:59:00,2025-06-01,17:53:00,2025-06-02,20:59:00,2025-06-02,21:41:00,00:42:00,Delay,Rail Line 1046,Rail,27.8,Godrej Agrovet,VEH0231,2025-06-02 20:59:00,3.8
WB011047,Malda,Composite-Samrat Advanced,"Udaipur, Tamil Nadu",2025-06-10,"Route: Udaipur, Tamil Nadu Ã‚Â¢ Malda via Rail Line 1046",TEU,99.0,2025-06-01,07:58:00,2025-06-01,09:20:00,2025-06-03,05:58:00,2025-06-03,05:58:00,00:00:00,On time,Rail Line 1046,Rail,44.6333333333333,Reliance Retail,VEH0241,2025-06-03 05:58:00,0.0
MP035041,Ratlam,Perfect Plus,"Vijayawada, Telangana",2025-06-12,"Route: Vijayawada, Telangana Ã‚Â¢ Ratlam via Rail Line 1047",FEU,63.0,2025-06-01,12:50:00,2025-06-01,12:41:00,2025-06-03,08:50:00,2025-06-03,09:25:00,00:35:00,Delay,Rail Line 1047,Rail,44.7333333333333,Metro Cash & Carry,VEH0218,2025-06-03 08:50:00,1.96
UP010036,Ballia,Perfect Plus,"Hyderabad, Bihar",2025-06-08,"Route: Hyderabad, Bihar Ã‚Â¢ Ballia via Rail Line 1047",TEU,70.0,2025-06-01,10:00:00,2025-06-01,10:43:00,2025-06-03,07:00:00,2025-06-03,07:00:00,00:00:00,On time,Rail Line 1047,Rail,44.2833333333333,Flipkart,VEH0253,2025-06-03 07:00:00,0.0
UP050020,MAINPURI,Chetak-PPC,"Lucknow, Karnataka",2025-06-21,"Route: Lucknow, Karnataka Ã‚Â¢ MAINPURI via Rail Line 1047",TEU,94.0,2025-06-02,04:21:00,2025-06-02,05:40:00,2025-06-03,09:21:00,2025-06-03,10:02:00,00:41:00,Delay,Rail Line 1047,Rail,28.3666666666666,BigBasket,VEH0229,2025-06-03 09:21:00,3.63
UP052082,MAU,Perfect Plus,"Ahmedabad, Punjab",2025-06-13,"Route: Ahmedabad, Punjab Ã‚Â¢ MAU via Rail Line 1047",FEU,94.0,2025-06-01,11:12:00,2025-06-01,12:27:00,2025-06-02,16:12:00,2025-06-02,16:12:00,00:00:00,On time,Rail Line 1047,Rail,27.75,ITC Ltd.,VEH0210,2025-06-02 16:12:00,0.0
WB014073,North 24 Parganas,Composite-Ultimate Ultra,"Visakhapatnam, Uttar Pradesh",2025-06-20,"Route: Visakhapatnam, Uttar Pradesh Ã‚Â¢ North 24 Parganas via Rail Line 1047",TEU,99.0,2025-06-01,19:39:00,2025-06-01,19:21:00,2025-06-02,22:39:00,2025-06-03,08:39:00,22:23:00,Delay,Rail Line 1047,Rail,37.3,Amazon India,VEH0252,2025-06-02 22:39:00,40.4
UP004031,AMBEDKAR NAGAR,Ultimate,"Guwahati, Karnataka",2025-06-22,"Route: Guwahati, Karnataka Ã‚Â¢ AMBEDKAR NAGAR via Rail Line 1048",TEU,94.0,2025-06-01,17:50:00,2025-06-01,18:32:00,2025-06-03,14:50:00,2025-06-03,15:16:00,00:26:00,Delay,Rail Line 1048,Rail,44.7333333333333,HUL,VEH0285,2025-06-03 14:50:00,1.46
UP009096,BAHRAICH,Ultimate,"Thiruvananthapuram, Bihar",2025-06-24,"Route: Thiruvananthapuram, Bihar Ã‚Â¢ BAHRAICH via Rail Line 1049",FEU,92.0,2025-06-01,06:21:00,2025-06-01,06:14:00,2025-06-03,02:21:00,2025-06-03,02:43:00,00:22:00,Delay,Rail Line 1049,Rail,44.4833333333333,HUL,VEH0209,2025-06-03 02:21:00,1.24
UP069059,Sultanpur,Samrat,"Jodhpur, Jharkhand",2025-06-02,"Route: Jodhpur, Jharkhand Ã‚Â¢ Sultanpur via Rail Line 1049",TEU,94.0,2025-06-02,04:56:00,2025-06-02,05:16:00,2025-06-02,08:56:00,2025-06-02,09:55:00,00:59:00,Delay,Rail Line 1049,Rail,4.65,BigBasket,VEH0285,2025-06-02 08:56:00,31.87
MH022038,Nashik,Chetak-PPC,"Lucknow, Telangana",2025-06-01,"Route: Lucknow, Telangana Ã‚Â¢ Nashik via Rail Line 1050",TEU,73.0,2025-06-01,17:24:00,2025-06-01,18:40:00,2025-06-02,15:24:00,2025-06-02,16:14:00,00:50:00,Delay,Rail Line 1050,Rail,21.5666666666666,BigBasket,VEH0210,2025-06-02 15:24:00,5.82
MP006006,Betul,Chetak-PPC,"Ahmedabad, Jharkhand",2025-06-11,"Route: Ahmedabad, Jharkhand Ã‚Â¢ Betul via Rail Line 1050",TEU,68.0,2025-06-01,10:01:00,2025-06-01,10:12:00,2025-06-03,07:01:00,2025-06-03,07:05:00,00:04:00,Delay,Rail Line 1050,Rail,44.8833333333333,Nestle India,VEH0227,2025-06-03 07:01:00,0.23
UP037017,Jyotiba Phule Nagar,Samrat,"Coimbatore, Andhra Pradesh",2025-06-12,"Route: Coimbatore, Andhra Pradesh Ã‚Â¢ Jyotiba Phule Nagar via Rail Line 1050",FEU,85.0,2025-06-01,14:43:00,2025-06-01,14:43:00,2025-06-02,11:43:00,2025-06-02,12:19:00,00:36:00,Delay,Rail Line 1050,Rail,21.6,ITC Ltd.,VEH0272,2025-06-02 11:43:00,4.19
UP037042,Jyotiba Phule Nagar,Rakshak,"Coimbatore, Andhra Pradesh",2025-06-03,"Route: Coimbatore, Andhra Pradesh Ã‚Â¢ Jyotiba Phule Nagar via Rail Line 1050",FEU,83.0,2025-06-01,18:21:00,2025-06-01,17:51:00,2025-06-02,21:21:00,2025-06-02,21:21:00,00:00:00,On time,Rail Line 1050,Rail,27.5,BigBasket,VEH0243,2025-06-02 21:21:00,0.0
UP048109,MAHARAJGANJ,Samrat,"Bhopal, Andhra Pradesh",2025-06-21,"Route: Bhopal, Andhra Pradesh Ã‚Â¢ MAHARAJGANJ via Rail Line 1050",FEU,67.0,2025-06-01,22:47:00,2025-06-01,23:31:00,2025-06-03,19:47:00,2025-06-03,19:49:00,00:02:00,Delay,Rail Line 1050,Rail,44.3,Flipkart,VEH0295,2025-06-03 19:47:00,0.12
MP050002,Vidisha,Chetak-PPC,"Kochi, Gujarat",2025-06-02,"Route: Kochi, Gujarat Ã‚Â¢ Vidisha via Rail Line 1051",TEU,85.0,2025-06-02,01:18:00,2025-06-02,01:30:00,2025-06-03,05:18:00,2025-06-03,05:18:00,00:00:00,On time,Rail Line 1051,Rail,27.8,DMart,VEH0283,2025-06-03 05:18:00,0.0
RJ020084,Jhunjhunu,Perfect Plus,"Udaipur, Madhya Pradesh",2025-06-26,"Route: Udaipur, Madhya Pradesh Ã‚Â¢ Jhunjhunu via Rail Line 1051",TEU,73.0,2025-06-01,15:56:00,2025-06-01,16:01:00,2025-06-02,19:56:00,2025-06-02,20:42:00,00:46:00,Delay,Rail Line 1051,Rail,28.6833333333333,HUL,VEH0217,2025-06-02 19:56:00,4.02
UK007011,NAINITAL,Chetak-PPC,"Pune, Assam",2025-06-09,"Route: Pune, Assam Ã‚Â¢ NAINITAL via Rail Line 1051",FEU,66.5,2025-06-01,23:11:00,2025-06-01,22:49:00,2025-06-02,19:11:00,2025-06-02,19:11:00,00:00:00,On time,Rail Line 1051,Rail,20.3666666666666,DMart,VEH0239,2025-06-02 19:11:00,0.0
UK012009,Udham Singh Nagar,Ultimate,"Pune, Assam",2025-06-28,"Route: Pune, Assam Ã‚Â¢ Udham Singh Nagar via Rail Line 1051",FEU,66.5,2025-06-01,18:04:00,2025-06-01,18:07:00,2025-06-02,15:04:00,2025-06-02,15:04:00,00:00:00,On time,Rail Line 1051,Rail,20.95,Reliance Retail,VEH0240,2025-06-02 15:04:00,0.0
UP014075,Bareilly,Samrat,"Pune, Assam",2025-06-14,"Route: Pune, Assam Ã‚Â¢ Bareilly via Rail Line 1051",TEU,99.0,2025-06-01,18:11:00,2025-06-01,18:09:00,2025-06-02,21:11:00,2025-06-02,21:44:00,00:33:00,Delay,Rail Line 1051,Rail,27.5833333333333,Metro Cash & Carry,VEH0291,2025-06-02 21:11:00,3.0
